Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,26249000.443269823,816900.0,1.1114708944081106,4276918.326173501
P_aircraft,1,26420306.71885791,830900.0,1.1231890801184,4304830.358520587
P_aircraft,2,28435679.95969379,840100.0,1.0551381739807189,4633208.072043034
P_aircraft,3,32230622.567932248,866900.0,0.9605993250815622,5251542.45864301
P_aircraft,4,27753658.155729264,851300.0,1.0954797835288297,4522081.876646375
P_drone,0,26483126.05452429,827000.0,1.115265404276868,4315065.916576607
P_drone,1,27128320.43780217,837000.0,1.1019059293181568,4420191.583656738
P_drone,2,28007976.41592956,851000.0,1.0851500548097857,4563519.585106245
P_drone,3,33528395.65773671,878400.0,0.9356674530947794,5462996.9680440575
P_drone,4,26850534.4396386,860400.0,1.1444305325709945,4374930.125839787
P_OGI,0,26585746.956525765,903272.0,1.2134213997623182,4331786.599612409
P_OGI,1,26514442.07368984,916072.0,1.2339259129771367,4320168.436825384
P_OGI,2,27462136.37765924,920472.0,1.1970663734210925,4474582.359939024
P_OGI,3,31347769.29118773,942672.0,1.0739793581523307,5107693.500783013
P_OGI,4,26090416.95114297,925272.0,1.266573417868698,4251079.298696177
P_stationary,0,9021480.86218324,928300.0,3.674958904756587,1469927.8516179798
P_stationary,1,7923979.648721283,947500.0,4.270491244856549,1291104.9260365753
P_stationary,2,7570046.745592942,947700.0,4.47109901813129,1233436.3636508593
P_stationary,3,10359176.362863537,947100.0,3.2652209804303323,1687887.1759764166
P_stationary,4,7145085.534413462,956900.0,4.783007822005789,1164194.7025851551
P_truck,0,27548531.545234703,828600.0,1.0742081513225363,4488659.279793359
P_truck,1,26799511.83340596,834200.0,1.1116940236844142,4366616.684719728
P_truck,2,28665977.25540118,850400.0,1.0594939185513397,4670731.890392151
P_truck,3,33421744.656282447,872200.0,0.9320279452899412,5445619.635005784
P_truck,4,26828589.488168027,854400.0,1.137379426068715,4371354.493871845
