Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,1094.49149,821.62276,272.86873,2876.00000,390,391,0,0,63,0.00000,0.00000,2876.00000,,63,3,180,300
2022-01-02,1094.49149,821.62276,272.86873,2876.00000,390,0,0,0,84,0.00000,0.00000,2876.00000,,84,3,180,360
2022-01-03,1094.93839,822.06966,272.86873,2876.00000,392,2,0,0,54,0.00000,0.00000,2876.00000,,54,3,180,300
2022-01-04,1101.38117,826.53864,274.84253,2876.00000,394,2,0,0,103,0.00000,0.00000,2876.00000,,103,3,180,360
2022-01-05,1101.38117,826.53864,274.84253,0.00000,394,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1101.15772,826.76209,274.39563,0.00000,394,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1101.38117,826.76209,274.61908,0.00000,395,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1109.87224,826.76209,283.11015,0.00000,397,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1112.55363,829.44348,283.11015,0.00000,398,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1121.49160,837.71110,283.78050,0.00000,400,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1121.04470,837.71110,283.33360,0.00000,399,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1121.04470,837.71110,283.33360,0.00000,399,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1121.26815,837.71110,283.55705,0.00000,400,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1119.29435,837.71110,281.58325,0.00000,399,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1119.74125,837.71110,282.03015,0.00000,400,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,944.33362,662.30347,282.03015,11400.00000,343,0,57,0,0,11400.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,767.99495,483.54410,284.45085,15600.00000,268,3,78,0,0,15600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,644.42753,359.97668,284.45085,9800.00000,219,0,49,0,0,9800.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,375.39468,90.94383,284.45085,17800.00000,130,0,89,0,0,17800.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,378.07607,93.62522,284.45085,0.00000,131,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,378.29952,93.84867,284.45085,0.00000,132,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,378.29952,93.84867,284.45085,0.00000,132,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,376.99606,93.84867,283.14739,0.00000,133,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,384.59334,101.44594,283.14739,0.00000,136,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,384.14644,100.99904,283.14739,0.00000,135,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-26,386.82783,103.68044,283.14739,0.00000,136,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,388.80163,103.68044,285.12119,0.00000,137,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,388.35473,103.68044,284.67430,0.00000,136,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,388.80163,103.68044,285.12119,0.00000,137,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,388.35473,103.68044,284.67430,0.00000,136,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
