Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,36317.74761,7702.06761,28615.68000,5512.00000,346,347,0,1,40,0.00000,200.00000,5512.00000,,40,3,180,300
2022-01-02,36346.87057,7731.19057,28615.68000,5512.00000,347,1,0,0,55,0.00000,0.00000,5512.00000,,55,3,180,360
2022-01-03,36643.35299,8131.35299,28512.00000,5512.00000,347,1,0,0,32,0.00000,0.00000,5512.00000,,32,3,180,300
2022-01-04,36349.42948,8131.18948,28218.24000,5512.00000,345,0,0,1,51,0.00000,200.00000,5512.00000,,51,3,180,360
2022-01-05,34627.48226,8137.24226,26490.24000,0.00000,345,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,34731.49596,8241.25596,26490.24000,0.00000,346,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,34714.21596,8241.25596,26472.96000,0.00000,346,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,34714.21596,8241.25596,26472.96000,0.00000,346,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,34714.21596,8241.25596,26472.96000,0.00000,346,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,34714.21596,8241.25596,26472.96000,0.00000,346,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,34819.27652,8242.63652,26576.64000,0.00000,348,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,35683.27652,8242.63652,27440.64000,0.00000,349,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,35683.27652,8242.63652,27440.64000,0.00000,349,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,35389.51652,8242.63652,27146.88000,0.00000,348,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,35389.78378,8242.90378,27146.88000,0.00000,349,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,33276.66936,6423.54936,26853.12000,7200.00000,310,0,36,2,0,7200.00000,400.00000,0.00000,,0,0,0,0
2022-01-17,31679.21167,4826.09167,26853.12000,9400.00000,263,1,47,1,0,9400.00000,200.00000,0.00000,,0,0,0,0
2022-01-18,30505.11638,2787.99638,27717.12000,4800.00000,240,1,24,0,0,4800.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,29219.33117,1502.21117,27717.12000,8000.00000,200,0,40,0,0,8000.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,29219.33117,1502.21117,27717.12000,0.00000,200,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,29219.31809,1502.19809,27717.12000,0.00000,199,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-22,29224.25430,1507.13430,27717.12000,0.00000,200,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,29518.01430,1507.13430,28010.88000,0.00000,201,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,29518.64907,1507.76907,28010.88000,0.00000,203,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,29518.64907,1507.76907,28010.88000,0.00000,203,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,30363.48737,2058.84737,28304.64000,0.00000,204,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-27,30375.03268,2070.39268,28304.64000,0.00000,206,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,29511.03268,2070.39268,27440.64000,0.00000,205,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,29511.03268,2070.39268,27440.64000,0.00000,205,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,28667.27909,2090.63909,26576.64000,0.00000,205,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-31,28373.51909,2090.63909,26282.88000,0.00000,204,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,28388.77252,2105.89252,26282.88000,0.00000,206,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,29252.81919,2105.93919,27146.88000,0.00000,208,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,29600.24493,2453.36493,27146.88000,0.00000,210,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,29608.64666,2461.76666,27146.88000,0.00000,211,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,29719.40836,2468.84836,27250.56000,0.00000,212,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-06,29717.63704,2467.07704,27250.56000,0.00000,212,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-07,29821.31704,2467.07704,27354.24000,0.00000,213,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,29808.64900,2454.40900,27354.24000,0.00000,212,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-09,29807.99399,2453.75399,27354.24000,0.00000,211,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-10,29704.31399,2453.75399,27250.56000,0.00000,210,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,30022.68792,2478.36792,27544.32000,0.00000,212,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,30059.70874,2515.38874,27544.32000,0.00000,212,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-02-13,30059.70874,2515.38874,27544.32000,0.00000,212,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,29219.20693,2538.88693,26680.32000,0.00000,211,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-15,29223.09789,2542.77789,26680.32000,0.00000,212,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,29326.77789,2542.77789,26784.00000,0.00000,213,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-17,29329.80179,2545.80179,26784.00000,0.00000,214,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-18,30202.58760,3418.58760,26784.00000,0.00000,215,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-19,30288.98760,3418.58760,26870.40000,0.00000,216,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-20,30288.98760,3418.58760,26870.40000,0.00000,216,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-21,30379.38106,3422.58106,26956.80000,0.00000,219,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-22,31296.15168,3475.35168,27820.80000,0.00000,223,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-23,31298.12676,3477.32676,27820.80000,0.00000,224,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-24,31297.98598,3477.18598,27820.80000,0.00000,223,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-25,32259.98331,3575.18331,28684.80000,0.00000,225,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-26,32259.98331,3575.18331,28684.80000,0.00000,225,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-27,32294.85011,3610.05011,28684.80000,0.00000,226,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-28,32122.05011,3610.05011,28512.00000,0.00000,224,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-01,31914.69011,3610.05011,28304.64000,0.00000,222,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-02,32772.80880,3604.16880,29168.64000,0.00000,222,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-03,31908.80880,3604.16880,28304.64000,0.00000,221,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-04,31832.46806,3614.22806,28218.24000,0.00000,222,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-05,31826.44210,3608.20210,28218.24000,0.00000,221,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-06,31826.30882,3608.06882,28218.24000,0.00000,220,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-07,31820.24014,3602.00014,28218.24000,0.00000,219,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-08,31896.63181,3678.39181,28218.24000,0.00000,222,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
