Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,2853407.472460282,10448549.508484123,0.0,890929.6684841241,9557619.84,1.2406116901053994,10.0,0.0015427462189241852,14431.698216138291,88201.4399999999,9.667869715778211,2335093.944118795,8772395.833880963,10150486.146838646
P_aircraft,1,2330990.0225395085,11708577.009567644,0.0,829123.5695676447,10879453.440000001,1.3478214064334022,10.0,0.0021034337817119305,17554.088470116407,106793.85599999977,10.915537992591128,1943412.806902965,6412706.256532582,11804596.166049983
P_aircraft,2,3312443.9726472925,12425622.00331636,0.0,760377.8433163583,11665244.16,1.2512233506072645,10.0,0.00189961988305212,16859.731347783392,92710.6559999999,9.089335042794819,2981622.331968835,10453747.717212647,12243491.9017114
P_aircraft,3,3065577.5859745033,12940286.28694319,0.0,946566.6069431903,11993719.68,1.3171157277349328,10.0,0.00231333206463108,17162.183404433938,98982.43199999997,12.179824833467983,2743787.8183124005,7021270.924569835,12988150.384787459
P_aircraft,4,3280149.863542855,16144050.033455234,0.0,1370721.3934552332,14773328.64,1.5631856148874093,10.0,0.0022193078968883602,20804.188187442312,124286.39999999992,11.271401869174403,2805896.7711066087,9257344.734483112,15948243.751068512
P_drone,0,2855095.0519536817,10447641.849494081,0.0,890022.0094940813,9557619.84,1.2406116901053994,10.0,0.0015427462189241852,14430.444543500113,88201.4399999999,9.667869715778211,2336744.870235829,8772695.047565868,10117811.107551187
P_drone,1,2332723.0321892817,11706847.849125514,0.0,827394.4091255149,10879453.440000001,1.3478214064334022,10.0,0.0021034337817119305,17551.496025675435,106793.85599999977,10.915537992591128,1945079.4657190205,6412286.86298599,11766440.83294782
P_drone,2,3313508.9167570854,12424589.134874683,0.0,759344.9748746812,11665244.16,1.2512233506072645,10.0,0.00189961988305212,16858.329898066055,92710.6559999999,9.089335042794819,2982572.5233669933,10454170.645729212,12184803.177661797
P_drone,3,3069018.2023435957,12936845.670574099,0.0,943125.9905740975,11993719.68,1.3171157277349328,10.0,0.00231333206463108,17157.620252750796,98982.43199999997,11.744315393281628,2747143.927410663,7019716.107350608,12985214.477552895
P_drone,4,3280648.4467939753,16143397.883506373,0.0,1370069.2435063713,14773328.64,1.5631856148874093,10.0,0.0022193078968883602,20803.347788023675,124286.39999999992,11.440520376559945,2806023.636188309,9256197.1801315,16140715.140901405
P_none,0,0.0,13305293.182604011,0.0,3747673.34260401,9557619.84,1.2406116901053994,10.0,0.0015427462189241852,18377.4767715525,104093.85599999994,12.743757756140136,0.0,11081122.35898376,0.0
P_none,1,0.0,14047052.233495872,0.0,3167598.793495871,10879453.440000001,1.3478214064334022,10.0,0.0021034337817119305,21060.048326080767,121592.96745027206,17.307592610336506,0.0,7274101.863346139,0.0
P_none,2,0.0,15737717.986802336,0.0,4072473.8268023357,11665244.16,1.2512233506072645,10.0,0.00189961988305212,21353.75574871416,106327.29599999999,10.563365345163886,0.0,13286219.028286023,0.0
P_none,3,0.0,16010535.198470615,0.0,4016815.5184706147,11993719.68,1.3171157277349328,10.0,0.00231333206463108,21234.131562958377,128450.21162734054,18.45863650181778,0.0,8542103.373611996,0.0
P_none,4,0.0,19430178.38072966,0.0,4656849.740729663,14773328.64,1.5631856148874093,10.0,0.0022193078968883602,25038.88966588874,145400.28621900105,14.901298712665817,0.0,10575649.697558263,0.0
P_OGI,0,2661570.738057345,10640769.414265594,0.0,1083149.5742655932,9557619.84,1.2406116901053994,10.0,0.0015427462189241852,14697.195323571263,89390.30399999995,9.353023976772645,2164802.4594699764,8956132.048545118,9905782.397453148
P_OGI,1,2093110.802330066,11946934.410506153,0.0,1067480.9705061526,10879453.440000001,1.3478214064334022,10.0,0.0021034337817119305,17911.445892812822,106793.85599999977,10.740112056963994,1733121.459335015,6533941.811738479,11037485.644780518
P_OGI,2,3193005.9877837873,12545068.496326081,0.0,879824.3363260799,11665244.16,1.2512233506072645,10.0,0.00189961988305212,17021.80257303403,92710.6559999999,8.950189612028014,2896695.797984476,10551087.145523733,11690584.93012348
P_OGI,3,2986829.74356931,13019232.559118431,0.0,1025512.879118432,11993719.68,1.3171157277349328,10.0,0.00231333206463108,17266.886683180943,98982.43199999997,12.274827179288167,2692102.6911397567,7039498.895366071,12288075.852939554
