Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,0.0,250.0,inf,0.0
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,33604.0802846784,10450.0,11.106219320766556,5475.328750683786
P_aircraft,3,0.0,250.0,inf,0.0
P_aircraft,4,0.0,250.0,inf,0.0
P_drone,0,0.0,1000.0,inf,0.0
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,33604.0802846784,11200.0,11.903316401204346,5475.328750683786
P_drone,3,0.0,1000.0,inf,0.0
P_drone,4,0.0,1000.0,inf,0.0
P_OGI,0,134338.56094647362,53504.0,14.224189461271006,21888.64503490316
P_OGI,1,107707.660278624,53504.0,17.741144296645516,17549.501250933456
P_OGI,2,126291.4843963392,52104.0,14.734620879244995,20577.483139661723
P_OGI,3,119848.3263165024,50104.0,14.930776477453218,19527.657988047144
P_OGI,4,112978.156829328,49104.0,15.522596003788221,18408.257123731644
P_stationary,0,242157.4988961888,235350.0,34.71029053888792,39456.2774718912
P_stationary,1,210685.7944809792,231950.0,39.318875730733936,34328.39042490702
P_stationary,2,237473.1095151456,231950.0,34.88364888278114,38693.01980674635
P_stationary,3,221381.4144576384,231950.0,37.41925938870406,36071.096520966756
P_stationary,4,219208.3708751424,232550.0,37.88795614738518,35717.028565440705
P_truck,0,132135.7985994528,46100.0,12.460125029549634,21529.734810091384
P_truck,1,106534.99880599682,46300.0,15.521391534275303,17358.43198132389
P_truck,2,128718.813212208,44300.0,12.291465541517306,20972.983422374396
P_truck,3,119537.7319099872,43100.0,12.876986117193589,19477.05084542079
P_truck,4,112292.6146351776,41700.0,13.262543748973942,18296.557328538915
