Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2017 ""True"" Mitigated Emissions (Kg Methane)","Year 2018 ""True"" Mitigated Emissions (Kg Methane)","Year 2019 ""True"" Mitigated Emissions (Kg Methane)","Year 2020 ""True"" Mitigated Emissions (Kg Methane)","Year 2021 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2017 ""True"" Emissions (Kg Methane)","Year 2018 ""True"" Emissions (Kg Methane)","Year 2019 ""True"" Emissions (Kg Methane)","Year 2020 ""True"" Emissions (Kg Methane)","Year 2021 ""True"" Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2017 ""Estimated"" Emissions (Kg Methane)","Year 2018 ""Estimated"" Emissions (Kg Methane)","Year 2019 ""Estimated"" Emissions (Kg Methane)","Year 2020 ""Estimated"" Emissions (Kg Methane)","Year 2021 ""Estimated"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,102951.76719735359,2075802.6339112609,0.0,1404253.3995513793,671549.2343598816,0.032025860434542586,0.095690057,0.002586218,818.5341616369325,3017.681637552,45.39371080896001,23214.3968159509,17315.7153263051,9101.0864434464,28782.716661820796,0.0,24537.851949830398,280885.37653720216,373281.1048478724,353850.89399253373,339755.71750408114,332497.7108105214,341486.99809135677,27998.65519194307,22045.355353855368,58389.6097188049,74488.1499396384,21220.3595547327,31349.13343574873
P_aircraft,1,60949.12474304641,2079453.7190738881,0.0,1464037.9065819648,615415.8124919232,0.030131251432599458,0.095690057,0.002586218,803.1879950072955,3017.681637552,44.064182338560016,5954.9215422239995,36198.9960542496,0.0,0.0,12649.459979088002,6145.747167484801,316197.3958545865,320033.4310283191,329597.92993166647,351582.74469693267,349058.0931495225,357191.08375522477,24770.112785977737,18989.178802906114,40.44086155455889,21246.26843084971,26836.532815804712,22257.59574688477
P_aircraft,2,158240.029603536,2018182.008454589,0.0,1394137.8534166561,624044.1550379328,0.03173284428498427,0.095690057,0.002586218,793.3105379145396,3017.681637552,40.89120766992,39273.28122442942,44434.216810828824,21799.634425157783,22831.38563356619,29901.511509553817,0.0,291425.32653437747,312439.9787284702,337767.49737909436,359649.55306243506,299938.6236120725,362671.0134021626,64396.54826973207,88248.53227999536,65988.36113380885,63120.88632738431,26764.838707124683,65.31346325386102
P_aircraft,3,83854.6801813728,2083751.0205561216,0.0,1437669.5590799712,646081.4614761504,0.03173003187112171,0.095690057,0.002586218,828.858798948338,3017.681637552,46.73440754208,7509.2342785056,12828.8896809984,15459.133375408486,8.02118834191543,36047.7209457792,12001.680712339203,295057.7084937525,319191.3797562895,360211.68833286036,363630.0353719155,353745.72103356424,334968.79259561835,39306.04180530297,44646.632895762334,30250.372060163,29439.748768689813,44918.10673617576,24959.71727216536
P_aircraft,4,53989.352088192,1979335.2135415394,0.0,1429098.2703418753,550236.943199664,0.03130814487805889,0.095690057,0.002586218,820.9602710665862,3017.681637552,48.26503013760001,8738.204949072,0.0,5059.1136471264,29420.440699075207,0.0,10771.5927929184,254772.63414911955,342076.6361941798,325943.04116291984,320072.8839934002,330665.0942357746,238499.91615696868,19076.136641706795,10948.666901673145,30548.326357761085,31623.77010059951,9838.537598888677,15467.974974410754
P_drone,0,102951.76719735359,2075802.6339112609,0.0,1404253.3995513793,671549.2343598816,0.032025860434542586,0.095690057,0.002586218,818.5341616369325,3017.681637552,45.39371080896001,23214.3968159509,17315.7153263051,9101.0864434464,28782.716661820796,0.0,24537.851949830398,280885.37653720216,373281.1048478724,353850.89399253373,339755.71750408114,332497.7108105214,341486.99809135677,27998.65519194307,22045.355353855368,58389.6097188049,74488.1499396384,21220.3595547327,31349.13343574873
P_drone,1,60949.12474304641,2079453.7190738881,0.0,1464037.9065819648,615415.8124919232,0.030131251432599458,0.095690057,0.002586218,803.1879950072955,3017.681637552,44.064182338560016,5954.9215422239995,36198.9960542496,0.0,0.0,12649.459979088002,6145.747167484801,316197.3958545865,320033.4310283191,329597.92993166647,351582.74469693267,349058.0931495225,357191.08375522477,24770.112785977737,18989.178802906114,40.44086155455889,21246.26843084971,26836.532815804712,22257.59574688477
P_drone,2,158154.44855474881,2018267.5895033763,0.0,1394223.4344654432,624044.1550379328,0.03173284428498427,0.095690057,0.002586218,793.3441782639057,3017.681637552,40.89120766992,39273.28122442942,44348.63576204162,21799.634425157783,22831.38563356619,29901.511509553817,0.0,291425.8496737815,312525.03663785313,337767.49737909436,359649.55306243506,299938.6236120725,362671.0134021626,64369.139110068994,88263.71035665771,66000.59221680957,63120.88632738431,26764.838707124683,65.31346325386102
P_drone,3,83854.6801813728,2083751.0205561216,0.0,1437669.5590799712,646081.4614761504,0.03173003187112171,0.095690057,0.002586218,828.858798948338,3017.681637552,46.73440754208,7509.2342785056,12828.8896809984,15459.133375408486,8.02118834191543,36047.7209457792,12001.680712339203,295057.7084937525,319191.3797562895,360211.68833286036,363630.0353719155,353745.72103356424,334968.79259561835,39306.04180530297,44646.632895762334,30250.372060163,29439.748768689813,44918.10673617576,24959.71727216536
P_drone,4,72452.737162224,1960871.8284675074,0.0,1410634.8852678433,550236.943199664,0.03130814487805889,0.095690057,0.002586218,813.3022930184601,3017.681637552,48.26503013760001,8738.204949072,0.0,5059.1136471264,47883.82577310721,0.0,10771.5927929184,254772.63414911955,342076.6361941798,325909.26809536637,301643.2719869218,330665.0942357746,238499.91615696868,19076.136641706795,10948.666901673145,39876.354190556885,35075.77220981334,9848.293667199085,15467.974974410754
P_none,0,0.0,2178440.45496409,0.0,1506891.2206042083,671549.2343598816,0.032025860434542586,0.095690057,0.002586218,859.0064885505087,3017.681637552,48.46613767632001,0.0,0.0,0.0,0.0,0.0,0.0,297994.08583699196,390578.25939349696,362968.4334225744,368411.45406065014,332549.725308642,365932.3912355558,0.0,0.0,0.0,0.0,0.0,0.0
P_none,1,0.0,2140242.854179997,0.0,1524827.0416880737,615415.8124919232,0.030131251432599458,0.095690057,0.002586218,826.6677690923125,3017.681637552,44.421706817280004,0.0,0.0,0.0,0.0,0.0,0.0,320263.0352989847,356159.22555518354,329597.92993166647,351605.2565241403,361601.87487340247,363323.4672904346,0.0,0.0,0.0,0.0,0.0,0.0
P_none,2,0.0,2176245.513179597,0.0,1552201.3581416642,624044.1550379328,0.03173284428498427,0.095690057,0.002586218,855.4424187026717,3017.681637552,43.572600864,0.0,0.0,0.0,0.0,0.0,0.0,321245.83601270407,356769.0608757166,359508.19399450306,382491.7401442909,329746.9345694367,362671.0134021626,0.0,0.0,0.0,0.0,0.0,0.0
