Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,82220.3726188032,27150.0,11.79321895849821,13396.693683562167
P_aircraft,1,65766.6897500736,28750.0,15.6125497297751,10715.789397457831
P_aircraft,2,76012.283139408,26550.0,12.474487629522224,12385.169769638884
P_aircraft,3,52783.1732752992,23150.0,15.663812214803366,8600.301622250918
P_aircraft,4,52284.658061376,25750.0,17.589153132900005,8519.075334838091
P_drone,0,82220.3726188032,27900.0,12.118998487738493,13396.693683562167
P_drone,1,65766.6897500736,29500.0,16.01983363576923,10715.789397457831
P_drone,2,80592.09820891201,28700.0,12.718368460180553,13131.388470178754
P_drone,3,52783.1732752992,23900.0,16.171279133209524,8600.301622250918
P_drone,4,52284.658061376,26500.0,18.101458563955344,8519.075334838091
P_OGI,0,76323.5478585504,33904.0,15.86479110092224,12435.886130609222
P_OGI,1,52001.547858950405,30304.0,20.81256729552202,8472.946370205796
P_OGI,2,65456.7657187392,31304.0,17.079976190756625,10665.291483367717
P_OGI,3,57390.919486416,31704.0,19.72935308265479,9351.071323187654
P_OGI,4,49892.8576412448,30704.0,21.978525192049304,8129.363921959077
P_stationary,0,241088.07103571523,255750.0,37.886273394569805,39282.02871811998
P_stationary,1,185234.0351426784,253350.0,48.84747167951509,30181.371715276626
P_stationary,2,247461.2895070944,252750.0,36.47756678333695,40320.45815987565
P_stationary,3,197036.1758041056,246750.0,44.72528947558053,32104.370337339496
P_stationary,4,200096.9831385216,254150.0,45.36193185882321,32603.08734600207
P_truck,0,85318.0490584512,29300.0,12.26503164308956,13901.418012472117
P_truck,1,55737.6187183776,24900.0,15.954856607329411,9081.688404444432
P_truck,2,72620.1006300576,25300.0,12.442442529437074,11832.459674207963
P_truck,3,67530.1509828576,25700.0,13.591812390440817,11003.12146864625
P_truck,4,60828.0152634432,27100.0,15.911371407819248,9911.099425947288
