Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,2116015.546598387,50550.0,0.853187088232577,344776.0111579823
P_aircraft,1,1765695.3398899175,46950.0,0.9496461118769525,287696.088616227
P_aircraft,2,1112434.657213217,51950.0,1.667834718045405,181256.1275385871
P_aircraft,3,1562814.8163887796,51150.0,1.1689073427822347,254639.4611510784
P_aircraft,4,1863183.451861131,53350.0,1.0226352863717658,303580.45318755077
P_drone,0,2116015.546598387,51300.0,0.8658456503725264,344776.0111579823
P_drone,1,1765695.3398899175,47700.0,0.9648161775618879,287696.088616227
P_drone,2,1112876.29812296,52700.0,1.691241749255857,181328.0869301285
P_drone,3,1564021.3901721966,51900.0,1.1851317636821788,254836.05597141566
P_drone,4,1861981.4619440632,54100.0,1.0376810385241642,303384.6052460151
P_OGI,0,2044308.35508956,54104.0,0.9452026693894044,333092.29763352434
P_OGI,1,1700510.1381580017,51504.0,1.0816922111508531,277075.0447983841
P_OGI,2,1078691.8419777027,54304.0,1.7979449699672991,175758.1938108112
P_OGI,3,1455092.0790855295,53304.0,1.3083119020967375,237087.50330363316
P_OGI,4,1838268.5806680184,57104.0,1.1094290534452003,299520.9131136202
P_stationary,0,2946271.7640158413,247350.0,2.9983413883679586,480054.99213733815
P_stationary,1,2948197.2445305698,236750.0,2.8679753902298546,480368.7230513183
P_stationary,2,2139490.0448094625,244350.0,4.078909240759239,348600.8620056807
P_stationary,3,2545790.1726772627,244150.0,3.4251223650427187,414801.9528456931
P_stationary,4,3948062.54111764,249750.0,2.2592455829278313,643283.2012586051
P_truck,0,2123306.2399646803,51300.0,0.8628726382744176,345963.93068033527
P_truck,1,1765130.1443756362,47500.0,0.9610784659896191,287603.99767896923
P_truck,2,1111677.6327644517,52700.0,1.693065329076074,181132.78068028355
P_truck,3,1564836.527951565,51300.0,1.1708206093202636,254968.87160812807
P_truck,4,1862455.500078364,53900.0,1.0335817419095406,303461.84332554805
