Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,963.58749,659.62208,303.96541,5512.00000,371,371,0,0,37,0.00000,0.00000,5512.00000,,37,3,180,300
2022-01-02,963.14059,659.17518,303.96541,5512.00000,370,0,0,1,56,0.00000,200.00000,5512.00000,,56,3,180,360
2022-01-03,965.15163,661.85657,303.29506,5512.00000,370,1,0,0,39,0.00000,0.00000,5512.00000,,39,3,180,300
2022-01-04,965.15163,661.85657,303.29506,5512.00000,370,0,0,0,59,0.00000,0.00000,5512.00000,,59,3,180,360
2022-01-05,966.67854,661.40967,305.26886,0.00000,370,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-06,966.67854,661.40967,305.26886,0.00000,370,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,969.35993,664.09106,305.26886,0.00000,371,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,972.48822,666.99590,305.49231,0.00000,374,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,972.48822,666.99590,305.49231,0.00000,374,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,976.95720,671.46489,305.49231,0.00000,375,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,987.68276,682.86080,304.82197,0.00000,377,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,987.68276,682.86080,304.82197,0.00000,377,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,994.34900,687.55323,306.79577,0.00000,380,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,997.03039,690.23462,306.79577,0.00000,381,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,999.22764,690.23462,308.99302,0.00000,383,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,897.78170,580.52106,317.26064,7000.00000,350,2,35,0,0,7000.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,752.09281,434.83217,317.26064,8800.00000,309,3,44,0,0,8800.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,653.99860,336.73797,317.26064,6000.00000,280,1,30,0,0,6000.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,451.77707,126.24881,325.52826,10000.00000,231,1,50,0,0,10000.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,453.56466,128.03640,325.52826,0.00000,233,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,456.69295,131.16469,325.52826,0.00000,235,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,456.91640,131.38814,325.52826,0.00000,235,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,465.63092,140.10266,325.52826,0.00000,237,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,468.27507,140.10266,328.17241,0.00000,239,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,468.72196,139.87921,328.84276,0.00000,239,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-26,471.40336,142.56060,328.84276,0.00000,240,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,474.08475,145.24199,328.84276,0.00000,241,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,474.08475,145.24199,328.84276,0.00000,241,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,474.08475,145.24199,328.84276,0.00000,241,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,471.85025,151.27512,320.57514,0.00000,241,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-31,472.74405,151.27512,321.46893,0.00000,243,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,472.52060,151.05167,321.46893,0.00000,242,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-02,483.46961,162.00068,321.46893,0.00000,244,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,488.83239,167.36346,321.46893,0.00000,246,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,506.03798,176.30143,329.73655,0.00000,249,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,506.26143,176.52488,329.73655,0.00000,250,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-06,507.19247,179.42972,327.76275,0.00000,251,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,511.25180,184.79250,326.45930,0.00000,253,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,513.93319,187.47389,326.45930,0.00000,254,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,513.70974,187.47389,326.23585,0.00000,253,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-10,513.70974,187.47389,326.23585,0.00000,253,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,513.93319,187.69734,326.23585,0.00000,254,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-12,513.48629,187.69734,325.78895,0.00000,253,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,513.70974,187.92079,325.78895,0.00000,254,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,519.07252,193.28357,325.78895,0.00000,256,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-15,521.30701,195.51806,325.78895,0.00000,256,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-16,521.30701,195.51806,325.78895,0.00000,256,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
