Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,45423.86641,9377.78641,36046.08000,6030.00000,346,346,0,0,0.00000,0.00000,0.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,45323.60622,9277.52622,36046.08000,30.00000,345,2,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,45257.26753,9211.18753,36046.08000,30.00000,344,1,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,44993.63223,8947.55223,36046.08000,30.00000,344,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,44993.06314,8946.98314,36046.08000,30.00000,343,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,44976.56028,8930.48028,36046.08000,30.00000,342,1,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,44983.74524,8937.66524,36046.08000,30.00000,345,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,45091.24247,8958.76247,36132.48000,30.00000,347,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,45087.80265,8955.32265,36132.48000,30.00000,346,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,45069.58956,8937.10956,36132.48000,5542.00000,344,0,0,2,51.00000,0.00000,400.00000,30,10,,10,0,0,5512.00000,,51,3,120,360
2022-01-11,44899.41757,8957.01757,35942.40000,5542.00000,345,2,0,0,66.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,66,3,120,360
2022-01-12,44899.41757,8957.01757,35942.40000,5542.00000,345,0,0,0,53.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,53,3,120,360
2022-01-13,44899.41757,8957.01757,35942.40000,2786.00000,345,0,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,19,1,30,120
2022-01-14,45006.08360,9063.68360,35942.40000,30.00000,346,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,45006.08360,9063.68360,35942.40000,30.00000,346,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,45006.08360,9063.68360,35942.40000,30.00000,346,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,45006.95238,9064.55238,35942.40000,30.00000,348,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,45075.50579,9133.10579,35942.40000,30.00000,349,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,44990.10499,9151.38499,35838.72000,5542.00000,350,2,0,0,55.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,55,3,120,360
2022-01-20,45004.83345,9166.11345,35838.72000,5542.00000,352,2,0,0,53.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,53,3,120,360
2022-01-21,44157.09955,9182.37955,34974.72000,5542.00000,352,1,0,0,66.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,66,3,120,360
2022-01-22,44157.09955,9182.37955,34974.72000,2786.00000,352,0,0,0,20.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,20,1,30,120
2022-01-23,44172.82796,9198.10796,34974.72000,30.00000,354,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,44172.82796,9198.10796,34974.72000,30.00000,354,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,41451.27658,6476.55658,34974.72000,7630.00000,316,1,38,1,0.00000,7600.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,38568.91973,3594.19973,34974.72000,11030.00000,261,0,55,0,0.00000,11000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,35845.54281,974.50281,34871.04000,8430.00000,218,0,42,0,0.00000,8400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,35312.31393,441.27393,34871.04000,9342.00000,201,2,19,0,28.00000,3800.00000,0.00000,30,10,,10,0,0,5512.00000,,28,3,120,360
2022-01-29,35327.50151,456.46151,34871.04000,5542.00000,203,2,0,0,26.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,26,3,120,360
2022-01-30,34525.68514,518.64514,34007.04000,5542.00000,204,3,0,1,25.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,25,3,120,360
2022-01-31,34541.86603,534.82603,34007.04000,2786.00000,205,1,0,0,6.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,6,1,30,120
2022-02-01,34546.77267,539.73267,34007.04000,30.00000,206,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,34650.98296,540.26296,34110.72000,30.00000,208,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,34601.75624,404.63624,34197.12000,1430.00000,202,1,7,0,0.00000,1400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
