Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,205365.2452327296,190677.7416155904,0.0,81518.07180545281,109159.6698101376,0.033402113226720646,0.095690057,0.002586218,257.3248874704324,980.5398416812793,12.066257975040001,179212.90689705458,157736.23637778134,140636.6998991425
P_aircraft,1,194475.0008689632,166345.9841422368,0.0,67664.22048216,98681.7636600768,0.03259598913846153,0.095690057,0.002586218,232.65172607305846,783.7704636710396,11.172459816000002,170140.74556776707,135614.82070878637,129461.22251069777
P_aircraft,2,214249.80932648643,175786.2293531904,0.0,75284.0621502336,100502.1672029568,0.030925996339522543,0.095690057,0.002586218,233.1382352164329,876.3678180288,14.356610735040004,183332.620751783,146697.8868352497,129604.90045222102
P_aircraft,3,180772.4246910336,155406.50676593283,0.0,64642.293582163205,90764.2131837696,0.02979376951212553,0.095690057,0.002586218,221.6925916775076,708.5946836448,14.256060272640003,158407.6133737413,89291.36047766001,125152.56297492493
P_aircraft,4,180169.111883952,167720.197050864,0.0,67681.6496872704,100038.5473635936,0.030958691758522727,0.095690057,0.002586218,238.2389162654318,930.4648714598385,12.859502107680001,152647.50635967028,137612.15823372087,143471.11584784335
P_drone,0,205386.69635714882,190656.2904911712,0.0,81496.6206810336,109159.6698101376,0.033402113226720646,0.095690057,0.002586218,257.2959385845765,980.5398416812793,12.066257975040001,179232.70878474973,157714.78525336215,140595.3245531809
P_drone,1,194432.5455184224,166391.1208833408,0.0,67709.357223264,98681.7636600768,0.03259598913846153,0.095690057,0.002586218,232.71485438229482,783.7704636710396,11.172459816000002,170101.86614366263,135637.77795549392,129383.87184374414
P_drone,2,214276.62323211844,175759.4154475584,0.0,75257.24824460161,100502.1672029568,0.030925996339522543,0.095690057,0.002586218,233.10267300737186,876.3678180288,14.356610735040004,183347.84379074306,146671.07292961766,129481.81717697303
P_drone,3,180772.4246910336,155406.50676593283,0.0,64642.293582163205,90764.2131837696,0.02979376951212553,0.095690057,0.002586218,221.6925916775076,708.5946836448,14.256060272640003,158407.6133737413,89291.36047766001,125122.24836463691
P_drone,4,180176.2622588736,167713.04667594243,0.0,67674.49931234881,100038.5473635936,0.030958691758522727,0.095690057,0.002586218,238.22875948287276,930.4648714598385,12.859502107680001,152651.66943525153,137605.00785879925,140545.56976197133
