Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,1025.59465,729.78513,295.80951,6030.00000,367,369,0,1,0.00000,0.00000,200.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,1025.59465,729.78513,295.80951,30.00000,367,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,1025.59465,729.78513,295.80951,30.00000,367,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,1031.18088,735.81826,295.36262,30.00000,367,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,1039.44850,735.81826,303.63024,30.00000,368,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,1039.44850,735.81826,303.63024,30.00000,368,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,1045.92852,741.85139,304.07714,30.00000,370,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,1040.56574,736.48861,304.07714,30.00000,368,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,1036.99056,732.91342,304.07714,30.00000,367,2,0,3,0.00000,0.00000,600.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,1039.22505,735.81826,303.40679,5542.00000,368,3,0,1,29.00000,0.00000,200.00000,30,10,,10,0,0,5512.00000,,29,3,120,360
2022-01-11,1039.00160,735.59481,303.40679,5542.00000,368,1,0,1,38.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,38,3,120,360
2022-01-12,1042.80024,739.39345,303.40679,5542.00000,369,2,0,1,45.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,45,3,120,360
2022-01-13,1055.23891,747.43762,307.80129,2786.00000,372,4,0,1,20.00000,0.00000,200.00000,30,0,,10,0,0,2756.00000,,20,1,30,120
2022-01-14,1052.11062,744.75623,307.35439,30.00000,370,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,1053.19062,744.75623,308.43440,30.00000,369,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,1056.31891,747.43762,308.88129,30.00000,371,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,1059.44720,750.11901,309.32819,30.00000,373,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,1058.55341,749.67211,308.88129,30.00000,371,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,1056.57960,749.67211,306.90749,5542.00000,370,0,0,0,55.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,55,3,120,360
2022-01-20,1065.29412,758.38663,306.90749,5542.00000,372,2,0,0,34.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,34,3,120,360
2022-01-21,1065.29412,758.38663,306.90749,5542.00000,372,0,0,0,46.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,46,3,120,360
2022-01-22,1065.96447,758.61008,307.35439,2786.00000,374,2,0,0,15.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,15,1,30,120
2022-01-23,1072.70519,758.61008,314.09511,30.00000,375,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,1075.38658,761.29147,314.09511,30.00000,376,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,988.27863,676.15732,312.12131,4430.00000,354,1,22,0,0.00000,4400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,859.79533,548.12092,311.67441,6430.00000,322,1,32,0,0.00000,6400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,734.21687,422.31901,311.89786,7430.00000,288,3,37,0,0.00000,7400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,690.60703,376.28848,314.31856,8542.00000,275,2,15,0,36.00000,3000.00000,0.00000,30,10,,10,0,0,5512.00000,,36,3,120,360
2022-01-29,703.12019,388.80163,314.31856,5542.00000,279,4,0,0,29.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,29,3,120,360
2022-01-30,703.12019,388.80163,314.31856,5542.00000,279,0,0,0,26.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,26,3,120,360
2022-01-31,703.12019,388.80163,314.31856,2786.00000,279,0,0,0,8.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,8,1,30,120
2022-02-01,712.05816,388.80163,323.25653,30.00000,280,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,712.76575,391.48302,321.28272,30.00000,280,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,652.43446,330.48139,321.95307,4430.00000,259,1,22,0,0.00000,4400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-04,596.12526,274.61908,321.50617,3830.00000,241,2,19,0,0.00000,3800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-05,535.34707,213.84090,321.50617,3830.00000,221,0,19,1,0.00000,3800.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-06,513.00215,191.49598,321.50617,6942.00000,216,2,7,0,18.00000,1400.00000,0.00000,30,10,,10,0,0,5512.00000,,18,3,120,360
2022-02-07,519.25873,197.75255,321.50617,5542.00000,218,4,0,0,12.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,12,3,120,360
2022-02-08,519.25873,197.75255,321.50617,5542.00000,218,0,0,0,20.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,20,3,120,360
2022-02-09,524.62151,203.11534,321.50617,2786.00000,220,2,0,0,6.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,6,1,30,120
2022-02-10,527.30290,205.79673,321.50617,30.00000,221,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-11,529.98429,208.47812,321.50617,30.00000,222,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-12,484.21444,164.68207,319.53237,3030.00000,208,2,15,0,0.00000,3000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-13,453.15500,133.62263,319.53237,2430.00000,196,0,12,0,0.00000,2400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-14,424.06936,102.56319,321.50617,1830.00000,187,1,9,1,0.00000,1800.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-15,433.86389,110.83081,323.03308,5742.00000,188,3,1,0,18.00000,200.00000,0.00000,30,10,,10,0,0,5512.00000,,18,3,120,360
