Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,10447.66589,7467.00237,2980.66352,250.00000,3836,3854,0,15,0.00000,0.00000,3000.00000,250.00000,0,,100,200,100,0.00000,,0,0,0,0
2022-01-02,10424.20372,7452.03127,2972.17245,0.00000,3834,9,0,10,0.00000,0.00000,2000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,10401.30018,7435.27258,2966.02760,1000.00000,3830,10,0,10,69.00000,0.00000,2000.00000,0.00000,8,,0,0,0,1000.00000,,69,3,120,360
2022-01-04,10398.13465,7421.19528,2976.93937,1000.00000,3829,10,0,10,74.00000,0.00000,2000.00000,0.00000,0,,0,0,0,1000.00000,,74,3,120,360
2022-01-05,10413.14299,7445.99814,2967.14484,1000.00000,3834,11,0,4,39.00000,0.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,39,2,60,240
2022-01-06,10391.50565,7435.94293,2955.56273,0.00000,3831,8,0,6,0.00000,0.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-07,10360.48345,7406.67108,2953.81237,0.00000,3830,9,0,8,0.00000,0.00000,1600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,10374.78420,7403.98969,2970.79451,0.00000,3832,10,0,5,0.00000,0.00000,1000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,10386.85046,7415.83250,2971.01796,0.00000,3836,12,0,5,0.00000,0.00000,1000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,10412.47264,7436.61327,2975.85936,0.00000,3844,15,0,6,0.00000,0.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,10380.37043,7425.21737,2955.15307,0.00000,3841,11,0,10,0.00000,0.00000,2000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,10398.54430,7447.33884,2951.20547,0.00000,3844,11,0,6,0.00000,0.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,10411.50436,7451.80782,2959.69654,0.00000,3844,11,0,7,0.00000,0.00000,1400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,10413.06850,7444.88090,2968.18761,0.00000,3840,10,0,12,0.00000,0.00000,2400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,10438.57895,7462.08649,2976.49247,0.00000,3847,16,0,8,0.00000,0.00000,1600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,10427.66718,7461.41614,2966.25105,0.00000,3845,5,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,10412.47264,7435.94293,2976.52971,0.00000,3847,13,0,9,0.00000,0.00000,1800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,10179.93649,7214.72821,2965.20828,12800.00000,3783,9,64,6,0.00000,12800.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,9933.24856,6976.75479,2956.49376,12000.00000,3721,7,60,5,0.00000,12000.00000,1000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,9827.18467,6865.47709,2961.70758,7000.00000,3688,13,35,7,0.00000,7000.00000,1400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,9842.82611,6880.22473,2962.60138,0.00000,3690,13,0,10,0.00000,0.00000,2000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,9858.24411,6893.85514,2964.38897,0.00000,3698,13,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,9858.28135,6887.59856,2970.68279,0.00000,3701,9,0,5,0.00000,0.00000,1000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-24,9844.24129,6893.63169,2950.60960,0.00000,3700,7,0,3,0.00000,0.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-25,9863.75585,6900.33516,2963.42069,0.00000,3705,12,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-26,9836.79298,6886.25786,2950.53512,0.00000,3698,7,0,9,0.00000,0.00000,1800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-27,9838.39437,6880.89508,2957.49929,0.00000,3700,12,0,6,0.00000,0.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-28,9869.93795,6905.47450,2964.46345,0.00000,3701,10,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-29,9826.77501,6884.91717,2941.85784,0.00000,3693,6,0,11,0.00000,0.00000,2200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-30,9818.50739,6886.03441,2932.47297,0.00000,3687,2,0,6,0.00000,0.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-31,9812.73495,6892.29099,2920.44396,0.00000,3684,10,0,8,0.00000,0.00000,1600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-01,9810.42597,6902.56966,2907.85632,0.00000,3686,10,0,6,0.00000,0.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
