Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,0.0,339817.0950833184,0.0,339817.0950833184,0.0,0.030585345567975826,0.095690057,0.002586218,513.3188747482151,1909.2618053308781,11.496462140160002,0.0,182807.80879052146,0.0
P_aircraft,1,19987.7556040704,284682.11870992323,0.0,284682.11870992323,0.0,0.030689783949629627,0.095690057,0.002586218,421.75128697766405,1525.5771639955192,9.8541095616,19987.755604070397,146095.4824459431,2417.273593113583
P_aircraft,2,0.0,323661.27007975685,0.0,323661.27007975685,0.0,0.030709850588055126,0.095690057,0.002586218,495.65278725843314,1713.4085637504,17.875938816,0.0,165349.97304527834,0.0
P_aircraft,3,0.0,305784.8860981248,0.0,305784.8860981248,0.0,0.030655022982258064,0.095690057,0.002586218,493.20142919052387,1598.1087756671998,13.719782198880003,0.0,254346.64626277427,0.0
P_aircraft,4,35168.895202665604,280022.9794254432,0.0,280022.9794254432,0.0,0.03007982956982343,0.095690057,0.002586218,449.47508736026197,1617.7723064640002,10.390389436800003,35168.8952026656,139818.9515097004,3253.8674488319957
P_drone,0,0.0,339817.0950833184,0.0,339817.0950833184,0.0,0.030585345567975826,0.095690057,0.002586218,513.3188747482151,1909.2618053308781,11.496462140160002,0.0,182807.80879052146,0.0
P_drone,1,19987.7556040704,284682.11870992323,0.0,284682.11870992323,0.0,0.030689783949629627,0.095690057,0.002586218,421.75128697766405,1525.5771639955192,9.8541095616,19987.755604070397,146095.4824459431,2417.273593113583
P_drone,2,0.0,323661.27007975685,0.0,323661.27007975685,0.0,0.030709850588055126,0.095690057,0.002586218,495.65278725843314,1713.4085637504,17.875938816,0.0,165349.97304527834,0.0
P_drone,3,0.0,305784.8860981248,0.0,305784.8860981248,0.0,0.030655022982258064,0.095690057,0.002586218,493.20142919052387,1598.1087756671998,13.719782198880003,0.0,254346.64626277427,0.0
P_drone,4,35168.895202665604,280022.9794254432,0.0,280022.9794254432,0.0,0.03007982956982343,0.095690057,0.002586218,449.47508736026197,1617.7723064640002,10.390389436800003,35168.8952026656,139818.9515097004,3253.8674488319957
P_none,0,0.0,339817.0950833184,0.0,339817.0950833184,0.0,0.030585345567975826,0.095690057,0.002586218,513.3188747482151,1909.2618053308781,11.496462140160002,0.0,182807.80879052146,0.0
P_none,1,0.0,304635.01623667206,0.0,304635.01623667206,0.0,0.030689783949629627,0.095690057,0.002586218,451.3111351654401,1567.0493386703993,10.7255632896,0.0,159542.35454977874,0.0
P_none,2,0.0,323661.27007975685,0.0,323661.27007975685,0.0,0.030709850588055126,0.095690057,0.002586218,495.65278725843314,1713.4085637504,17.875938816,0.0,165349.97304527834,0.0
P_none,3,0.0,305784.8860981248,0.0,305784.8860981248,0.0,0.030655022982258064,0.095690057,0.002586218,493.20142919052387,1598.1087756671998,13.719782198880003,0.0,254346.64626277427,0.0
P_none,4,0.0,315146.29098888,0.0,315146.29098888,0.0,0.03007982956982343,0.095690057,0.002586218,505.85279452468694,1678.8856655952,11.507635008000005,0.0,167363.89111091843,0.0
P_OGI,0,145301.64972091198,194838.3294766848,0.0,194838.3294766848,0.0,0.030585345567975826,0.095690057,0.002586218,294.3177182427263,1187.6437458475189,7.597272528000001,145301.42755218814,179906.6649928593,0.0
P_OGI,1,135840.81000568322,169285.5710509824,0.0,169285.5710509824,0.0,0.030689783949629627,0.095690057,0.002586218,250.79343859404798,1030.9946715503997,4.960572062400002,135829.74750892093,64705.72626425439,0.0
P_OGI,2,106012.5744922848,217923.0912214272,0.0,217923.0912214272,0.0,0.030709850588055126,0.095690057,0.002586218,333.72602024720857,1483.702778304,8.044170912000002,106011.01933714727,202946.6020400362,0.0
P_OGI,3,133012.166393808,172961.0873917056,0.0,172961.0873917056,0.0,0.030655022982258064,0.095690057,0.002586218,278.9694957930736,1053.071454791519,8.79272740512,133012.16639380803,155135.62827493623,0.0
P_OGI,4,127688.0420880864,187543.3830511968,0.0,187543.3830511968,0.0,0.03007982956982343,0.095690057,0.002586218,301.03271757816503,1392.088600728,4.2455354688,127671.6493914252,75889.66682125352,0.0
P_stationary,0,293127.82864407357,45899.3734702272,0.0,45899.3734702272,0.0,0.030585345567975826,0.095690057,0.002586218,69.33440101242779,171.5084438759998,7.027477824960001,243953.47424697506,28360.90933240862,18838.444595076
P_stationary,1,258251.651847936,45932.667325401606,0.0,45932.667325401606,0.0,0.030689783949629627,0.095690057,0.002586218,68.048396037632,165.10662425951995,6.033129350399999,214843.0391970098,25802.96559099722,20993.87293516799
P_stationary,2,276997.4768301696,45916.132181529596,0.0,45916.132181529596,0.0,0.030709850588055122,0.095690057,0.002586218,70.31566949698254,173.62003942080003,7.597272528000001,222996.0614000296,29523.096164155886,19586.7015395616
P_stationary,3,260867.34851258883,44430.4183004928,0.0,44430.4183004928,0.0,0.030655022982258057,0.095690057,0.002586218,71.66196500079484,168.92760487680002,7.161547474080002,219822.75282730584,25969.74084233621,17994.2348256696
P_stationary,4,270811.7323413408,43755.1548369984,0.0,43755.1548369984,0.0,0.03007982956982343,0.095690057,0.002586218,70.23299331781445,167.14001168640002,5.921404732800001,228060.62831620147,23825.55867003439,17793.931244184
P_truck,0,149019.17427576002,191037.6818143776,0.0,191037.6818143776,0.0,0.030585345567975826,0.095690057,0.002586218,288.57655863199034,1187.6437458475189,8.044170912000002,149014.31362073438,176952.40468362963,15677.6437130681
P_truck,1,148263.02213218558,156816.21114077762,0.0,156816.21114077762,0.0,0.030689783949629627,0.095690057,0.002586218,232.32031280115203,927.49299581088,4.6924339392,148251.96012681065,54988.57233397432,17656.95685003145
P_truck,2,123000.9713184672,200902.294259424,0.0,200902.294259424,0.0,0.030709850588055126,0.095690057,0.002586218,307.66048125486066,1371.978171504,8.267620924800001,122921.9413623933,187740.46582248792,14760.831592885923
P_truck,3,145364.66238389764,160679.4248022624,0.0,160679.4248022624,0.0,0.030655022982258064,0.095690057,0.002586218,259.1603625842942,948.2737726756799,8.79272680032,145348.7739327405,145879.93330690305,16600.042070438096
P_truck,4,139033.8993510144,176214.7313779968,0.0,176214.7313779968,0.0,0.03007982956982343,0.095690057,0.002586218,282.84868599999487,1318.35036024,4.692433680000001,139017.50624591426,67152.54907822114,14862.94788931153
