Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,685.4434181369862,378.27870432876716,307.1647138082192,943.71541,663.510096,336.55175,434.996032,100.41807600000001,263.22317,102.87671232876713,37550.0,0.0,0.0
P_aircraft,1,716.1161597260273,400.08061369863015,316.03554589041096,1030.428596,704.53537,339.53108,386.41817,72.39755,295.90634,118.76712328767124,43350.0,0.0,0.0
P_aircraft,2,727.3437171780822,402.36346857534244,324.9802489041096,1102.1855899999998,742.477046,356.88563,429.40235,79.950128,298.11849,124.24657534246575,45350.0,0.0,0.0
P_aircraft,3,757.9091209589042,407.6784990136987,350.230622739726,1084.0415119999998,717.5401119999998,372.97398,461.76525,100.99904,322.14673,107.26027397260275,39150.0,0.0,0.0
P_aircraft,4,658.7466449315069,363.28556876712327,295.461077369863,985.0684119999999,698.9044519999999,329.84828,376.77261,56.53265400000001,263.26041,118.76712328767124,43350.0,0.0,0.0
P_drone,0,685.0301901643835,377.8654763561644,307.1647138082192,942.0023,658.46014,336.55175,434.996032,100.41807600000001,263.22317,104.38356164383562,38100.0,0.0,0.0
P_drone,1,716.08371369863,400.0481676438356,316.03554589041096,1030.428596,704.53537,339.53108,386.41817,72.39755,295.90634,120.82191780821918,44100.0,0.0,0.0
P_drone,2,727.3437171780822,402.36346857534244,324.9802489041096,1102.1855899999998,742.477046,356.88563,429.40235,79.950128,298.11849,126.3013698630137,46100.0,0.0,0.0
P_drone,3,757.9091209589042,407.6784990136987,350.230622739726,1084.0415119999998,717.5401119999998,372.97398,461.76525,100.99904,322.14673,109.31506849315069,39900.0,0.0,0.0
P_drone,4,658.6988941369864,363.23781797260267,295.461077369863,985.0684119999999,698.9044519999999,329.84828,376.77261,56.53265400000001,263.26041,120.82191780821918,44100.0,0.0,0.0
P_none,0,955.6755507671232,648.5108366027397,307.1647138082192,997.648598,683.75459,336.55175,900.26198,610.86546,263.22317,0.0,0.0,0.0,0.0
P_none,1,1035.725058219178,719.6895123835615,316.03554589041096,1064.88447,757.0012459999999,339.53108,1005.610842,689.340824,295.90634,0.0,0.0,0.0,0.0
P_none,2,1044.3030594246572,719.3228107671234,324.9802489041096,1121.45436,785.0217759999999,356.88563,982.15612,664.4932699999999,298.11849,0.0,0.0,0.0,0.0
P_none,3,1006.3907685479452,656.1601465753425,350.230622739726,1113.17929,747.3482399999999,372.97398,935.11261,584.76659,322.14673,0.0,0.0,0.0,0.0
P_none,4,971.3410756164384,675.8799986301369,295.461077369863,1017.461098,714.724656,329.84828,925.8692599999999,649.2540339999999,263.26041,0.0,0.0,0.0,0.0
P_OGI,0,705.4932411232877,398.3285270136987,307.1647138082192,936.51289,653.723016,336.55175,466.949266,132.37131600000004,263.22317,118.64109589041095,43304.0,0.0,0.0
P_OGI,1,729.3241508219178,413.2886051232877,316.03554589041096,1029.66887,701.9880519999999,339.53108,429.32042,115.29979,295.90634,132.8876712328767,48504.0,0.0,0.0
P_OGI,2,746.2811915890412,421.30094246575345,324.9802489041096,1096.2120479999999,741.40449,356.88563,467.835616,118.38339400000001,298.11849,135.62739726027397,49504.0,0.0,0.0
P_OGI,3,780.0544685479452,429.8238462739726,350.230622739726,1090.0746419999998,723.5732419999998,372.97398,508.46612999999996,147.69993,322.14673,119.73698630136987,43704.0,0.0,0.0
P_OGI,4,694.0803946575342,398.6193166027397,295.461077369863,978.499,697.16155,329.84828,433.08182,112.84185400000001,263.26041,131.24383561643836,47904.0,0.0,0.0
P_stationary,0,396.96191326027395,89.7971989589041,307.1647138082192,933.28778,619.9821879999998,336.55175,303.771754,29.852814,263.22317,609.1780821917808,222350.0,3030.0,30.0
P_stationary,1,414.5895056986301,98.55395991780823,316.03554589041096,1027.04707,705.9654459999999,339.53108,345.8249,35.52843,295.90634,642.6027397260274,234550.0,3030.0,30.0
P_stationary,2,424.2174118630137,99.23716317808218,324.9802489041096,1106.9823,751.19157,356.88563,339.53108,30.74661,298.11849,650.2739726027397,237350.0,3030.0,30.0
P_stationary,3,439.7578455616439,89.5272234520548,350.230622739726,928.4165859999999,574.93483,372.97398,366.47905,36.556290000000004,322.14673,631.6438356164383,230550.0,3030.0,30.0
P_stationary,4,390.20354430136985,94.74246627397262,295.461077369863,1016.7162659999999,690.68152,329.84828,307.65232,34.41118,263.26041,628.3561643835617,229350.0,3030.0,30.0
P_truck,0,685.0301901643835,377.8654763561644,307.1647138082192,942.0023,658.46014,336.55175,434.996032,100.41807600000001,263.22317,103.83561643835617,37900.0,0.0,0.0
P_truck,1,716.08371369863,400.0481676438356,316.03554589041096,1030.428596,704.53537,339.53108,386.41817,72.39755,295.90634,120.27397260273973,43900.0,0.0,0.0
