Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2017-01-01,973.30753,718.16577,255.14176,2876.00000,366,366,0,0,42,0.00000,0.00000,2876.00000,,42,3,180,300
2017-01-02,976.65927,721.07061,255.58866,2876.00000,369,3,0,0,65,0.00000,0.00000,2876.00000,,65,3,180,360
2017-01-03,979.56411,723.97545,255.58866,2876.00000,371,2,0,0,37,0.00000,0.00000,2876.00000,,37,3,180,300
2017-01-04,992.30071,736.71206,255.58866,2876.00000,373,2,0,0,58,0.00000,0.00000,2876.00000,,58,3,180,360
2017-01-05,992.30071,736.71206,255.58866,0.00000,373,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-06,1002.80283,738.27620,264.52663,0.00000,375,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-07,1002.80283,738.27620,264.52663,0.00000,375,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-08,994.53521,738.27620,256.25900,0.00000,374,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-09,997.66350,741.40449,256.25900,0.00000,376,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-10,999.00419,742.96864,256.03556,0.00000,377,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-11,999.00419,742.96864,256.03556,0.00000,377,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-12,999.00419,742.96864,256.03556,0.00000,377,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-13,999.00419,742.96864,256.03556,0.00000,377,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-14,996.09935,740.06380,256.03556,0.00000,375,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2017-01-15,1000.56834,744.30933,256.25900,0.00000,376,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-01-16,875.88367,619.62467,256.25900,7400.00000,340,1,37,0,0,7400.00000,0.00000,0.00000,,0,0,0,0
2017-01-17,688.18633,431.92733,256.25900,10600.00000,287,0,53,0,0,10600.00000,0.00000,0.00000,,0,0,0,0
2017-01-18,597.46595,332.71588,264.75007,6000.00000,257,1,30,0,0,6000.00000,0.00000,0.00000,,0,0,0,0
2017-01-19,385.41265,120.66258,264.75007,11600.00000,199,0,58,0,0,11600.00000,0.00000,0.00000,,0,0,0,0
2017-01-20,385.67334,122.89707,262.77627,0.00000,198,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-01-21,385.89679,123.12052,262.77627,0.00000,199,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-22,385.89679,123.12052,262.77627,0.00000,199,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-23,377.62917,114.85290,262.77627,0.00000,198,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-01-24,378.29952,114.85290,263.44662,0.00000,199,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-25,381.42781,117.98119,263.44662,0.00000,201,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-26,389.69543,126.24881,263.44662,0.00000,202,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-27,392.82372,128.70675,264.11697,0.00000,203,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-01-28,392.82372,128.70675,264.11697,0.00000,203,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-29,393.04717,128.93020,264.11697,0.00000,204,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-01-30,384.33265,128.48330,255.84935,0.00000,202,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-01-31,384.33265,128.48330,255.84935,0.00000,202,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-01,384.77954,128.48330,256.29625,0.00000,203,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-02,395.02097,136.75092,258.27005,0.00000,205,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-02-03,394.57407,136.75092,257.82315,0.00000,204,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-04,394.12717,136.75092,257.37625,0.00000,203,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-05,392.15337,136.75092,255.40245,0.00000,202,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-06,392.15337,136.75092,255.40245,0.00000,202,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-07,391.70647,136.30402,255.40245,0.00000,201,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-02-08,394.38786,138.98541,255.40245,0.00000,202,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-09,394.83476,138.76196,256.07280,0.00000,202,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-02-10,394.38786,138.76196,255.62590,0.00000,201,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-11,403.32583,138.76196,264.56387,0.00000,202,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-12,406.00722,141.44335,264.56387,0.00000,203,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-13,410.25275,145.68889,264.56387,0.00000,203,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-02-14,413.60449,139.87921,273.72528,0.00000,204,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2017-02-15,413.82794,140.10266,273.72528,0.00000,205,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-16,419.86107,146.13579,273.72528,0.00000,206,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2017-02-17,419.86107,146.13579,273.72528,0.00000,206,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
