Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,15326.158112928002,5550.0,12.9330706530482,2497.1894318292407
P_aircraft,1,18067.43306304,7550.0,14.924248298141332,2943.8429757062004
P_aircraft,2,15550.2776694816,6150.0,14.12469036317725,2533.706671438025
P_aircraft,3,0.0,250.0,inf,0.0
P_aircraft,4,0.0,250.0,inf,0.0
P_drone,0,15326.158112928002,6300.0,14.680782903460118,2497.1894318292407
P_drone,1,17948.781530639997,8300.0,16.515247618482864,2924.510319041925
P_drone,2,15468.942155731198,6900.0,15.930538038586585,2520.4541534962596
P_drone,3,0.0,1000.0,inf,0.0
P_drone,4,0.0,1000.0,inf,0.0
P_OGI,0,137934.52920100803,54704.0,14.164069700540276,22474.559251385246
P_OGI,1,139107.86099352,63704.0,16.355242909305026,22665.73774052132
P_OGI,2,126625.541013072,55704.0,15.711116063252957,20631.913130974033
P_OGI,3,116815.4501590368,54904.0,16.78594004635141,19033.49198553922
P_OGI,4,135921.9220771968,61104.0,16.055435951283016,22146.63223908552
P_stationary,0,260705.7946505664,247950.0,33.96685967308976,42478.47049606495
P_stationary,1,284556.5402518368,262150.0,32.902072789168884,46364.625748926395
P_stationary,2,288928.100689344,259150.0,32.03342672718608,47076.91218396828
P_stationary,3,228608.2088686368,245950.0,38.42350462785003,37248.60457589965
P_stationary,4,276429.915837216,256550.0,33.14583362748484,45040.50260892575
P_truck,0,149498.0260177248,51500.0,12.303076925361173,24358.6740982325
P_truck,1,151238.69534341438,60300.0,14.239553069942591,24642.29253753039
P_truck,2,140247.0050929632,51900.0,13.21647779460804,22851.345809125323
P_truck,3,126592.023596688,51500.0,14.52923858888243,20626.451922929617
P_truck,4,146758.7620184544,58500.0,14.236190640685521,23912.348211499135
