Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,1082.83489,766.43080,316.40408,5512.00000,373,375,0,1,33,0.00000,200.00000,5512.00000,,33,3,180,300
2022-01-02,1085.51628,769.11219,316.40408,5512.00000,374,2,0,1,40,0.00000,200.00000,5512.00000,,40,3,180,360
2022-01-03,1082.12730,763.74941,318.37789,5512.00000,373,1,0,2,37,0.00000,400.00000,5512.00000,,37,3,180,300
2022-01-04,1082.12730,763.74941,318.37789,5512.00000,373,0,0,0,33,0.00000,0.00000,5512.00000,,33,3,180,360
2022-01-05,1084.80869,766.43080,318.37789,0.00000,374,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1084.80869,766.43080,318.37789,0.00000,374,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1087.93698,769.55909,318.37789,0.00000,376,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1087.93698,769.55909,318.37789,0.00000,376,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,1095.08735,776.70947,318.37789,0.00000,378,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1095.08735,776.70947,318.37789,0.00000,378,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1095.08735,776.70947,318.37789,0.00000,378,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1099.77979,781.17845,318.60134,0.00000,380,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1099.77979,781.17845,318.60134,0.00000,380,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1095.98115,777.37981,318.60134,0.00000,381,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-15,1095.98115,777.37981,318.60134,0.00000,381,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,999.00419,680.40286,318.60134,6200.00000,350,0,31,0,0,6200.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,845.71803,527.11669,318.60134,6800.00000,315,0,34,1,0,6800.00000,200.00000,0.00000,,0,0,0,0
2022-01-18,723.04441,404.44308,318.60134,6200.00000,283,0,31,1,0,6200.00000,200.00000,0.00000,,0,0,0,0
2022-01-19,624.95021,306.34887,318.60134,6000.00000,253,0,30,0,0,6000.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,626.51435,307.91302,318.60134,0.00000,254,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,626.51435,307.91302,318.60134,0.00000,254,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-22,626.73780,308.13647,318.60134,0.00000,254,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,626.73780,308.13647,318.60134,0.00000,254,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,621.56123,309.92406,311.63717,0.00000,254,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-25,629.38195,318.19168,311.19027,0.00000,254,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,637.64957,326.45930,311.19027,0.00000,255,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,637.20267,326.45930,310.74337,0.00000,254,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-28,643.01235,332.26898,310.74337,0.00000,254,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-29,636.30888,325.56550,310.74337,0.00000,254,2,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-30,638.28268,325.56550,312.71717,0.00000,255,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-31,638.72958,326.01240,312.71717,0.00000,256,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,639.84682,327.12965,312.71717,0.00000,256,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-02,641.82062,327.12965,314.69097,0.00000,257,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,649.64135,334.95037,314.69097,0.00000,257,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-04,643.42201,330.70484,312.71717,0.00000,254,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-02-05,648.07720,333.16278,314.91442,0.00000,256,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-06,652.54618,337.63176,314.91442,0.00000,257,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,652.76963,337.63176,315.13787,0.00000,257,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,653.21653,337.63176,315.58477,0.00000,258,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,652.99308,337.40831,315.58477,0.00000,257,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-10,655.67447,340.08970,315.58477,0.00000,258,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,652.99308,337.40831,315.58477,0.00000,257,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-12,666.62349,351.03871,315.58477,0.00000,261,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,664.64968,351.03871,313.61097,0.00000,260,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
