Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,1041.19885,700.96018,340.23867,5512.00000,374,376,0,2,44,0.00000,400.00000,5512.00000,,44,3,180,300
2022-01-02,1039.89540,701.40708,338.48831,5512.00000,376,3,0,0,56,0.00000,0.00000,5512.00000,,56,3,180,360
2022-01-03,1037.92159,701.40708,336.51451,5512.00000,375,0,0,0,44,0.00000,0.00000,5512.00000,,44,3,180,300
2022-01-04,1045.74232,701.40708,344.33524,5512.00000,375,1,0,0,58,0.00000,0.00000,5512.00000,,58,3,180,360
2022-01-05,1045.74232,693.13946,352.60286,0.00000,375,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-06,1058.47892,705.87607,352.60286,0.00000,377,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1061.16031,708.55746,352.60286,0.00000,378,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1069.87483,717.27198,352.60286,0.00000,380,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1071.84863,717.27198,354.57666,0.00000,381,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1071.62518,717.04853,354.57666,0.00000,380,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-11,1081.23350,717.04853,364.18497,0.00000,382,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1085.70248,721.51751,364.18497,0.00000,383,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1088.38388,724.19890,364.18497,0.00000,384,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1088.38388,724.19890,364.18497,0.00000,384,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1088.38388,724.19890,364.18497,0.00000,384,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,956.10194,592.36387,363.73808,7800.00000,343,0,39,1,0,7800.00000,200.00000,0.00000,,0,0,0,0
2022-01-17,786.24330,420.30797,365.93533,9400.00000,299,3,47,0,0,9400.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,646.81099,281.54601,365.26498,8400.00000,256,0,42,0,0,8400.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,448.68602,87.36864,361.31738,9800.00000,205,0,49,0,0,9800.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,445.33428,84.01690,361.31738,0.00000,205,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-21,446.89843,85.58105,361.31738,0.00000,206,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,461.90676,102.56319,359.34357,0.00000,208,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,466.37575,107.03217,359.34357,0.00000,209,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,467.08334,110.16046,356.92288,0.00000,209,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,469.05714,110.16046,358.89668,0.00000,210,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,470.17438,110.38391,359.79047,0.00000,213,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,472.85578,113.06530,359.79047,0.00000,214,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,481.12340,113.06530,368.05809,0.00000,215,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,489.39102,113.06530,376.32572,0.00000,216,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,489.83792,113.51220,376.32572,0.00000,217,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-31,484.47513,116.41704,368.05809,0.00000,218,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,487.15653,119.09843,368.05809,0.00000,219,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,493.18965,125.13156,368.05809,0.00000,220,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,507.49040,139.43231,368.05809,0.00000,222,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,510.43248,144.34819,366.08429,0.00000,222,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-05,510.65593,144.12474,366.53119,0.00000,222,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-06,510.65593,144.12474,366.53119,0.00000,222,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,501.71797,144.12474,357.59322,0.00000,221,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,505.70281,145.91234,359.79047,0.00000,225,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,508.60765,148.81718,359.79047,0.00000,227,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-10,514.86423,154.85031,360.01392,0.00000,229,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-11,512.89043,154.85031,358.04012,0.00000,228,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,515.75802,155.29720,360.46082,0.00000,231,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,518.21597,158.42549,359.79047,0.00000,231,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,520.00356,160.21309,359.79047,0.00000,233,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
