Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,956.13918,956.13918,0,2876.00000,369,370,0,1,34,0.00000,200.00000,2876.00000,,34,3,180,300
2022-01-02,956.13918,956.13918,0,2876.00000,369,1,0,1,58,0.00000,200.00000,2876.00000,,58,3,180,360
2022-01-03,958.82058,958.82058,0,2876.00000,370,1,0,0,41,0.00000,0.00000,2876.00000,,41,3,180,300
2022-01-04,961.50197,961.50197,0,2876.00000,371,1,0,0,71,0.00000,0.00000,2876.00000,,71,3,180,360
2022-01-05,961.50197,961.50197,0,0.00000,371,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,961.05507,961.05507,0,0.00000,369,1,0,3,0,0.00000,600.00000,0.00000,,0,0,0,0
2022-01-07,961.05507,961.05507,0,0.00000,369,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,963.51301,963.51301,0,0.00000,369,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,965.07715,965.07715,0,0.00000,370,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,973.79167,973.79167,0,0.00000,372,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,975.35582,975.35582,0,0.00000,373,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,975.35582,975.35582,0,0.00000,373,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,986.30483,986.30483,0,0.00000,375,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,988.98622,988.98622,0,0.00000,376,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,991.66761,991.66761,0,0.00000,377,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,820.28206,820.28206,0,11000.00000,323,1,55,0,0,11000.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,581.86175,581.86175,0,15400.00000,246,0,77,0,0,15400.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,401.53824,401.53824,0,10800.00000,191,0,54,1,0,10800.00000,200.00000,0.00000,,0,0,0,0
2022-01-19,116.19359,116.19359,0,18000.00000,102,1,90,0,0,18000.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,117.75774,117.75774,0,0.00000,103,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,117.75774,117.75774,0,0.00000,103,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,119.32188,119.32188,0,0.00000,104,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,119.76878,119.76878,0,0.00000,105,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,120.43913,120.43913,0,0.00000,107,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,136.75092,136.75092,0,0.00000,112,5,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,156.41445,156.41445,0,0.00000,116,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,172.50279,172.50279,0,0.00000,121,5,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,173.84349,173.84349,0,0.00000,121,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-29,173.84349,173.84349,0,0.00000,121,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,173.84349,173.84349,0,0.00000,121,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-31,173.62004,173.62004,0,0.00000,120,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-01,190.15528,190.15528,0,0.00000,122,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,195.29461,195.29461,0,0.00000,123,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-03,197.97600,197.97600,0,0.00000,124,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,197.97600,197.97600,0,0.00000,124,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,197.97600,197.97600,0,0.00000,124,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-06,197.97600,197.97600,0,0.00000,124,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,197.75255,197.75255,0,0.00000,123,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-08,200.65739,200.65739,0,0.00000,125,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,200.65739,200.65739,0,0.00000,125,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-10,200.65739,200.65739,0,0.00000,125,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,206.02018,206.02018,0,0.00000,127,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,208.92502,208.92502,0,0.00000,129,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,211.60641,211.60641,0,0.00000,130,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,212.05330,212.05330,0,0.00000,131,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-15,216.29884,216.29884,0,0.00000,133,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,216.29884,216.29884,0,0.00000,133,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-17,218.98023,218.98023,0,0.00000,134,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-18,224.34301,224.34301,0,0.00000,136,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-19,225.68371,225.68371,0,0.00000,136,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-20,225.68371,225.68371,0,0.00000,136,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-21,227.47130,227.47130,0,0.00000,136,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
