Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),drone Deployment Cost ($),drone Sites flagged for Follow-Up,drone Leaks tagged for repair,drone Sites Visited,drone Travel Time (Minutes),drone Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,62507.86506,11566.42506,50941.44000,500.00000,390,391,0,1,0.00000,0.00000,200.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-02,60776.85071,11563.41071,49213.44000,500.00000,387,0,0,1,0.00000,0.00000,200.00000,500.00000,0,,1,30,20,0.00000,,0,0,0,0
2022-01-03,61070.88491,11563.68491,49507.20000,5512.00000,388,2,0,1,61.00000,0.00000,200.00000,0.00000,9,,0,0,0,5512.00000,,61,3,120,360
2022-01-04,60984.48491,11563.68491,49420.80000,5512.00000,387,0,0,0,52.00000,0.00000,0.00000,0.00000,1,,0,0,0,5512.00000,,52,3,120,360
2022-01-05,60898.08491,11563.68491,49334.40000,5512.00000,386,0,0,0,58.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,58,3,120,360
2022-01-06,60911.83017,11577.43017,49334.40000,2756.00000,388,2,0,0,15.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,15,1,30,120
2022-01-07,60911.83017,11577.43017,49334.40000,0.00000,388,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,60911.83017,11577.43017,49334.40000,0.00000,388,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,60927.18450,11592.78450,49334.40000,0.00000,389,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,61310.37224,11975.97224,49334.40000,0.00000,389,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,62169.65501,11971.25501,50198.40000,0.00000,389,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,62079.78884,11985.06884,50094.72000,0.00000,390,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,62136.43173,12041.71173,50094.72000,0.00000,392,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,62036.94221,12045.90221,49991.04000,0.00000,393,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,62036.94221,12045.90221,49991.04000,0.00000,393,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,61940.36501,12035.72501,49904.64000,0.00000,391,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,61966.16528,12061.52528,49904.64000,0.00000,392,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,60003.63625,10098.99625,49904.64000,10800.00000,339,1,54,0,0.00000,10800.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,58703.51447,8505.11447,50198.40000,8000.00000,301,2,40,0,0.00000,8000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,54401.89802,4497.25802,49904.64000,9400.00000,254,2,47,0,0.00000,9400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,49922.79270,882.15270,49040.64000,2200.00000,243,2,11,1,0.00000,2200.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,49922.86396,882.22396,49040.64000,0.00000,244,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,49922.86396,882.22396,49040.64000,0.00000,244,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-24,49916.22879,875.58879,49040.64000,0.00000,244,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
