Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,211598.13755952,78850.0,13.30858324676559,34477.04434568399
P_aircraft,1,183590.119393632,79450.0,15.455624787280472,29913.51795798872
P_aircraft,2,205337.7608867712,78050.0,13.575194294327106,33457.00094333442
P_aircraft,3,193799.0669938272,74450.0,13.720027720841722,31576.92739624849
P_aircraft,4,187127.3203856064,76050.0,14.514563789907962,30489.856846725845
P_drone,0,211251.7912783968,81100.0,13.710788220543568,34420.611920375486
P_drone,1,183582.5221203264,81700.0,15.893981132608456,29912.280085426682
P_drone,2,205653.7180748448,80100.0,13.910345567752726,33508.48187842293
P_drone,3,193829.232637728,76700.0,14.132469478458454,31581.842478462724
P_drone,4,187120.8403583904,78300.0,14.944506267033667,30488.801014248944
P_OGI,0,196414.09316899205,95112.0,17.29436563360315,32003.01041591081
P_OGI,1,167604.5626573536,95512.0,20.35232694778428,27308.88847096363
P_OGI,2,187536.232399104,95512.0,18.18924702445475,30556.483508876277
P_OGI,3,176754.36098845437,93112.0,18.813841722670645,28799.72391239889
P_OGI,4,169706.5493618016,93712.0,19.72143771376728,27651.3786727165
P_stationary,0,242441.0559481824,235750.0,34.728618155096676,39502.4792445952
P_stationary,1,210940.30313533443,231750.0,39.23757381241422,34369.85915551008
P_stationary,2,237999.33241090563,231950.0,34.806520201184334,38778.76068481873
P_stationary,3,221855.1267902112,231750.0,37.30716451782672,36148.2815155304
P_stationary,4,219587.5641907296,232550.0,37.82252958388512,35778.812969159335
P_truck,0,211656.23435471044,80500.0,13.583346641147575,34486.51042987181
P_truck,1,183410.2427766624,81100.0,15.792076427026684,29884.209504844763
P_truck,2,205702.87690131844,79300.0,13.768124684525036,33516.49164192964
P_truck,3,194565.944692224,76100.0,13.96882248410127,31701.879707834436
P_truck,4,187197.2599893984,77700.0,14.823934923818637,30501.252555824554
