Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,6835.534869110401,8256.0,43.13592842450331,1113.757623421887
P_aircraft,1,0.0,2500.0,inf,0.0
P_aircraft,2,26600.7350913408,15212.0,20.423710563644057,4334.228712736074
P_aircraft,3,9338.3895131712,8656.0,33.104515152942696,1521.563814673512
P_aircraft,4,5184.692096659201,7456.0,51.359986151790515,844.7752016955044
P_drone,0,6835.534869110401,6756.0,35.29873212644675,1113.757623421887
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,26600.7350913408,13712.0,18.40980273788373,4334.228712736074
P_drone,3,9338.3895131712,7156.0,27.367826991041813,1521.563814673512
P_drone,4,5184.692096659201,5956.0,41.02737091202579,844.7752016955044
P_OGI,0,96259.0162744512,53448.0,19.830424377230898,15684.100110912621
P_OGI,1,91936.6147350432,52648.0,20.451979004280343,14979.823451047861
P_OGI,2,99140.8408942464,55048.0,19.8303744679464,16153.654315685406
P_OGI,3,101846.587368096,57448.0,20.145145151490823,16594.518976608288
P_OGI,4,76380.5273562432,51248.0,23.962726857712777,12445.170166335654
P_stationary,0,202200.3105217056,855630.0,151.12842411997164,32945.795993157
P_stationary,1,194199.4880002368,852430.0,156.76626588939024,31642.17056404832
P_stationary,2,203629.7151647136,858830.0,150.62880176986639,33178.698077425346
P_stationary,3,202515.3738927936,857030.0,151.14020085170168,32997.131292900114
P_stationary,4,179247.830674176,855030.0,170.36069892412434,29206.00095207776
P_truck,0,104890.4124994656,55092.0,18.758353425118365,17090.468965795775
P_truck,1,102947.2981732512,53292.0,18.48796178295668,16773.864861590067
P_truck,2,106913.7452306304,56092.0,18.73740097650026,17420.14357022759
P_truck,3,106261.0500175488,57492.0,19.323032418243734,17313.795744744955
P_truck,4,81364.1151544416,51892.0,22.777679211134945,13257.178152326387
