Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,75922.6799779488,25650.0,12.06584684362426,12370.570150725542
P_aircraft,1,57240.538127712,23050.0,14.38166573272904,9326.568722018288
P_aircraft,2,126090.380122848,43650.0,12.36358055158316,20544.71592802541
P_aircraft,3,68057.49106742401,23050.0,12.095865904000691,11089.044377470242
P_aircraft,4,83279.07494778241,33750.0,14.473709555646781,13569.194857561528
P_drone,0,77259.800046816,36100.0,16.68766568777637,12588.435716280772
P_drone,1,83778.707362176,38100.0,16.241767491492883,13650.60317762646
P_drone,2,129779.9734976352,52700.0,14.502567741525642,21145.885087013394
P_drone,3,55726.6697189856,26300.0,16.85522782937283,9079.90441361194
P_drone,4,54275.1436318464,25400.0,16.713780866175053,8843.397940292256
P_OGI,0,1031607.5922836352,456440.0,15.801966458333878,168086.45443064297
P_OGI,1,1036673.1858602592,467840.0,16.117491661276265,168911.82414510634
P_OGI,2,1041661.0192822271,464640.0,15.930600653291476,169724.52389786148
P_OGI,3,1029113.6755806432,459640.0,15.951312935815631,167680.10455556758
P_OGI,4,1029539.3462777951,461640.0,16.014096903387525,167749.46181774215
P_stationary,0,570623.1502697855,672100.0,42.06554083412626,92975.29686900674
P_stationary,1,547650.1130211648,679700.0,44.325746353058555,89232.15227845969
P_stationary,2,539476.3409839775,669300.0,44.308841023449745,87900.34707332953
P_stationary,3,557047.4932511424,681700.0,43.70619896219888,90763.32782971452
P_stationary,4,556522.8343736256,670300.0,43.01581936207474,90677.84178718536
P_truck,0,1132567.0861973185,414500.0,13.070811971302788,184536.43356999513
P_truck,1,1099049.033799677,417500.0,13.566923610463821,179075.12189578728
P_truck,2,1125157.9571957951,418900.0,13.296545778337224,183329.21656849125
P_truck,3,1106588.210268701,412500.0,13.313121105425124,180303.5283668951
P_truck,4,1123036.5302844192,415100.0,13.20081724879015,182983.55884889502
