Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($)
2017-01-01,1103.57842,790.56332,313.01510,0.00000,406,407,0,0,0,0,0.00000
2017-01-02,1103.57842,790.56332,313.01510,0.00000,406,0,0,0,0,0,0.00000
2017-01-03,1097.76874,784.75364,313.01510,0.00000,406,1,0,1,0,0,200.00000
2017-01-04,1097.76874,784.75364,313.01510,0.00000,406,0,0,0,0,0,0.00000
2017-01-05,1095.08735,782.07225,313.01510,0.00000,405,0,0,1,0,0,200.00000
2017-01-06,1100.89703,787.88193,313.01510,0.00000,406,2,0,1,0,0,200.00000
2017-01-07,1097.54529,785.20054,312.34476,0.00000,404,0,0,1,0,0,200.00000
2017-01-08,1087.93698,785.20054,302.73644,0.00000,402,0,0,0,0,0,0.00000
2017-01-09,1085.47904,782.74260,302.73644,0.00000,402,1,0,1,0,0,200.00000
2017-01-10,1088.60732,785.42399,303.18334,0.00000,404,2,0,0,0,0,0.00000
2017-01-11,1089.05422,785.42399,303.63024,0.00000,405,1,0,0,0,0,0.00000
2017-01-12,1086.37283,782.74260,303.63024,0.00000,404,0,0,1,0,0,200.00000
2017-01-13,1087.52732,785.87088,301.65644,0.00000,405,2,0,0,0,0,0.00000
2017-01-14,1095.79494,785.87088,309.92406,0.00000,406,1,0,0,0,0,0.00000
2017-01-15,1104.06256,794.13850,309.92406,0.00000,407,1,0,0,0,0,0.00000
2017-01-16,1103.83911,793.91506,309.92406,0.00000,406,0,0,1,0,0,200.00000
2017-01-17,1104.06256,794.13850,309.92406,0.00000,407,1,0,0,0,0,0.00000
2017-01-18,1112.33018,802.40613,309.92406,0.00000,408,1,0,0,0,0,0.00000
2017-01-19,1117.91641,807.99236,309.92406,0.00000,408,1,0,1,0,0,200.00000
2017-01-20,1137.80339,818.94137,318.86203,0.00000,411,3,0,0,0,0,0.00000
2017-01-21,1134.89855,816.03653,318.86203,0.00000,409,0,0,2,0,0,400.00000
2017-01-22,1135.34545,816.03653,319.30892,0.00000,410,1,0,0,0,0,0.00000
2017-01-23,1133.78131,814.47238,319.30892,0.00000,409,0,0,1,0,0,200.00000
2017-01-24,1127.74818,808.43925,319.30892,0.00000,407,0,0,2,0,0,400.00000
2017-01-25,1127.71094,806.42821,321.28273,0.00000,407,2,0,2,0,0,400.00000
2017-01-26,1127.71094,806.42821,321.28273,0.00000,407,0,0,0,0,0,0.00000
2017-01-27,1123.91230,802.18268,321.72962,0.00000,408,2,0,1,0,0,200.00000
2017-01-28,1119.44332,797.71369,321.72962,0.00000,407,0,0,1,0,0,200.00000
2017-01-29,1126.81714,805.08752,321.72962,0.00000,409,3,0,1,0,0,200.00000
2017-01-30,1126.59369,805.08752,321.50617,0.00000,408,1,0,1,0,0,200.00000
2017-01-31,1126.59369,805.08752,321.50617,0.00000,408,0,0,0,0,0,0.00000
2017-02-01,1128.60473,806.65166,321.95307,0.00000,409,2,0,1,0,0,200.00000
2017-02-02,1128.38128,806.65166,321.72962,0.00000,408,0,0,0,0,0,0.00000
2017-02-03,1141.56479,811.56754,329.99724,0.00000,412,4,0,0,0,0,0.00000
2017-02-04,1147.59792,817.60067,329.99724,0.00000,413,1,0,0,0,0,0.00000
2017-02-05,1156.08899,817.37722,338.71176,0.00000,414,2,0,1,0,0,200.00000
2017-02-06,1145.81032,806.87511,338.93521,0.00000,413,1,0,2,0,0,400.00000
2017-02-07,1145.81032,806.87511,338.93521,0.00000,413,0,0,0,0,0,0.00000
2017-02-08,1151.84345,812.90824,338.93521,0.00000,414,2,0,0,0,0,0.00000
2017-02-09,1149.86965,812.90824,336.96141,0.00000,413,0,0,0,0,0,0.00000
2017-02-10,1148.30551,811.34409,336.96141,0.00000,412,1,0,2,0,0,400.00000
2017-02-11,1147.85861,811.34409,336.51451,0.00000,411,1,0,0,0,0,0.00000
2017-02-12,1150.09310,814.02549,336.06761,0.00000,411,1,0,0,0,0,0.00000
2017-02-13,1147.41171,811.34409,336.06761,0.00000,410,0,0,1,0,0,200.00000
2017-02-14,1147.85861,811.34409,336.51451,0.00000,411,1,0,0,0,0,0.00000
2017-02-15,1145.17722,808.66270,336.51451,0.00000,410,0,0,1,0,0,200.00000
2017-02-16,1142.49583,805.98131,336.51451,0.00000,409,0,0,1,0,0,200.00000
2017-02-17,1143.38962,806.87511,336.51451,0.00000,410,2,0,1,0,0,200.00000
2017-02-18,1140.70823,804.64062,336.06761,0.00000,410,2,0,1,0,0,200.00000
2017-02-19,1143.38962,807.32201,336.06761,0.00000,411,1,0,0,0,0,0.00000
2017-02-20,1142.71928,807.32201,335.39727,0.00000,410,1,0,1,0,0,200.00000
2017-02-21,1142.71928,807.32201,335.39727,0.00000,410,1,0,1,0,0,200.00000
2017-02-22,1142.94272,807.54546,335.39727,0.00000,411,1,0,0,0,0,0.00000
2017-02-23,1142.71928,807.32201,335.39727,0.00000,410,0,0,1,0,0,200.00000
2017-02-24,1142.94272,807.54546,335.39727,0.00000,411,1,0,0,0,0,0.00000
2017-02-25,1144.91653,807.54546,337.37107,0.00000,412,1,0,0,0,0,0.00000
2017-02-26,1130.57854,800.39508,330.18345,0.00000,409,1,0,2,0,0,400.00000
2017-02-27,1129.01439,798.83094,330.18345,0.00000,408,0,0,1,0,0,200.00000
2017-02-28,1129.23784,798.60749,330.63035,0.00000,408,1,0,1,0,0,200.00000
2017-03-01,1126.81714,798.16059,328.65655,0.00000,406,0,0,1,0,0,200.00000
2017-03-02,1132.17992,795.25575,336.92417,0.00000,405,1,0,2,0,0,400.00000
