Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),drone Deployment Cost ($),drone Sites flagged for Follow-Up,drone Leaks tagged for repair,drone Sites Visited,drone Travel Time (Minutes),drone Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,45972.72591,12518.64591,33454.08000,500.00000,384,386,0,1,0.00000,0.00000,200.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-02,46922.51613,13468.43613,33454.08000,500.00000,383,1,0,2,0.00000,0.00000,400.00000,500.00000,0,,1,30,20,0.00000,,0,0,0,0
2022-01-03,46554.93467,13481.01467,33073.92000,5512.00000,382,1,0,0,57.00000,0.00000,0.00000,0.00000,9,,0,0,0,5512.00000,,57,3,120,360
2022-01-04,46554.93467,13481.01467,33073.92000,5512.00000,382,0,0,0,61.00000,0.00000,0.00000,0.00000,1,,0,0,0,5512.00000,,61,3,120,360
2022-01-05,46459.83287,13489.59287,32970.24000,5512.00000,382,1,0,0,71.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,71,3,120,360
2022-01-06,47323.83287,13489.59287,33834.24000,2756.00000,383,1,0,0,26.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,26,1,30,120
2022-01-07,47030.07287,13489.59287,33540.48000,0.00000,382,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,47040.28659,13499.80659,33540.48000,0.00000,383,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,47180.26652,13639.78652,33540.48000,0.00000,385,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,47180.26652,13639.78652,33540.48000,0.00000,385,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,47180.26652,13639.78652,33540.48000,0.00000,385,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,47175.15723,13634.67723,33540.48000,0.00000,385,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,47175.15723,13634.67723,33540.48000,0.00000,385,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,47187.04545,13646.56545,33540.48000,0.00000,387,3,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,47188.56113,13648.08113,33540.48000,0.00000,388,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,47214.52603,13674.04603,33540.48000,0.00000,389,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,46920.76603,13674.04603,33246.72000,0.00000,388,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,43792.99497,10459.87497,33333.12000,9600.00000,341,1,48,0,0.00000,9600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,40489.52540,7070.00540,33419.52000,9800.00000,294,2,49,0,0.00000,9800.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,34511.62280,1385.86280,33125.76000,12400.00000,232,1,62,0,0.00000,12400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,33613.06191,400.90191,33212.16000,4400.00000,211,1,22,0,0.00000,4400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,33613.06191,400.90191,33212.16000,0.00000,211,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,34477.47910,401.31910,34076.16000,0.00000,213,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-24,34477.47910,401.31910,34076.16000,0.00000,213,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-25,34502.13145,425.97145,34076.16000,0.00000,214,2,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
