Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,42395.92257,7784.08257,34611.84000,5512.00000,367,374,0,5,40,0.00000,1000.00000,5512.00000,,40,3,180,300
2022-01-02,42396.81205,7784.97205,34611.84000,5512.00000,369,2,0,0,48,0.00000,0.00000,5512.00000,,48,3,180,360
2022-01-03,42397.54548,7785.70548,34611.84000,5512.00000,370,1,0,0,41,0.00000,0.00000,5512.00000,,41,3,180,300
2022-01-04,43071.46548,7785.70548,35285.76000,5512.00000,371,2,0,0,53,0.00000,0.00000,5512.00000,,53,3,180,360
2022-01-05,43935.46548,7785.70548,36149.76000,0.00000,372,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,43844.57893,7781.21893,36063.36000,0.00000,370,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-07,44708.72786,7781.36786,36927.36000,0.00000,372,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,44912.83138,7778.11138,37134.72000,0.00000,371,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,44744.36203,7799.72203,36944.64000,0.00000,370,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,44744.38732,7799.74732,36944.64000,0.00000,371,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,44719.66654,7878.70654,36840.96000,0.00000,371,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,44425.90654,7878.70654,36547.20000,0.00000,370,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,44132.05910,7878.61910,36253.44000,0.00000,368,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-14,44194.06743,7940.62743,36253.44000,0.00000,369,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,44194.12078,7940.68078,36253.44000,0.00000,370,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,42849.71947,6509.87947,36339.84000,6800.00000,336,1,34,1,0,6800.00000,200.00000,0.00000,,0,0,0,0
2022-01-17,41104.02758,4764.18758,36339.84000,7600.00000,298,0,38,0,0,7600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,40143.78610,2939.94610,37203.84000,6000.00000,269,1,30,0,0,6000.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,38070.41704,866.57704,37203.84000,9200.00000,223,2,46,1,0,9200.00000,200.00000,0.00000,,0,0,0,0
2022-01-20,38270.16191,1066.32191,37203.84000,0.00000,223,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-21,38270.16191,1066.32191,37203.84000,0.00000,223,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,38356.56191,1066.32191,37290.24000,0.00000,224,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,38356.56191,1066.32191,37290.24000,0.00000,224,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,38358.11625,1067.87625,37290.24000,0.00000,226,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,38459.88931,1083.24931,37376.64000,0.00000,228,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,38476.62000,1099.98000,37376.64000,0.00000,229,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-27,38484.65801,1108.01801,37376.64000,0.00000,229,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-28,38402.45757,1112.21757,37290.24000,0.00000,230,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,38402.45757,1112.21757,37290.24000,0.00000,230,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,38401.02188,1110.78188,37290.24000,0.00000,229,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
