Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,940.83291,599.06734,341.76557,2876.00000,361,363,0,1,12,0.00000,200.00000,2876.00000,,12,3,180,300
2022-01-02,943.06740,601.30183,341.76557,2876.00000,361,1,0,1,25,0.00000,200.00000,2876.00000,,25,3,180,360
2022-01-03,943.06740,601.30183,341.76557,2876.00000,361,0,0,0,13,0.00000,0.00000,2876.00000,,13,3,180,300
2022-01-04,945.74879,603.98322,341.76557,2876.00000,362,1,0,0,18,0.00000,0.00000,2876.00000,,18,3,180,360
2022-01-05,945.74879,603.98322,341.76557,0.00000,362,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,948.43019,606.66461,341.76557,0.00000,363,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,953.79297,612.02740,341.76557,0.00000,365,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,953.79297,612.02740,341.76557,0.00000,365,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,953.79297,612.02740,341.76557,0.00000,365,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,949.58467,609.79290,339.79177,0.00000,364,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-11,949.58467,609.56945,340.01522,0.00000,364,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-12,950.03157,609.56945,340.46212,0.00000,365,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,950.70192,610.23980,340.46212,0.00000,367,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,950.70192,610.23980,340.46212,0.00000,367,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,952.26606,611.80395,340.46212,0.00000,368,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,900.64930,568.45480,332.19450,2000.00000,358,1,10,0,0,2000.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,805.68338,473.48888,332.19450,3600.00000,341,1,18,0,0,3600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,763.22803,431.03353,332.19450,1800.00000,335,3,9,0,0,1800.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,693.95877,362.21118,331.74760,2400.00000,323,1,12,0,0,2400.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,704.01399,363.32842,340.68557,0.00000,324,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-21,704.23744,363.10497,341.13246,0.00000,324,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-22,720.77268,363.10497,357.66771,0.00000,326,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,720.77268,363.10497,357.66771,0.00000,326,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,712.95196,364.22222,348.72974,0.00000,325,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-25,721.88992,364.22222,357.66771,0.00000,326,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,732.83894,375.61813,357.22081,0.00000,328,4,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-27,739.91483,378.29952,361.61531,0.00000,332,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,747.28865,376.73537,370.55328,0.00000,332,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-29,747.28865,376.73537,370.55328,0.00000,332,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,744.86795,376.28848,368.57948,0.00000,330,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-31,742.18656,373.60709,368.57948,0.00000,329,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-01,740.21276,373.60709,366.60567,0.00000,328,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,742.89415,376.28848,366.60567,0.00000,329,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,745.57554,378.96987,366.60567,0.00000,330,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,745.57554,378.96987,366.60567,0.00000,330,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,742.89415,376.28848,366.60567,0.00000,329,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-06,751.83212,376.28848,375.54364,0.00000,330,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,754.51351,378.96987,375.54364,0.00000,331,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,756.48731,378.96987,377.51744,0.00000,332,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,753.80592,376.28848,377.51744,0.00000,331,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-10,753.35902,375.84158,377.51744,0.00000,329,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-02-11,754.47627,376.95882,377.51744,0.00000,329,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-12,754.47627,376.95882,377.51744,0.00000,329,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,755.14662,376.95882,378.18779,0.00000,330,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,757.82801,379.64021,378.18779,0.00000,331,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-15,757.82801,379.64021,378.18779,0.00000,331,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,757.19490,381.20436,375.99054,0.00000,330,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-17,757.19490,381.20436,375.99054,0.00000,330,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-18,759.16870,381.20436,377.96434,0.00000,331,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-19,762.70665,382.54505,380.16159,0.00000,333,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-20,751.08729,379.86366,371.22363,0.00000,331,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-21,748.89004,379.64021,369.24982,0.00000,329,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-22,751.34798,382.09816,369.24982,0.00000,329,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-23,746.69279,379.41676,367.27602,0.00000,327,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-24,759.42939,392.15337,367.27602,0.00000,329,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-25,759.42939,392.15337,367.27602,0.00000,329,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-26,759.42939,392.15337,367.27602,0.00000,329,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-27,756.07765,389.47198,366.60567,0.00000,327,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-28,742.63346,392.37682,350.25664,0.00000,327,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-01,742.63346,392.37682,350.25664,0.00000,327,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-02,742.63346,392.37682,350.25664,0.00000,327,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-03,743.08036,392.82372,350.25664,0.00000,328,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-04,748.44314,398.18650,350.25664,0.00000,330,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-05,748.44314,398.18650,350.25664,0.00000,330,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-06,752.91212,402.65548,350.25664,0.00000,331,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-07,745.09140,394.83476,350.25664,0.00000,329,1,0,3,0,0.00000,600.00000,0.00000,,0,0,0,0
2022-03-08,744.86795,394.61131,350.25664,0.00000,328,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-09,742.18656,391.92992,350.25664,0.00000,327,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-10,744.16036,391.92992,352.23044,0.00000,328,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-11,741.47897,389.24853,352.23044,0.00000,327,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-12,739.46793,386.56714,352.90079,0.00000,327,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-13,742.14932,389.24853,352.90079,0.00000,328,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-14,727.84857,383.88575,343.96282,0.00000,325,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-03-15,736.56309,383.66230,352.90079,0.00000,325,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-03-16,737.00999,384.10920,352.90079,0.00000,326,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-17,737.00999,384.10920,352.90079,0.00000,326,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-03-18,738.98379,384.10920,354.87459,0.00000,327,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
