Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,1027.86638,769.11219,258.75419,5512.00000,383,384,0,0,26,0.00000,0.00000,5512.00000,,26,3,180,300
2022-01-02,1024.51464,765.76045,258.75419,5512.00000,384,3,0,2,37,0.00000,400.00000,5512.00000,,37,3,180,360
2022-01-03,1029.02087,772.24048,256.78039,5512.00000,385,2,0,0,30,0.00000,0.00000,5512.00000,,30,3,180,300
2022-01-04,1027.45672,770.67634,256.78039,5512.00000,384,0,0,1,36,0.00000,200.00000,5512.00000,,36,3,180,360
2022-01-05,1035.98503,781.17845,254.80658,0.00000,385,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1038.21953,783.85984,254.35969,0.00000,385,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1037.36297,784.97709,252.38588,0.00000,384,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-08,1038.92712,786.54123,252.38588,0.00000,385,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1043.58231,789.22262,254.35969,0.00000,387,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1048.75888,796.37300,252.38588,0.00000,388,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1051.66372,799.27784,252.38588,0.00000,390,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-12,1057.24995,804.86407,252.38588,0.00000,390,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-13,1057.92030,805.98131,251.93899,0.00000,388,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-14,1057.69685,805.98131,251.71554,0.00000,387,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1066.18792,814.24893,251.93899,0.00000,389,3,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-16,971.22200,719.28302,251.93899,5200.00000,363,1,26,1,0,5200.00000,200.00000,0.00000,,0,0,0,0
2022-01-17,831.08211,577.16932,253.91279,7600.00000,328,3,38,0,0,7600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,740.36173,486.00204,254.35969,5000.00000,304,1,25,0,0,5000.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,611.17084,363.10497,248.06587,6000.00000,273,1,30,1,0,6000.00000,200.00000,0.00000,,0,0,0,0
2022-01-20,610.94739,362.88152,248.06587,0.00000,272,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-21,618.99156,370.92569,248.06587,0.00000,272,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-22,619.21501,370.70224,248.51277,0.00000,272,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,621.22605,372.71329,248.51277,0.00000,274,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,612.28808,372.71329,239.57480,0.00000,273,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,609.83014,370.25535,239.57480,0.00000,273,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-26,610.27704,370.25535,240.02169,0.00000,274,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,616.94328,374.94778,241.99550,0.00000,277,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,620.51846,377.85262,242.66584,0.00000,280,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,613.36809,370.70224,242.66584,0.00000,278,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-30,608.89910,366.23326,242.66584,0.00000,277,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-31,606.92530,366.23326,240.69204,0.00000,276,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,608.89910,366.23326,242.66584,0.00000,277,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,617.83707,366.23326,251.60381,0.00000,278,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,617.83707,366.23326,251.60381,0.00000,278,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,636.79301,383.21540,253.57761,0.00000,282,4,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,645.73098,383.21540,262.51558,0.00000,283,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-06,654.44550,391.92992,262.51558,0.00000,285,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,657.79724,394.83476,262.96248,0.00000,288,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,657.35034,394.83476,262.51558,0.00000,287,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,659.58483,397.06925,262.51558,0.00000,287,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-10,656.90344,394.38786,262.51558,0.00000,286,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-02-11,661.59588,399.75064,261.84523,0.00000,287,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,659.36139,397.51615,261.84523,0.00000,288,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
