Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,1775608.2273509796,82250.0,1.6543626880927673,289311.2590734465
P_aircraft,1,2676284.078864484,88650.0,1.1830102243535954,436064.16357376636
P_aircraft,2,2117086.8197712805,85450.0,1.4415023917703165,344950.56058036466
P_aircraft,3,2202908.7189138625,81050.0,1.3140094422841324,358934.074124936
P_aircraft,4,1687222.8432636536,83250.0,1.7621941864911537,274910.0604531048
P_drone,0,1775375.388106154,84500.0,1.6998417140818771,289273.3210789923
P_drone,1,2678149.2036742074,90900.0,1.2121910784413092,436368.06034486624
P_drone,2,2121591.164677941,87700.0,1.4763178265866876,345684.4824422785
P_drone,3,2205018.5901431376,83500.0,1.3524343379568844,359277.84900298726
P_drone,4,1681227.7887141071,85500.0,1.8162746589544316,273933.2476893281
P_OGI,0,1690619.1332674362,98912.0,2.089513456377414,275463.43980899954
P_OGI,1,2421541.650819048,105912.0,1.5620509468800727,394557.3427210581
P_OGI,2,2061735.6347756784,103712.0,1.7965445896767476,335931.83630571107
P_OGI,3,2129564.838731525,99712.0,1.6722396953473608,346983.6843970505
P_OGI,4,1507136.5279025375,100312.0,2.377071593876931,245567.4398026297
P_stationary,0,2039889.0148406788,236150.0,4.134503647046349,332372.22612676787
P_stationary,1,3183208.5294068824,247350.0,2.7751648972474228,518660.6219492359
P_stationary,2,2759962.341713122,240150.0,3.1075734565863904,449698.4006813155
P_stationary,3,2576333.904537649,237150.0,3.2874787084956005,419778.6393608899
P_stationary,4,2026978.567134002,241950.0,4.263030487189249,330268.64391550893
P_truck,0,1775375.388106154,83900.0,1.6877718320883965,289273.3210789923
P_truck,1,2678149.2036742074,90300.0,1.2041898171974723,436368.06034486624
P_truck,2,2121591.164677941,87100.0,1.4662175906009178,345684.4824422785
P_truck,3,2205018.5901431376,82900.0,1.3427162469056972,359277.84900298726
P_truck,4,1681227.7887141071,84900.0,1.8035288718740496,273933.2476893281
