Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,969.69510,597.05630,372.63880,6030.00000,341,343,0,1,0.00000,0.00000,200.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,961.91162,591.24662,370.66500,30.00000,340,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,961.91162,591.24662,370.66500,30.00000,340,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,965.44957,592.81076,372.63880,30.00000,342,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,962.54473,589.90592,372.63880,30.00000,340,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,963.88542,591.47007,372.41535,30.00000,340,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,957.85229,585.43694,372.41535,30.00000,339,1,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,952.48951,580.07416,372.41535,30.00000,340,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,960.49644,586.10729,374.38915,30.00000,342,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,962.50749,588.78868,373.71881,5542.00000,342,1,0,0,57.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,57,3,120,360
2022-01-11,963.43852,591.69352,371.74501,5542.00000,343,2,0,0,60.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,60,3,120,360
2022-01-12,957.40539,585.66039,371.74501,5542.00000,342,1,0,1,51.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,51,3,120,360
2022-01-13,959.86334,588.11833,371.74501,2786.00000,342,1,0,1,24.00000,0.00000,200.00000,30,0,,10,0,0,2756.00000,,24,1,30,120
2022-01-14,962.54473,590.79972,371.74501,30.00000,343,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,962.54473,590.79972,371.74501,30.00000,343,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,961.01782,591.24662,369.77120,30.00000,343,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,968.83855,599.51424,369.32431,30.00000,343,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,975.28133,603.98322,371.29811,30.00000,345,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,977.96272,606.66462,371.29811,5542.00000,346,1,0,0,59.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,59,3,120,360
2022-01-20,977.96272,606.66462,371.29811,5542.00000,346,1,0,0,59.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,59,3,120,360
2022-01-21,979.52687,608.22876,371.29811,5542.00000,347,1,0,0,62.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,62,3,120,360
2022-01-22,979.52687,608.22876,371.29811,2786.00000,347,0,0,0,18.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,18,1,30,120
2022-01-23,979.30342,608.22876,371.07466,30.00000,346,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,981.98481,610.91015,371.07466,30.00000,347,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
