Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,1007.04836,747.66107,259.38729,5512.00000,374,376,0,1,29,0.00000,200.00000,5512.00000,,29,3,180,300
2022-01-02,1002.39317,744.97968,257.41349,5512.00000,372,0,0,1,30,0.00000,200.00000,5512.00000,,30,3,180,360
2022-01-03,1012.22494,746.54382,265.68111,5512.00000,374,2,0,0,32,0.00000,0.00000,5512.00000,,32,3,180,300
2022-01-04,1012.22494,746.54382,265.68111,5512.00000,374,0,0,0,39,0.00000,0.00000,5512.00000,,39,3,180,360
2022-01-05,1012.22494,746.54382,265.68111,0.00000,374,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1007.56974,743.86243,263.70731,0.00000,372,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-07,998.63178,743.86243,254.76934,0.00000,370,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1009.58079,754.81144,254.76934,0.00000,372,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1009.58079,754.81144,254.76934,0.00000,372,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1009.58079,754.81144,254.76934,0.00000,372,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1009.58079,754.81144,254.76934,0.00000,372,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1009.80424,755.03489,254.76934,0.00000,373,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1014.49667,759.72733,254.76934,0.00000,375,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1014.49667,759.72733,254.76934,0.00000,375,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1017.62496,762.40872,255.21624,0.00000,377,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,913.49762,658.28138,255.21624,5200.00000,351,1,26,1,0,5200.00000,200.00000,0.00000,,0,0,0,0
2022-01-17,802.66681,547.45057,255.21624,6600.00000,320,2,33,0,0,6600.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,703.90226,448.68602,255.21624,5200.00000,295,1,26,0,0,5200.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,596.87009,341.65385,255.21624,6400.00000,263,0,32,0,0,6400.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,602.90322,347.68698,255.21624,0.00000,264,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,603.57357,349.02767,254.54589,0.00000,262,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-22,605.58461,351.03871,254.54589,0.00000,263,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,605.58461,351.03871,254.54589,0.00000,263,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,605.58461,351.03871,254.54589,0.00000,263,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,600.89218,346.34628,254.54589,0.00000,261,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-26,601.33907,346.34628,254.99279,0.00000,262,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,601.33907,346.34628,254.99279,0.00000,262,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,596.87009,341.87730,254.99279,0.00000,261,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-29,591.28386,336.29107,254.99279,0.00000,258,0,0,3,0,0.00000,600.00000,0.00000,,0,0,0,0
2022-01-30,588.60247,333.60968,254.99279,0.00000,257,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-31,594.63560,339.64280,254.99279,0.00000,259,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,592.66180,339.64280,253.01899,0.00000,258,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,592.88524,339.86625,253.01899,0.00000,259,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,601.15287,348.13387,253.01899,0.00000,260,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,600.48252,347.46353,253.01899,0.00000,258,1,0,3,0,0.00000,600.00000,0.00000,,0,0,0,0
2022-02-05,598.06182,347.01663,251.04519,0.00000,256,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
