Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,208816.1947819008,79650.0,13.622711878807864,34023.76453132762
P_aircraft,1,168995.0870713152,74050.0,15.649229234852426,27535.455549657436
P_aircraft,2,161272.4587591968,70050.0,15.51278955832901,26277.158090837656
P_aircraft,3,182412.7654051584,72250.0,14.145704864053192,29721.68410661678
P_aircraft,4,206196.4762319808,84250.0,14.592531484599109,33596.91695289184
P_drone,0,208816.1947819008,81900.0,14.007534248265715,34023.76453132762
P_drone,1,169037.7658711776,76300.0,16.120657924908343,27542.409480785784
P_drone,2,161534.78813592,72500.0,16.02927607214252,26319.901101994445
P_drone,3,182362.0424336064,74500.0,14.590285621981817,29713.419486900784
P_drone,4,206207.6486926176,86500.0,14.98143126053846,33598.73735370098
P_OGI,0,186071.5228029408,95712.0,18.37081603242347,30317.828961710133
P_OGI,1,150931.2292243776,89712.0,21.228211129433426,24592.195106886207
P_OGI,2,141551.2780867584,87112.0,21.978910393419422,23063.859389653917
P_OGI,3,160296.2091364896,88312.0,19.67607354528528,26118.091466137026
P_OGI,4,179379.88924596482,99912.0,19.892339822960302,29227.518103827308
P_stationary,0,243738.4019994432,233950.0,34.280019374526915,39713.86417386205
P_stationary,1,204657.8050094688,229550.0,40.058156029451126,33346.21136264509
P_stationary,2,190760.604548976,227150.0,42.527124608253125,31081.851184037674
P_stationary,3,214308.7999240608,227950.0,37.98757415214016,34918.70998426818
P_stationary,4,234940.9830570432,236950.0,36.01968413465488,38280.444170723466
P_truck,0,208832.2831247616,81100.0,13.869639923910484,34026.38590841845
P_truck,1,169436.39926824003,75700.0,15.956261111824741,27607.361381906965
P_truck,2,161783.2636591968,72100.0,15.916355881065332,26360.386815780184
P_truck,3,182288.08074384,73900.0,14.478652161545142,29701.368433487136
P_truck,4,206152.2332878176,85900.0,14.881513015548958,33589.7081656809
