Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,1002.54214,692.91601,309.62612,6030.00000,370,373,0,1,0.00000,0.00000,200.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,1000.30764,690.23462,310.07302,30.00000,370,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,1013.90080,692.91601,320.98479,30.00000,373,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,1019.26359,698.27879,320.98479,30.00000,375,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,1019.26359,698.27879,320.98479,30.00000,375,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,1019.04014,698.05534,320.98479,30.00000,374,1,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,1019.04014,698.05534,320.98479,30.00000,374,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,1015.01805,694.03326,320.98479,30.00000,375,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,1016.99185,694.03326,322.95859,30.00000,376,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,1021.64704,687.77668,333.87036,5542.00000,376,2,0,2,55.00000,0.00000,400.00000,30,10,,10,0,0,5512.00000,,55,3,120,360
2022-01-11,1019.89669,688.00013,331.89656,5542.00000,376,1,0,0,64.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,64,3,120,360
2022-01-12,1020.56704,688.67048,331.89656,5542.00000,378,2,0,0,63.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,63,3,120,360
2022-01-13,1021.87049,688.67048,333.20002,2786.00000,378,1,0,0,24.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,24,1,30,120
2022-01-14,1024.10499,690.90497,333.20002,30.00000,378,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,1023.88154,691.12842,332.75312,30.00000,378,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,1014.94357,691.12842,323.81515,30.00000,377,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,1018.29531,693.80981,324.48550,30.00000,379,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,1018.07186,693.58636,324.48550,30.00000,378,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,1024.10499,699.61949,324.48550,5542.00000,379,1,0,0,64.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,64,3,120,360
2022-01-20,1034.83055,710.34505,324.48550,5542.00000,380,2,0,1,65.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,65,3,120,360
2022-01-21,1034.83055,710.34505,324.48550,5542.00000,380,0,0,0,63.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,63,3,120,360
2022-01-22,1034.83055,710.34505,324.48550,2786.00000,380,0,0,0,20.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,20,1,30,120
2022-01-23,1036.39469,711.90920,324.48550,30.00000,381,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,1046.37542,717.94232,328.43310,30.00000,384,3,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,877.89472,549.68507,328.20965,9030.00000,338,0,45,0,0.00000,9000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,670.31040,342.10075,328.20965,11630.00000,280,0,58,0,0.00000,11600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,462.50263,134.29298,328.20965,10430.00000,228,0,52,0,0.00000,10400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,374.50088,48.26503,326.23585,10142.00000,205,1,23,0,16.00000,4600.00000,0.00000,30,10,,10,0,0,5512.00000,,16,3,120,360
2022-01-29,372.52708,48.26503,324.26205,5542.00000,204,0,0,0,15.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,15,3,120,360
2022-01-30,390.58922,64.35337,326.23585,5542.00000,206,3,0,1,17.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,17,3,120,360
2022-01-31,390.58922,64.35337,326.23585,2786.00000,206,0,0,0,2.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,2,1,30,120
2022-02-01,391.92992,67.03476,324.89515,30.00000,205,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,391.92992,67.03476,324.89515,30.00000,205,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,388.57818,63.68303,324.89515,230.00000,205,1,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-04,383.21540,58.32025,324.89515,430.00000,203,0,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-05,372.26639,47.37123,324.89515,430.00000,201,0,2,0,0.00000,400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-06,374.94778,50.05262,324.89515,5542.00000,202,1,0,0,12.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,12,3,120,360
2022-02-07,377.40572,52.73402,324.67170,5542.00000,202,1,0,0,14.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,14,3,120,360
2022-02-08,388.35473,55.41541,332.93933,5542.00000,204,3,0,0,17.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,17,3,120,360
2022-02-09,388.35473,55.41541,332.93933,2786.00000,204,0,0,0,6.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,6,1,30,120
2022-02-10,379.19331,55.19196,324.00136,30.00000,202,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-11,388.13128,63.45958,324.67170,30.00000,204,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-12,389.24853,64.57682,324.67170,230.00000,204,1,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
