Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,9590.96161,7103.89740,2487.06421,250.00000,3640,3657,0,14,0.00000,0.00000,2800.00000,250.00000,0,,100,200,100,0.00000,,0,0,0,0
2022-01-02,9554.05525,7081.55248,2472.50277,0.00000,3639,14,0,10,0.00000,0.00000,2000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,9575.09672,7096.74703,2478.34969,1000.00000,3642,10,0,5,36.00000,0.00000,1000.00000,0.00000,100,,0,0,0,1000.00000,,36,3,120,360
2022-01-04,9601.20303,7111.71812,2489.48491,1000.00000,3644,13,0,8,42.00000,0.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,42,3,120,360
2022-01-05,9616.58379,7115.51676,2501.06703,1000.00000,3646,11,0,9,52.00000,0.00000,1800.00000,0.00000,0,,0,0,0,1000.00000,,52,3,120,360
2022-01-06,9613.67895,7113.50572,2500.17323,1000.00000,3648,11,0,5,57.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,57,3,120,360
2022-01-07,9617.06793,7127.35957,2489.70836,1000.00000,3651,10,0,3,59.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,59,3,120,360
2022-01-08,9637.77422,7145.23550,2492.53872,1000.00000,3653,9,0,4,62.00000,0.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,62,3,120,360
2022-01-09,9640.19492,7171.60251,2468.59241,1000.00000,3657,13,0,3,64.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,64,3,120,360
2022-01-10,9666.78538,7199.08677,2467.69861,1000.00000,3663,12,0,2,52.00000,0.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,52,3,120,360
2022-01-11,9673.71230,7206.46059,2467.25171,1000.00000,3661,9,0,8,57.00000,0.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,57,3,120,360
2022-01-12,9702.31380,7207.80128,2494.51252,1000.00000,3665,10,0,5,60.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,60,3,120,360
2022-01-13,9690.73169,7208.02473,2482.70695,1000.00000,3664,10,0,7,76.00000,0.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,76,3,120,360
2022-01-14,9667.71642,7193.27709,2474.43933,1000.00000,3664,11,0,9,63.00000,0.00000,1800.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-15,9623.25002,7166.46318,2456.78684,1000.00000,3655,11,0,14,56.00000,0.00000,2800.00000,0.00000,0,,0,0,0,1000.00000,,56,3,120,360
2022-01-16,9650.69703,7181.65773,2469.03931,1000.00000,3663,14,0,6,63.00000,0.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-17,9676.80335,7195.95848,2480.84487,1000.00000,3671,14,0,5,76.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,76,3,120,360
