Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,48039.40476263013,3689.3615845479453,44350.04317808219,52028.076976,7748.9782079999895,46897.92,45172.163962,519.604098,39761.28,119.31506849315069,43550.0,0.0,0.0
P_aircraft,1,36776.59700945205,4824.977502602739,31951.619506849318,38964.30313,8032.064592,35199.36,33695.444052,810.31791,28771.2,120.95890410958904,44150.0,0.0,0.0
P_aircraft,2,52022.477908328765,20776.261141205483,31246.21676712329,72999.701246,43978.070314,34653.31199999999,33311.475254000004,228.0193480000001,27717.12,134.65753424657535,49150.0,0.0,0.0
P_aircraft,3,40430.588439643834,6470.843562931507,33959.74487671233,42226.21726,9334.97272,36840.96,37766.62001,925.66001,30257.28,118.76712328767124,43350.0,0.0,0.0
P_aircraft,4,48637.78269216439,5983.025870246575,42654.75682191781,54519.357312,13733.82123,44461.44,42344.047578000005,346.63975,40296.96,128.63013698630138,46950.0,0.0,0.0
P_drone,0,48038.68713972603,3688.643961643836,44350.04317808219,51992.869408,7644.205263999996,46897.92,45172.163962,519.604098,39761.28,121.36986301369863,44300.0,0.0,0.0
P_drone,1,36776.37058756164,4824.751080712328,31951.619506849318,38964.30313,8032.064592,35199.36,33695.444052,810.31791,28771.2,123.01369863013699,44900.0,0.0,0.0
P_drone,2,52022.477908328765,20776.261141205483,31246.21676712329,72999.701246,43978.070314,34653.31199999999,33311.475254000004,228.0193480000001,27717.12,136.7123287671233,49900.0,0.0,0.0
P_drone,3,40431.515173753425,6471.7702970410965,33959.74487671233,42226.21726,9334.97272,36840.96,37766.62001,925.66001,30257.28,120.82191780821918,44100.0,0.0,0.0
P_drone,4,48637.78269216439,5983.025870246575,42654.75682191781,54519.357312,13733.82123,44461.44,42344.047578000005,346.63975,40296.96,130.68493150684932,47700.0,0.0,0.0
