Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,63737.994408768005,28350.0,15.885344516907443,10385.241028494042
P_aircraft,1,53814.1678705152,23350.0,15.496450180835764,8768.288197130028
P_aircraft,2,67760.5271042592,28950.0,15.25856742285557,11040.658130572283
P_aircraft,3,54681.3743115456,25950.0,16.94883725865006,8909.587715495863
P_aircraft,4,80087.54987808,32950.0,14.693740988170761,13049.179168257355
P_drone,0,63737.994408768005,29100.0,16.305591726349437,10385.241028494042
P_drone,1,52208.685264816006,23900.0,16.34922282072212,8506.696598870589
P_drone,2,69234.174652032,28700.0,14.804827314712801,11280.768995632141
P_drone,3,62420.5378393344,29300.0,16.76417101887198,10170.579363265071
P_drone,4,77017.1342205888,33100.0,15.349089122908936,12548.896613770175
P_OGI,0,62164.018154736,34504.0,19.823134843348797,10128.782962581005
P_OGI,1,52202.20526688961,30104.0,20.59573636106117,8505.64077116603
P_OGI,2,50516.7277984416,30704.0,21.707095379310314,8231.01509584794
P_OGI,3,45564.646411872,29704.0,23.282461873351295,7424.140651973543
P_OGI,4,73075.0432133088,35504.0,17.352025318666733,11906.586392894606
P_stationary,0,208157.91352542723,253950.0,43.57097313062262,33916.50653589755
P_stationary,1,186578.52906024,244750.0,46.849288996962926,30400.4387493862
P_stationary,2,233339.969484,257750.0,39.45040861715013,38019.58074067401
P_stationary,3,208657.3225114944,249750.0,42.747806546072674,33997.87845134944
P_stationary,4,198685.2310193088,250950.0,45.10903983159674,32373.06150087608
P_truck,0,69493.1523177024,28900.0,14.852439740022172,11322.965890967993
P_truck,1,60589.59488688961,26100.0,15.38453688101081,9872.252061834546
P_truck,2,65096.789056646405,27100.0,14.867970554045698,10606.638172494913
P_truck,3,59199.9643208448,27100.0,16.34894807726011,9645.830623525959
P_truck,4,73246.6522191168,32300.0,15.749135197613242,11934.547751021857
