Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_mdl_high Deployment Cost ($),OGI_mdl_high Sites flagged for Follow-Up,OGI_mdl_high Leaks tagged for repair,OGI_mdl_high Sites Visited,OGI_mdl_high Travel Time (Minutes),OGI_mdl_high Survey Time (Minutes)
2022-01-01,1040.00712,733.58377,306.42335,2876.00000,392,393,0,1,51,0.00000,200.00000,2876.00000,,51,3,180,300
2022-01-02,1033.75054,727.32719,306.42335,2876.00000,390,0,0,2,86,0.00000,400.00000,2876.00000,,86,3,180,360
2022-01-03,1034.45813,730.00858,304.44955,2876.00000,390,1,0,0,62,0.00000,0.00000,2876.00000,,62,3,180,300
2022-01-04,1043.17265,738.72310,304.44955,2876.00000,392,2,0,0,71,0.00000,0.00000,2876.00000,,71,3,180,360
2022-01-05,1043.17265,738.72310,304.44955,0.00000,392,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1051.44027,738.72310,312.71717,0.00000,393,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1056.09546,741.40449,314.69097,0.00000,395,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1056.54236,741.85139,314.69097,0.00000,396,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-09,1057.47340,744.53278,312.94062,0.00000,397,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1061.71894,748.77831,312.94062,0.00000,399,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-11,1059.74513,748.77831,310.96682,0.00000,398,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-12,1062.87342,751.45971,311.41372,0.00000,400,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1054.60580,751.45971,303.14610,0.00000,399,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1054.60580,751.45971,303.14610,0.00000,399,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1054.60580,751.45971,303.14610,0.00000,399,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,917.63143,614.48534,303.14610,8800.00000,357,2,44,0,0,8800.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,696.41671,393.27062,303.14610,15600.00000,278,0,78,1,0,15600.00000,200.00000,0.00000,,0,0,0,0
2022-01-18,569.31135,268.13906,301.17230,11200.00000,223,2,56,0,0,11200.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,399.04305,98.54110,300.50195,12800.00000,161,3,64,0,0,12800.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,399.26650,98.76455,300.50195,0.00000,162,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-21,401.50099,101.44594,300.05505,0.00000,162,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,399.52719,101.44594,298.08125,0.00000,161,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,399.52719,101.44594,298.08125,0.00000,161,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,399.52719,101.44594,298.08125,0.00000,161,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,402.20858,104.12733,298.08125,0.00000,162,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,401.53823,104.12733,297.41090,0.00000,161,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,404.44307,106.80872,297.63435,0.00000,163,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,407.12446,109.49011,297.63435,0.00000,164,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,407.57136,109.49011,298.08125,0.00000,165,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,409.99206,109.93701,300.05505,0.00000,167,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-31,401.72444,109.93701,291.78743,0.00000,166,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-01,416.02519,124.23776,291.78743,0.00000,168,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-02,418.70658,126.91915,291.78743,0.00000,169,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-03,414.23760,131.38814,282.84946,0.00000,169,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-04,422.50522,139.65576,282.84946,0.00000,170,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-05,424.47902,139.65576,284.82326,0.00000,171,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-06,424.47902,139.65576,284.82326,0.00000,171,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-07,442.57841,157.75514,284.82326,0.00000,174,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-08,441.46116,157.75514,283.70602,0.00000,172,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-09,442.76461,157.75514,285.00947,0.00000,172,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-10,447.68050,162.67103,285.00947,0.00000,174,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-11,456.61846,162.67103,293.94744,0.00000,176,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-12,457.06536,162.67103,294.39434,0.00000,177,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-13,465.33298,170.93865,294.39434,0.00000,178,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-14,471.36611,176.97178,294.39434,0.00000,179,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-15,480.08063,177.19523,302.88541,0.00000,180,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-16,488.57170,185.68630,302.88541,0.00000,182,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-02-17,488.79515,185.68630,303.10886,0.00000,183,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
