Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,1099.37013,791.23367,308.13646,2876.00000,397,401,0,3,26,0.00000,600.00000,2876.00000,,26,3,180,300
2022-01-02,1097.39633,791.23367,306.16266,2876.00000,396,0,0,0,39,0.00000,0.00000,2876.00000,,39,3,180,360
2022-01-03,1110.80328,796.37300,314.43028,2876.00000,398,3,0,1,25,0.00000,200.00000,2876.00000,,25,3,180,300
2022-01-04,1110.80328,796.37300,314.43028,2876.00000,398,0,0,0,32,0.00000,0.00000,2876.00000,,32,3,180,360
2022-01-05,1110.57983,796.14955,314.43028,0.00000,397,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-06,1110.80328,796.37300,314.43028,0.00000,397,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-07,1101.45565,797.49024,303.96541,0.00000,396,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-08,1096.98667,793.02126,303.96541,0.00000,395,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,1096.98667,793.02126,303.96541,0.00000,395,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-10,1090.95354,786.98813,303.96541,0.00000,394,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-11,1088.75629,786.76468,301.99161,0.00000,392,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-12,1091.43768,789.44607,301.99161,0.00000,393,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1091.43768,789.44607,301.99161,0.00000,393,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-14,1093.41148,789.44607,303.96541,0.00000,394,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-15,1095.64597,792.12746,303.51851,0.00000,394,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,1026.60017,723.08165,303.51851,5000.00000,369,0,25,0,0,5000.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,919.79144,616.27293,303.51851,6400.00000,337,0,32,0,0,6400.00000,0.00000,0.00000,,0,0,0,0
2022-01-18,841.80767,538.28916,303.51851,4800.00000,313,1,24,1,0,4800.00000,200.00000,0.00000,,0,0,0,0
2022-01-19,728.29547,424.55351,303.74196,5400.00000,287,1,27,0,0,5400.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,722.93269,419.19072,303.74196,0.00000,285,0,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-21,728.29547,424.55351,303.74196,0.00000,287,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,728.29547,424.55351,303.74196,0.00000,287,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-23,714.44162,418.96728,295.47434,0.00000,286,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-24,717.08577,418.96728,298.11849,0.00000,288,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,719.99061,421.87212,298.11849,0.00000,289,2,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-26,715.55886,419.41417,296.14469,0.00000,288,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-27,720.47475,424.10661,296.36814,0.00000,291,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,716.00576,419.63762,296.36814,0.00000,290,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
