Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,44007.26510,8427.74510,35579.52000,6030.00000,395,395,0,0,0.00000,0.00000,0.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,44005.50728,8425.98728,35579.52000,30.00000,394,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,44006.68338,8427.16338,35579.52000,30.00000,394,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,43999.18674,8419.66674,35579.52000,30.00000,394,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,43717.56216,8138.04216,35579.52000,30.00000,393,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,44624.40965,8180.88965,36443.52000,30.00000,394,3,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,44628.00127,8184.48127,36443.52000,30.00000,396,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,44630.68058,8187.16058,36443.52000,30.00000,397,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,44640.53693,8197.01693,36443.52000,30.00000,398,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,44640.53693,8197.01693,36443.52000,5542.00000,398,0,0,0,74.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,74,3,120,360
2022-01-11,43771.24293,8191.72293,35579.52000,5542.00000,396,0,0,1,60.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,60,3,120,360
2022-01-12,43775.55081,8196.03081,35579.52000,5542.00000,397,1,0,0,56.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,56,3,120,360
2022-01-13,44639.55081,8196.03081,36443.52000,2786.00000,398,1,0,0,31.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,31,1,30,120
2022-01-14,44651.60691,8208.08691,36443.52000,30.00000,399,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,44688.18109,8244.66109,36443.52000,30.00000,399,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,44688.18109,8244.66109,36443.52000,30.00000,399,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,44585.29894,8245.45894,36339.84000,30.00000,399,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,44580.56360,8240.72360,36339.84000,30.00000,397,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,44580.56360,8240.72360,36339.84000,5542.00000,397,0,0,0,70.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,70,3,120,360
2022-01-20,44684.24360,8240.72360,36443.52000,5542.00000,398,1,0,0,73.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,73,3,120,360
2022-01-21,44735.89855,8292.37855,36443.52000,5542.00000,399,2,0,1,64.00000,0.00000,200.00000,30,0,,10,0,0,5512.00000,,64,3,120,360
2022-01-22,44735.89855,8292.37855,36443.52000,2786.00000,399,0,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,19,1,30,120
2022-01-23,44442.13855,8292.37855,36149.76000,30.00000,398,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,43584.71460,8298.95460,35285.76000,30.00000,399,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,41925.02263,6725.66263,35199.36000,12430.00000,336,0,62,0,0.00000,12400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,38910.97523,4005.37523,34905.60000,10030.00000,286,1,50,0,0.00000,10000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,36306.62410,1297.34410,35009.28000,8830.00000,243,1,44,0,0.00000,8800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,35368.60899,359.32899,35009.28000,11342.00000,213,0,29,1,30.00000,5800.00000,200.00000,30,10,,10,0,0,5512.00000,,30,3,120,360
2022-01-29,35530.16439,434.48439,35095.68000,5542.00000,217,4,0,0,31.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,31,3,120,360
2022-01-30,36171.64167,1075.96167,35095.68000,5542.00000,219,2,0,0,30.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,30,3,120,360
2022-01-31,36171.64167,1075.96167,35095.68000,2786.00000,219,0,0,0,10.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,10,1,30,120
2022-02-01,35878.83779,1076.91779,34801.92000,30.00000,219,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,35792.43779,1076.91779,34715.52000,30.00000,218,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,35752.79617,1037.27617,34715.52000,1830.00000,209,0,9,0,0.00000,1800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-04,35684.23165,968.71165,34715.52000,2430.00000,197,0,12,0,0.00000,2400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-05,35630.88882,915.36882,34715.52000,2430.00000,186,1,12,0,0.00000,2400.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-06,35601.16183,885.64183,34715.52000,7342.00000,178,1,9,0,26.00000,1800.00000,0.00000,30,10,,10,0,0,5512.00000,,26,3,120,360
2022-02-07,35602.13661,886.61661,34715.52000,5542.00000,179,1,0,0,18.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,18,3,120,360
2022-02-08,34738.43538,886.91538,33851.52000,5542.00000,179,1,0,0,27.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,27,3,120,360
2022-02-09,34826.48629,888.56629,33937.92000,2786.00000,181,2,0,0,4.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,4,1,30,120
2022-02-10,34826.48629,888.56629,33937.92000,30.00000,181,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-11,34826.71572,888.79572,33937.92000,30.00000,182,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-12,34803.66778,865.74778,33937.92000,2230.00000,171,0,11,0,0.00000,2200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-13,33919.34497,845.42497,33073.92000,1830.00000,161,0,9,0,0.00000,1800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-14,33051.74806,64.22806,32987.52000,2230.00000,149,0,11,0,0.00000,2200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-15,33041.63447,54.11447,32987.52000,6342.00000,144,0,4,1,19.00000,800.00000,200.00000,30,10,,10,0,0,5512.00000,,19,3,120,360
2022-02-16,33335.39447,54.11447,33281.28000,5542.00000,145,1,0,0,18.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,18,3,120,360
2022-02-17,33296.16641,101.28641,33194.88000,5542.00000,148,4,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,19,3,120,360
2022-02-18,33296.16641,101.28641,33194.88000,2786.00000,148,0,0,0,8.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,8,1,30,120
2022-02-19,34160.16641,101.28641,34058.88000,30.00000,149,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-20,34160.16641,101.28641,34058.88000,30.00000,149,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-21,34161.97149,103.09149,34058.88000,430.00000,147,1,2,1,0.00000,400.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-22,35022.94739,100.06739,34922.88000,230.00000,147,1,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-23,35321.64883,105.00883,35216.64000,2030.00000,140,3,10,0,0.00000,2000.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-24,36185.64883,105.00883,36080.64000,5542.00000,141,1,0,0,17.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,17,3,120,360
2022-02-25,35321.64883,105.00883,35216.64000,5542.00000,140,0,0,0,21.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,21,3,120,360
2022-02-26,35218.45433,105.49433,35112.96000,5542.00000,140,1,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,19,3,120,360
2022-02-27,35220.83869,107.87869,35112.96000,2786.00000,141,1,0,0,5.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,5,1,30,120
2022-02-28,35220.83869,107.87869,35112.96000,30.00000,141,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-01,35220.97300,108.01300,35112.96000,30.00000,142,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-02,35514.10678,107.38678,35406.72000,630.00000,141,2,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-03-03,35513.49647,106.77647,35406.72000,630.00000,139,1,3,0,0.00000,600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
