Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,9725.36631,6935.41669,2789.94962,400.00000,3688,3708,0,15,0.00000,0.00000,3000.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,9721.26974,6935.64014,2785.62960,400.00000,3692,8,0,3,0.00000,0.00000,600.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-03,9730.13322,6948.37675,2781.75648,1400.00000,3702,17,0,6,59.00000,0.00000,1200.00000,400.00000,9,,10,180,270,1000.00000,,59,3,120,360
2022-01-04,9744.91811,6956.86782,2788.05030,1400.00000,3703,9,0,5,57.00000,0.00000,1000.00000,400.00000,9,,10,180,270,1000.00000,,57,3,120,360
2022-01-05,9736.24084,6942.12017,2794.12067,1400.00000,3701,9,0,8,53.00000,0.00000,1600.00000,400.00000,9,,10,180,270,1000.00000,,53,3,120,360
2022-01-06,9742.94431,6957.76161,2785.18270,1400.00000,3704,11,0,6,65.00000,0.00000,1200.00000,400.00000,9,,10,180,270,1000.00000,,65,3,120,360
2022-01-07,9754.37746,6972.06236,2782.31510,1400.00000,3704,9,0,4,68.00000,0.00000,800.00000,400.00000,9,,10,180,270,1000.00000,,68,3,120,360
2022-01-08,9753.66988,6969.38097,2784.28890,1400.00000,3704,10,0,9,64.00000,0.00000,1800.00000,400.00000,9,,10,180,270,1000.00000,,64,3,120,360
2022-01-09,9764.13475,6977.87204,2786.26270,1400.00000,3708,9,0,5,68.00000,0.00000,1000.00000,400.00000,9,,10,180,270,1000.00000,,68,3,120,360
2022-01-10,9764.58165,6970.05132,2794.53033,1400.00000,3707,12,0,8,57.00000,0.00000,1600.00000,400.00000,9,,10,180,270,1000.00000,,57,3,120,360
2022-01-11,9784.28242,6973.84996,2810.43246,1400.00000,3710,13,0,5,55.00000,0.00000,1000.00000,400.00000,9,,10,180,270,1000.00000,,55,3,120,360
2022-01-12,9802.41905,6994.18384,2808.23521,1400.00000,3713,9,0,4,56.00000,0.00000,800.00000,400.00000,9,,1,20,30,1000.00000,,56,3,120,360
2022-01-13,9814.37358,6998.42937,2815.94421,1000.00000,3714,13,0,11,57.00000,0.00000,2200.00000,0.00000,9,,0,0,0,1000.00000,,57,3,120,360
2022-01-14,9829.30743,7011.61287,2817.69456,1000.00000,3719,13,0,4,57.00000,0.00000,800.00000,0.00000,1,,0,0,0,1000.00000,,57,3,120,360
2022-01-15,9848.56131,7017.42255,2831.13875,1000.00000,3723,12,0,3,71.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-16,9854.14754,7032.84055,2821.30699,1000.00000,3728,13,0,4,59.00000,0.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,59,3,120,360
2022-01-17,9862.37792,7048.25854,2814.11937,1000.00000,3732,10,0,1,67.00000,0.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-01-18,9668.08883,6859.66741,2808.42142,10800.00000,3679,7,49,6,68.00000,9800.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,68,3,120,360
2022-01-19,9476.63009,6687.83496,2788.79513,10400.00000,3628,7,47,7,63.00000,9400.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-20,9328.55775,6552.20129,2776.35646,9600.00000,3587,10,43,3,58.00000,8600.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,58,3,120,360
2022-01-21,9110.65752,6341.48868,2769.16884,12200.00000,3532,10,56,6,83.00000,11200.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,83,3,120,360
2022-01-22,8917.33671,6136.58575,2780.75096,12600.00000,3479,10,58,3,60.00000,11600.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,60,3,120,360
2022-01-23,8738.61458,5951.56980,2787.04478,12000.00000,3421,8,55,7,66.00000,11000.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-24,8567.22904,5779.96081,2787.26823,12200.00000,3366,8,56,3,62.00000,11200.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,62,3,120,360
2022-01-25,8450.36510,5655.49960,2794.86550,10000.00000,3323,11,45,5,68.00000,9000.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,68,3,120,360
2022-01-26,8316.07212,5512.71555,2803.35657,9800.00000,3276,8,44,8,65.00000,8800.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,65,3,120,360
2022-01-27,8188.22193,5382.44466,2805.77727,10400.00000,3237,12,47,4,56.00000,9400.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,56,3,120,360
2022-01-28,8002.72184,5195.19422,2807.52762,11400.00000,3187,8,52,5,71.00000,10400.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-29,7896.21105,5079.89442,2816.31662,10200.00000,3161,23,46,1,81.00000,9200.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,81,3,120,360
2022-01-30,7714.09994,4888.62190,2825.47804,13600.00000,3109,13,63,2,71.00000,12600.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-31,7561.48413,4719.24739,2842.23673,11200.00000,3061,9,51,2,87.00000,10200.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,87,3,120,360
2022-02-01,7378.70267,4528.64521,2850.05745,13400.00000,3003,8,62,2,77.00000,12400.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,77,3,120,360
2022-02-02,7232.52964,4380.72183,2851.80781,12800.00000,2960,21,59,0,78.00000,11800.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,78,3,120,360
