Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI Deployment Cost ($),OGI Sites flagged for Follow-Up,OGI Leaks tagged for repair,OGI Sites Visited,OGI Travel Time (Minutes),OGI Survey Time (Minutes)
2022-01-01,17824.95338,12227.14097,5597.81242,2876.00000,6502,6545,0,31,52,0.00000,6200.00000,2876.00000,,52,3,180,300
2022-01-02,17843.49967,12220.21404,5623.28563,2876.00000,6501,18,0,13,62,0.00000,2600.00000,2876.00000,,62,3,180,360
2022-01-03,17813.85541,12204.12570,5609.72971,2876.00000,6488,12,0,16,50,0.00000,3200.00000,2876.00000,,50,3,180,300
2022-01-04,17805.66227,12209.71193,5595.95034,2876.00000,6487,20,0,15,59,0.00000,3000.00000,2876.00000,,59,3,180,360
2022-01-05,17833.40721,12239.87757,5593.52964,2876.00000,6487,17,0,11,40,0.00000,2200.00000,2876.00000,,40,3,180,300
2022-01-06,17809.72160,12236.74928,5572.97231,2876.00000,6484,20,0,13,53,0.00000,2600.00000,2876.00000,,53,3,180,360
2022-01-07,17808.38090,12225.80027,5582.58063,2876.00000,6482,12,0,12,38,0.00000,2400.00000,2876.00000,,38,3,180,300
2022-01-08,17788.19599,12219.76714,5568.42885,2876.00000,6480,14,0,9,59,0.00000,1800.00000,2876.00000,,59,3,180,360
2022-01-09,17797.58086,12213.73401,5583.84684,2876.00000,6482,21,0,14,37,0.00000,2800.00000,2876.00000,,37,3,180,300
2022-01-10,17784.65804,12192.50634,5592.15170,2876.00000,6487,21,0,13,51,0.00000,2600.00000,2876.00000,,51,3,180,360
2022-01-11,17765.59038,12181.78078,5583.80960,2876.00000,6480,11,0,9,41,0.00000,1800.00000,2876.00000,,41,3,180,300
2022-01-12,17749.42755,12179.32284,5570.10471,2876.00000,6484,27,0,16,62,0.00000,3200.00000,2876.00000,,62,3,180,360
2022-01-13,17736.80267,12181.33388,5555.46879,2876.00000,6484,18,0,11,55,0.00000,2200.00000,2876.00000,,55,3,180,300
2022-01-14,17751.55032,12205.24295,5546.30737,2876.00000,6487,15,0,6,62,0.00000,1200.00000,2876.00000,,62,3,180,360
2022-01-15,17715.83569,12189.82495,5526.01074,2876.00000,6480,12,0,12,48,0.00000,2400.00000,2876.00000,,48,3,180,300
2022-01-16,17595.35932,12058.21336,5537.14596,12476.00000,6441,20,48,8,51,9600.00000,1600.00000,2876.00000,,51,3,180,360
