Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,10131.41077,6941.00292,3190.40785,250.00000,3715,3731,0,12,0.00000,0.00000,2400.00000,250.00000,0,,100,200,100,0.00000,,0,0,0,0
2022-01-02,10109.25205,6934.07600,3175.17606,0.00000,3716,10,0,6,0.00000,0.00000,1200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,10146.23290,6947.70640,3198.52650,1000.00000,3726,16,0,3,53.00000,0.00000,600.00000,0.00000,100,,0,0,0,1000.00000,,53,3,120,360
2022-01-04,10126.19695,6939.43878,3186.75818,1000.00000,3720,5,0,7,51.00000,0.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,51,3,120,360
2022-01-05,10133.16112,6939.21533,3193.94579,1000.00000,3718,8,0,6,42.00000,0.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,42,3,120,360
2022-01-06,10148.31843,6953.73953,3194.57890,1000.00000,3721,13,0,5,51.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,51,3,120,360
2022-01-07,10150.32947,6947.03605,3203.29342,1000.00000,3722,10,0,8,47.00000,0.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,47,3,120,360
2022-01-08,10118.89761,6928.71321,3190.18440,1000.00000,3712,8,0,13,63.00000,0.00000,2600.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-09,10124.18591,6937.42773,3186.75818,1000.00000,3715,13,0,8,57.00000,0.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,57,3,120,360
2022-01-10,10128.31972,6939.21533,3189.10439,1000.00000,3720,13,0,5,57.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,57,3,120,360
2022-01-11,10140.16253,6942.79052,3197.37201,1000.00000,3719,10,0,8,60.00000,0.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,60,3,120,360
2022-01-12,10157.55433,6941.22637,3216.32796,1000.00000,3719,9,0,8,63.00000,0.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-13,10169.39714,6943.46086,3225.93627,1000.00000,3720,9,0,8,67.00000,0.00000,1600.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-01-14,10210.28834,6958.87886,3251.40948,1000.00000,3728,14,0,3,69.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,69,3,120,360
2022-01-15,10230.17532,6969.60442,3260.57090,1000.00000,3736,14,0,5,62.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,62,3,120,360
2022-01-16,10266.74651,6992.39624,3274.35027,1000.00000,3745,14,0,3,64.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,64,3,120,360
2022-01-17,10264.32581,7000.44041,3263.88540,1000.00000,3750,12,0,4,69.00000,0.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,69,3,120,360
2022-01-18,10137.92804,6866.59433,3271.33370,9800.00000,3709,11,44,6,61.00000,8800.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,61,3,120,360
2022-01-19,10004.15644,6746.15521,3258.00123,9600.00000,3663,7,43,4,72.00000,8600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,72,3,120,360
2022-01-20,9883.12145,6637.78234,3245.33911,7800.00000,3625,6,34,6,64.00000,6800.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,64,3,120,360
2022-01-21,9773.89203,6514.43837,3259.45365,9400.00000,3588,8,42,1,56.00000,8400.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,56,3,120,360
2022-01-22,9665.70537,6387.07232,3278.63305,9000.00000,3548,8,40,7,67.00000,8000.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-01-23,9482.92391,6213.67573,3269.24818,12400.00000,3491,10,57,5,63.00000,11400.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-24,9310.83077,6048.32331,3262.50746,10800.00000,3437,12,49,13,69.00000,9800.00000,2600.00000,0.00000,0,,0,0,0,1000.00000,,69,3,120,360
2022-01-25,9165.17913,5904.86892,3260.31021,11000.00000,3386,9,50,6,62.00000,10000.00000,1200.00000,0.00000,0,,0,0,0,1000.00000,,62,3,120,360
2022-01-26,8997.74119,5742.64479,3255.09639,11400.00000,3337,10,52,3,80.00000,10400.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,80,3,120,360
2022-01-27,8851.41919,5588.01793,3263.40126,11600.00000,3289,11,53,3,63.00000,10600.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-28,8644.31901,5401.21439,3243.10462,13200.00000,3224,5,61,2,78.00000,12200.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,78,3,120,360
2022-01-29,8439.00643,5189.83144,3249.17499,13800.00000,3168,13,64,3,70.00000,12800.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,70,3,120,360
2022-01-30,8262.25810,5022.69143,3239.56667,12000.00000,3123,17,55,3,71.00000,11000.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-31,8059.32897,4816.44780,3242.88117,12400.00000,3070,11,57,4,78.00000,11400.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,78,3,120,360
2022-02-01,7839.82736,4600.37241,3239.45495,12800.00000,3011,7,59,5,73.00000,11800.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,73,3,120,360
2022-02-02,7673.09701,4430.10411,3242.99290,11600.00000,2968,12,53,0,67.00000,10600.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-02-03,7485.21346,4235.92674,3249.28671,14000.00000,2904,6,65,3,65.00000,13000.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,65,3,120,360
2022-02-04,7312.00308,4069.68053,3242.32255,11600.00000,2858,13,53,4,71.00000,10600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-02-05,7161.39831,3926.44958,3234.94872,9900.00000,2820,12,47,1,36.00000,9400.00000,200.00000,0.00000,0,,0,0,0,500.00000,,36,1,30,120
2022-02-06,6981.48445,3743.22123,3238.26322,11200.00000,2773,12,56,1,0.00000,11200.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-07,6803.84232,3565.13221,3238.71012,12400.00000,2718,11,62,3,0.00000,12400.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-08,6579.90897,3338.10780,3241.80117,12200.00000,2663,10,61,3,0.00000,12200.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-09,6399.95787,3155.32635,3244.63152,12000.00000,2606,6,60,0,0.00000,12000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-10,6155.28098,2918.91708,3236.36390,14000.00000,2539,7,70,1,0.00000,14000.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-11,5993.87617,2753.78811,3240.08806,11800.00000,2489,16,59,4,0.00000,11800.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-12,5754.37585,2498.16221,3256.21364,14800.00000,2426,17,74,3,0.00000,14800.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-13,5578.29787,2322.30768,3255.99019,12800.00000,2366,10,64,4,0.00000,12800.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-14,5333.80719,2091.48464,3242.32255,13400.00000,2306,13,67,2,0.00000,13400.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-15,5111.47522,1850.82984,3260.64538,13800.00000,2242,9,69,3,0.00000,13800.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-16,4861.43555,1601.01362,3260.42193,12800.00000,2187,16,64,1,0.00000,12800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-17,4645.09947,1391.41826,3253.68122,11800.00000,2126,2,59,2,0.00000,11800.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-18,4412.48884,1159.25452,3253.23432,12800.00000,2068,11,64,1,0.00000,12800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-19,4180.21338,948.31847,3231.89492,13400.00000,2003,12,67,3,0.00000,13400.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-20,4060.59357,834.13592,3226.45765,6800.00000,1968,6,34,4,0.00000,6800.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-21,4073.73983,854.02290,3219.71694,0.00000,1970,9,0,3,0.00000,0.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-22,4085.84333,868.10020,3217.74313,0.00000,1975,9,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-23,4102.34133,898.04239,3204.29894,0.00000,1984,14,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-24,4104.83652,919.94042,3184.89610,0.00000,1990,10,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-25,4115.86001,935.13496,3180.72505,0.00000,1993,8,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-26,4137.98148,940.27429,3197.70719,0.00000,1997,5,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-27,4154.29327,955.91574,3198.37754,0.00000,2004,9,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-28,4170.60507,979.37791,3191.22716,0.00000,2013,14,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-01,4173.77060,992.78486,3180.98574,0.00000,2013,6,0,3,0.00000,0.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-02,4192.98723,1011.77804,3181.20919,0.00000,2019,11,0,3,0.00000,0.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-03,4232.53774,1050.88165,3181.65609,0.00000,2030,14,0,3,0.00000,0.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-04,4257.11715,1083.28179,3173.83536,0.00000,2039,12,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-05,4275.17930,1090.87906,3184.30023,0.00000,2041,5,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-06,4287.61797,1100.04048,3187.57749,0.00000,2049,10,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-07,4305.30770,1112.55364,3192.75406,0.00000,2053,10,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-08,4346.42236,1143.61308,3202.80928,0.00000,2066,15,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-09,4379.71629,1168.41594,3211.30035,0.00000,2075,10,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-10,4393.60738,1184.05739,3209.55000,0.00000,2078,7,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-11,4418.55921,1205.50851,3213.05070,0.00000,2088,12,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-12,4442.69173,1228.74723,3213.94450,0.00000,2098,12,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-13,4443.32483,1236.56795,3206.75688,0.00000,2098,8,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-14,4448.20347,1248.18731,3200.01616,0.00000,2100,8,0,3,0.00000,0.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-15,4482.87534,1265.83980,3217.03554,0.00000,2113,16,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-16,4527.52794,1318.57381,3208.95413,0.00000,2124,17,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-17,4552.77770,1333.99181,3218.78590,0.00000,2133,14,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-18,4572.88813,1353.65534,3219.23280,0.00000,2141,10,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-19,4587.67302,1363.04021,3224.63282,0.00000,2141,10,0,5,0.00000,0.00000,1000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-20,4616.27452,1383.15063,3233.12389,0.00000,2147,10,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-21,4614.07727,1401.69692,3212.38035,0.00000,2146,10,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-22,4640.25807,1413.76318,3226.49489,0.00000,2151,9,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-23,4642.71601,1423.37149,3219.34452,0.00000,2157,8,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-24,4646.99879,1429.85152,3217.14727,0.00000,2158,6,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-25,4670.90786,1444.37572,3226.53214,0.00000,2162,9,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-26,4689.23069,1462.02821,3227.20248,0.00000,2169,10,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-27,4719.43358,1492.86420,3226.56938,0.00000,2179,13,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-28,4734.51640,1511.63393,3222.88247,0.00000,2188,12,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-29,4770.93862,1530.85057,3240.08806,0.00000,2196,10,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-30,4801.55116,1561.23966,3240.31150,0.00000,2207,13,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-31,4807.58429,1576.65765,3230.92664,0.00000,2214,10,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-01,4811.68086,1584.70183,3226.97903,0.00000,2215,6,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-02,4816.22433,1593.41634,3222.80798,0.00000,2214,6,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-03,4835.92510,1615.53782,3220.38728,0.00000,2219,12,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-04,4837.26580,1626.93373,3210.33207,0.00000,2222,8,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-05,4839.05339,1637.21239,3201.84100,0.00000,2226,10,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-06,4858.30726,1658.44007,3199.86720,0.00000,2231,8,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-07,4858.04657,1664.24975,3193.79683,0.00000,2236,9,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-08,4871.08111,1689.72296,3181.35815,0.00000,2247,15,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-09,4912.00956,1723.68724,3188.32232,0.00000,2255,13,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-10,4936.62621,1750.50114,3186.12507,0.00000,2265,13,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-11,4967.46220,1764.57844,3202.88376,0.00000,2273,12,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-12,4995.20715,1801.44756,3193.75959,0.00000,2282,15,0,2,0.00000,0.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-13,4993.79197,1820.88764,3172.90433,0.00000,2286,13,0,5,0.00000,0.00000,1000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-14,4998.89406,1823.79248,3175.10158,0.00000,2289,5,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-04-15,5025.48452,1841.89187,3183.59265,0.00000,2294,11,0,4,0.00000,0.00000,800.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
