Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary_mdl_high Deployment Cost ($),stationary_mdl_high Sites flagged for Follow-Up,stationary_mdl_high Leaks tagged for repair,stationary_mdl_high Sites Visited,stationary_mdl_high Travel Time (Minutes),stationary_mdl_high Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,950.55295,719.95337,230.59959,6030.00000,349,351,0,2,0.00000,0.00000,400.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,947.87156,717.27198,230.59959,30.00000,348,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,967.94475,735.37136,232.57339,30.00000,352,5,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,967.94475,735.37136,232.57339,30.00000,352,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,967.72130,735.37136,232.34994,30.00000,351,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,967.72130,735.37136,232.34994,30.00000,351,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,970.40269,738.05275,232.34994,30.00000,352,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,966.45509,738.05275,228.40234,30.00000,350,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,963.77370,735.37136,228.40234,30.00000,349,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,960.86886,732.91342,227.95544,1030.00000,348,1,0,1,21.00000,0.00000,200.00000,30,10,,10,0,0,1000.00000,,21,3,120,360
2022-01-11,960.86886,732.91342,227.95544,1030.00000,348,0,0,0,26.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,26,3,120,360
2022-01-12,955.72953,727.77409,227.95544,1030.00000,346,1,0,3,28.00000,0.00000,600.00000,30,0,,10,0,0,1000.00000,,28,3,120,360
2022-01-13,955.02194,725.09270,229.92924,530.00000,346,1,0,1,9.00000,0.00000,200.00000,30,0,,10,0,0,500.00000,,9,1,30,120
2022-01-14,955.02194,725.09270,229.92924,30.00000,346,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,954.79849,724.86925,229.92924,30.00000,346,2,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,952.11710,722.18786,229.92924,30.00000,345,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,949.65916,719.72992,229.92924,30.00000,345,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,957.92678,719.72992,238.19686,30.00000,346,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,955.02194,716.82508,238.19686,1030.00000,344,0,0,2,21.00000,0.00000,400.00000,30,10,,10,0,0,1000.00000,,21,3,120,360
2022-01-20,951.89365,713.69679,238.19686,1030.00000,342,0,0,2,26.00000,0.00000,400.00000,30,0,,10,0,0,1000.00000,,26,3,120,360
2022-01-21,949.21226,711.01540,238.19686,1030.00000,341,0,0,1,29.00000,0.00000,200.00000,30,0,,10,0,0,1000.00000,,29,3,120,360
2022-01-22,949.21226,711.01540,238.19686,530.00000,341,0,0,0,10.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,10,1,30,120
2022-01-23,949.21226,711.01540,238.19686,30.00000,341,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,949.21226,711.46230,237.74996,30.00000,342,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,845.53182,607.78186,237.74996,3230.00000,328,2,16,0,0.00000,3200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,729.56168,491.36482,238.19686,4630.00000,307,2,23,0,0.00000,4600.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,585.21349,347.01663,238.19686,4830.00000,282,0,24,1,0.00000,4800.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,530.24498,300.98609,229.25889,2630.00000,275,2,8,0,5.00000,1600.00000,0.00000,30,10,,10,0,0,1000.00000,,5,3,120,360
2022-01-29,535.38431,306.12542,229.25889,1030.00000,278,3,0,0,6.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,6,3,120,360
2022-01-30,532.70292,303.44403,229.25889,1030.00000,277,0,0,1,6.00000,0.00000,200.00000,30,0,,10,0,0,1000.00000,,6,3,120,360
2022-01-31,532.70292,303.44403,229.25889,530.00000,277,0,0,0,3.00000,0.00000,0.00000,30,0,,10,0,0,500.00000,,3,1,30,120
2022-02-01,532.70292,303.44403,229.25889,30.00000,277,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,532.92637,303.66748,229.25889,30.00000,278,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,534.71397,305.45508,229.25889,30.00000,278,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-04,532.51672,305.23163,227.28509,30.00000,276,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-05,529.61188,302.32679,227.28509,30.00000,274,0,0,2,0.00000,0.00000,400.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-06,534.08086,306.79577,227.28509,1030.00000,275,1,0,0,5.00000,0.00000,0.00000,30,10,,10,0,0,1000.00000,,5,3,120,360
2022-02-07,534.08086,306.79577,227.28509,1030.00000,275,0,0,0,7.00000,0.00000,0.00000,30,0,,10,0,0,1000.00000,,7,3,120,360
2022-02-08,546.14712,309.47716,236.66996,1030.00000,278,4,0,1,7.00000,0.00000,200.00000,30,0,,10,0,0,1000.00000,,7,3,120,360
2022-02-09,543.46573,306.79577,236.66996,530.00000,277,0,0,1,3.00000,0.00000,200.00000,30,0,,10,0,0,500.00000,,3,1,30,120
2022-02-10,543.46573,306.79577,236.66996,30.00000,277,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-11,543.87538,305.23163,238.64376,30.00000,277,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-12,543.87538,305.23163,238.64376,30.00000,277,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-13,543.87538,305.23163,238.64376,30.00000,277,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-14,542.08779,303.44403,238.64376,230.00000,277,1,1,0,0.00000,200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
