Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,803894.33473,196070.33473,607824.00000,6540.00000,6600,6640,0,33,0.00000,0.00000,6600.00000,6540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-02,802455.04246,195564.16246,606890.88000,540.00000,6601,23,0,17,0.00000,0.00000,3400.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-03,801931.84797,197218.24797,604713.60000,540.00000,6600,19,0,13,0.00000,0.00000,2600.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-04,802162.98248,197760.42248,604402.56000,540.00000,6606,19,0,10,0.00000,0.00000,2000.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-05,800384.90449,197261.06449,603123.84000,540.00000,6594,11,0,16,0.00000,0.00000,3200.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-06,798521.59431,196762.87431,601758.72000,540.00000,6605,23,0,7,0.00000,0.00000,1400.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-07,797131.31459,196893.23459,600238.08000,540.00000,6605,20,0,12,0.00000,0.00000,2400.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-08,802344.53505,201657.17505,600687.36000,540.00000,6616,25,0,11,0.00000,0.00000,2200.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-09,803269.28724,201251.36724,602017.92000,540.00000,6615,19,0,17,0.00000,0.00000,3400.00000,540,0,,180,0,0,0.00000,,0,0,0,0
2022-01-10,804863.98791,203433.58791,601430.40000,1540.00000,6609,21,0,20,77.00000,0.00000,4000.00000,540,180,,180,0,0,1000.00000,,77,3,120,360
2022-01-11,804821.89194,203184.13194,601637.76000,1540.00000,6606,17,0,16,74.00000,0.00000,3200.00000,540,0,,180,0,0,1000.00000,,74,3,120,360
2022-01-12,804826.65690,203206.17690,601620.48000,1540.00000,6600,11,0,16,65.00000,0.00000,3200.00000,540,0,,180,0,0,1000.00000,,65,3,120,360
2022-01-13,804005.63411,202488.83411,601516.80000,1540.00000,6594,14,0,16,62.00000,0.00000,3200.00000,540,0,,180,0,0,1000.00000,,62,3,120,360
2022-01-14,804576.76580,202645.24580,601931.52000,1540.00000,6591,15,0,11,80.00000,0.00000,2200.00000,540,0,,180,0,0,1000.00000,,80,3,120,360
2022-01-15,804864.64043,202915.84043,601948.80000,1540.00000,6587,10,0,12,86.00000,0.00000,2400.00000,540,0,,180,0,0,1000.00000,,86,3,120,360
2022-01-16,806199.66800,202626.54800,603573.12000,1540.00000,6590,20,0,12,92.00000,0.00000,2400.00000,540,0,,180,0,0,1000.00000,,92,3,120,360
2022-01-17,805633.74182,202544.46182,603089.28000,1540.00000,6585,12,0,11,71.00000,0.00000,2200.00000,540,0,,180,0,0,1000.00000,,71,3,120,360
2022-01-18,804670.15298,202634.95298,602035.20000,1540.00000,6587,18,0,10,80.00000,0.00000,2000.00000,540,0,,180,0,0,1000.00000,,80,3,120,360
2022-01-19,803520.32030,203213.12030,600307.20000,1540.00000,6594,20,0,8,70.00000,0.00000,1600.00000,540,24,,180,0,0,1000.00000,,70,3,120,360
2022-01-20,805489.61040,204128.33040,601361.28000,1540.00000,6594,14,0,12,82.00000,0.00000,2400.00000,540,0,,180,0,0,1000.00000,,82,3,120,360
2022-01-21,804477.23365,204083.63365,600393.60000,1540.00000,6593,14,0,11,91.00000,0.00000,2200.00000,540,0,,180,0,0,1000.00000,,91,3,120,360
2022-01-22,802593.04515,204100.24515,598492.80000,1540.00000,6589,17,0,13,84.00000,0.00000,2600.00000,540,0,,180,0,0,1000.00000,,84,3,120,360
2022-01-23,802750.65512,204275.13512,598475.52000,1540.00000,6593,22,0,15,78.00000,0.00000,3000.00000,540,0,,180,0,0,1000.00000,,78,3,120,360
2022-01-24,802178.70945,204273.42945,597905.28000,1540.00000,6603,24,0,7,79.00000,0.00000,1400.00000,540,0,,180,0,0,1000.00000,,79,3,120,360
2022-01-25,801941.67173,203068.71173,598872.96000,14940.00000,6537,20,67,15,64.00000,13400.00000,3000.00000,540,0,,180,0,0,1000.00000,,64,3,120,360
2022-01-26,801311.51797,202075.67797,599235.84000,14740.00000,6475,19,66,10,68.00000,13200.00000,2000.00000,540,0,,180,0,0,1000.00000,,68,3,120,360
2022-01-27,801453.70849,200766.34849,600687.36000,13940.00000,6429,24,62,7,51.00000,12400.00000,1400.00000,540,24,,180,0,0,1000.00000,,51,3,120,360
2022-01-28,797685.76795,198346.24795,599339.52000,11940.00000,6370,14,52,16,63.00000,10400.00000,3200.00000,540,0,,180,0,0,1000.00000,,63,3,120,360
2022-01-29,793993.17967,195794.13967,598199.04000,15740.00000,6298,17,71,14,14.00000,14200.00000,2800.00000,540,0,,180,0,0,1000.00000,,14,3,120,360
