Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($)
2017-01-01,1064.32584,669.45384,394.87200,0.00000,357,359,0,0,0,0,0.00000
2017-01-02,1061.64445,666.77245,394.87200,0.00000,356,0,0,1,0,0,200.00000
2017-01-03,1061.64445,666.77245,394.87200,0.00000,356,0,0,0,0,0,0.00000
2017-01-04,1070.58242,666.77245,403.80997,0.00000,357,1,0,0,0,0,0.00000
2017-01-05,1070.58242,675.04007,395.54235,0.00000,357,1,0,0,0,0,0.00000
2017-01-06,1075.72175,680.17941,395.54235,0.00000,358,2,0,1,0,0,200.00000
2017-01-07,1075.94520,680.40286,395.54235,0.00000,358,1,0,1,0,0,200.00000
2017-01-08,1073.26381,677.72147,395.54235,0.00000,357,0,0,1,0,0,200.00000
2017-01-09,1077.95625,682.41390,395.54235,0.00000,360,3,0,0,0,0,0.00000
2017-01-10,1078.62659,682.19045,396.43614,0.00000,361,2,0,1,0,0,200.00000
2017-01-11,1078.62659,682.19045,396.43614,0.00000,361,0,0,0,0,0,0.00000
2017-01-12,1084.92041,690.45807,394.46234,0.00000,361,1,0,0,0,0,0.00000
2017-01-13,1084.92041,690.45807,394.46234,0.00000,361,0,0,0,0,0,0.00000
2017-01-14,1068.38517,673.92283,394.46234,0.00000,359,1,0,3,0,0,600.00000
2017-01-15,1070.39621,675.93387,394.46234,0.00000,361,2,0,0,0,0,0.00000
2017-01-16,1070.39621,675.93387,394.46234,0.00000,361,0,0,0,0,0,0.00000
2017-01-17,1069.72587,675.71042,394.01544,0.00000,359,1,0,2,0,0,400.00000
2017-01-18,1069.05552,675.26352,393.79200,0.00000,357,0,0,1,0,0,200.00000
2017-01-19,1057.65961,663.86761,393.79200,0.00000,357,3,0,2,0,0,400.00000
2017-01-20,1055.87202,662.08002,393.79200,0.00000,357,1,0,1,0,0,200.00000
2017-01-21,1053.19063,659.39863,393.79200,0.00000,356,0,0,1,0,0,200.00000
2017-01-22,1044.92300,659.39863,385.52437,0.00000,355,0,0,0,0,0,0.00000
2017-01-23,1042.94920,659.39863,383.55057,0.00000,354,0,0,0,0,0,0.00000
2017-01-24,1043.39610,659.39863,383.99747,0.00000,355,1,0,0,0,0,0.00000
2017-01-25,1048.05129,662.08002,385.97127,0.00000,357,2,0,0,0,0,0.00000
2017-01-26,1046.04025,660.06898,385.97127,0.00000,356,1,0,2,0,0,400.00000
2017-01-27,1023.69533,637.27716,386.41817,0.00000,353,2,0,5,0,0,1000.00000
2017-01-28,1023.69533,637.27716,386.41817,0.00000,353,0,0,0,0,0,0.00000
2017-01-29,1023.69533,637.27716,386.41817,0.00000,353,1,0,1,0,0,200.00000
2017-01-30,1026.15327,639.73510,386.41817,0.00000,353,1,0,1,0,0,200.00000
2017-01-31,1021.90774,635.48956,386.41817,0.00000,351,0,0,2,0,0,400.00000
2017-02-01,1020.12014,642.63994,377.48020,0.00000,352,2,0,0,0,0,0.00000
2017-02-02,1016.99185,639.51165,377.48020,0.00000,350,0,0,2,0,0,400.00000
2017-02-03,1016.54495,639.06475,377.48020,0.00000,349,0,0,1,0,0,200.00000
2017-02-04,1025.25947,647.77927,377.48020,0.00000,351,2,0,0,0,0,0.00000
2017-02-05,1014.53391,636.83026,377.70365,0.00000,350,1,0,2,0,0,400.00000
2017-02-06,1013.82632,634.14887,379.67745,0.00000,350,1,0,1,0,0,200.00000
2017-02-07,999.78626,631.02058,368.76568,0.00000,346,1,0,3,0,0,600.00000
2017-02-08,1009.80424,639.51165,370.29259,0.00000,348,3,0,0,0,0,0.00000
2017-02-09,1008.91044,638.61785,370.29259,0.00000,350,3,0,1,0,0,200.00000
2017-02-10,1008.20285,635.93646,372.26639,0.00000,350,1,0,1,0,0,200.00000
2017-02-11,1005.52146,633.25507,372.26639,0.00000,349,0,0,1,0,0,200.00000
2017-02-12,1005.74491,633.03162,372.71329,0.00000,349,2,0,2,0,0,400.00000
2017-02-13,1010.21389,637.50061,372.71329,0.00000,350,1,0,0,0,0,0.00000
2017-02-14,1015.35322,641.96959,373.38363,0.00000,352,2,0,0,0,0,0.00000
2017-02-15,1014.90633,641.52269,373.38363,0.00000,350,0,0,2,0,0,400.00000
