Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,120269.08116357122,46750.0,13.882561012269393,19596.21427917694
P_aircraft,1,121834.119466512,44150.0,12.942070096539076,19851.21602728073
P_aircraft,2,130321.6144296768,45350.0,12.42804475858329,21234.13812481805
P_aircraft,3,138957.9265322496,47350.0,12.169665097722666,22641.307955222703
P_aircraft,4,117365.3587125216,42950.0,13.06968758290787,19123.09212003584
P_drone,0,120336.5628260352,47500.0,14.097366017350994,19607.209500099605
P_drone,1,121846.63262256,44900.0,13.160572385605066,19853.254876208925
P_drone,2,130344.8531478048,46100.0,12.63132783280365,21237.924558501618
P_drone,3,137456.1243677088,47900.0,12.44552975419236,22396.60967752282
P_drone,4,117380.7767081952,43700.0,13.296165943714708,19125.604273151606
P_OGI,0,108841.2180296832,51104.0,16.76885733348835,17734.199099895708
P_OGI,1,111088.8936746208,48704.0,15.657988066055953,18100.42733696339
P_OGI,2,117383.9049667296,49904.0,15.18339089835929,19126.113980417744
P_OGI,3,126825.7514712192,51704.0,14.559909223092395,20664.534707532424
P_OGI,4,104447.5362422208,46504.0,15.901352991280758,17018.30829114719
P_stationary,0,236912.9223192192,237350.0,35.78017455233614,38601.74490698308
P_stationary,1,234911.2642852608,237750.0,36.14586748066891,38275.60190025522
P_stationary,2,229989.795331248,238150.0,36.981454462390865,37473.715336741974
P_stationary,3,239222.2700158848,232750.0,34.74801906799076,38978.021767761915
P_stationary,4,218605.7283538176,232150.0,37.92705475289362,35618.83614667962
P_truck,0,120336.5628260352,47300.0,14.038008686751622,19607.209500099605
P_truck,1,121846.63262256,44700.0,13.101950682328429,19853.254876208925
P_truck,2,130344.8531478048,45900.0,12.576528145893441,21237.924558501618
P_truck,3,137456.1243677088,47700.0,12.393565120563165,22396.60967752282
P_truck,4,117380.7767081952,43500.0,13.23531392566567,19125.604273151606
