Program Name,Simulation,"Average ""True"" Daily Emissions (Kg Methane)","Average ""True"" Mitigable Daily Emissions (Kg Methane)","Average ""True"" Non-Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Daily Emissions (Kg Methane)","95th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","95th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Daily Emissions (Kg Methane)","5th Percentile ""True"" Mitigable Daily Emissions (Kg Methane)","5th Percentile ""True"" Non-Mitigable Daily Emissions (Kg Methane)",Average Daily Cost ($),Total Cost ($),95th Percentile Daily Cost ($),5th Percentile Daily Cost ($)
P_aircraft,0,1005.9328514246577,761.5455298356163,244.38732257534244,1049.69737,820.95241,266.27698,967.490406,705.56324,224.11956,0.684931506849315,250.0,0.0,0.0
P_aircraft,1,929.8149273972601,703.5674983287671,226.2474290958904,1003.2348299999999,751.6384659999999,253.03388799999988,888.02441,658.192004,202.161954,14.657534246575343,5350.0,0.0,0.0
P_aircraft,2,1021.8718198904108,763.4549487123287,258.4168712054794,1066.03895,807.09856,288.10052,948.445084,694.92705,241.01977,0.684931506849315,250.0,0.0,0.0
P_aircraft,3,922.755155890411,658.3095435890411,264.44561208219176,992.26347,712.53485,284.07843,858.1864939999999,604.027914,249.2576,10.273972602739725,3750.0,0.0,0.0
P_aircraft,4,989.8143060273973,796.1097559452055,193.70455013698628,1037.362972,848.168526,214.06434,942.84396,738.320894,166.2909,0.684931506849315,250.0,0.0,0.0
P_drone,0,1005.9328514246577,761.5455298356163,244.38732257534244,1049.69737,820.95241,266.27698,967.490406,705.56324,224.11956,2.73972602739726,1000.0,0.0,0.0
P_drone,1,929.8149273972601,703.5674983287671,226.2474290958904,1003.2348299999999,751.6384659999999,253.03388799999988,888.02441,658.192004,202.161954,16.71232876712329,6100.0,0.0,0.0
P_drone,2,1021.8718198904108,763.4549487123287,258.4168712054794,1066.03895,807.09856,288.10052,948.445084,694.92705,241.01977,2.73972602739726,1000.0,0.0,0.0
P_drone,3,922.755155890411,658.3095435890411,264.44561208219176,992.26347,712.53485,284.07843,858.1864939999999,604.027914,249.2576,12.32876712328767,4500.0,0.0,0.0
P_drone,4,989.8143060273973,796.1097559452055,193.70455013698628,1037.362972,848.168526,214.06434,942.84396,738.320894,166.2909,2.73972602739726,1000.0,0.0,0.0
P_none,0,1005.9328514246577,761.5455298356163,244.38732257534244,1049.69737,820.95241,266.27698,967.490406,705.56324,224.11956,0.0,0.0,0.0,0.0
P_none,1,976.166864520548,749.919436219178,226.2474290958904,1012.46328,793.870366,253.03388799999988,929.422106,697.742514,202.161954,0.0,0.0,0.0,0.0
