Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,41864.85859,6337.17859,35527.68000,2500.00000,343,345,0,2,0.00000,0.00000,400.00000,2500.00000,0,,10,20,10,0.00000,,0,0,0,0
2022-01-02,41871.09334,6343.41334,35527.68000,0.00000,344,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,42838.77334,6343.41334,36495.36000,5512.00000,346,2,0,0,65.00000,0.00000,0.00000,0.00000,10,,0,0,0,5512.00000,,65,3,120,360
2022-01-04,42545.44812,6343.84812,36201.60000,5512.00000,346,3,0,0,56.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,56,3,120,360
2022-01-05,41387.68812,6343.84812,35043.84000,5512.00000,344,0,0,0,54.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,54,3,120,360
2022-01-06,41393.02909,6435.58909,34957.44000,2756.00000,344,1,0,0,15.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,15,1,30,120
2022-01-07,39692.42885,6462.98885,33229.44000,0.00000,343,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,39692.42885,6462.98885,33229.44000,0.00000,343,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,39399.50117,6463.82117,32935.68000,0.00000,343,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,39436.70582,6501.02582,32935.68000,0.00000,345,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,39540.38582,6501.02582,33039.36000,0.00000,346,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,39656.22607,6513.18607,33143.04000,0.00000,347,2,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,39951.75613,6514.95613,33436.80000,0.00000,349,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,39087.60586,6514.80586,32572.80000,0.00000,347,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,39111.55367,6538.75367,32572.80000,0.00000,347,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,39025.15367,6538.75367,32486.40000,0.00000,346,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,39790.66922,7494.34922,32296.32000,0.00000,346,2,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,38604.00306,6221.28306,32382.72000,11200.00000,291,1,56,0,0.00000,11200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,36866.50135,4587.46135,32279.04000,8600.00000,248,1,43,0,0.00000,8600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,34819.63573,2436.91573,32382.72000,9200.00000,203,2,46,1,0.00000,9200.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,33782.67889,1313.55889,32469.12000,1800.00000,196,3,9,1,0.00000,1800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,33782.32400,1313.20400,32469.12000,0.00000,196,1,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,34071.16937,1515.64937,32555.52000,0.00000,198,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-24,33967.48937,1515.64937,32451.84000,0.00000,197,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-25,33102.80123,1514.96123,31587.84000,0.00000,195,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-26,33113.41324,1525.57324,31587.84000,0.00000,198,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-27,33977.41324,1525.57324,32451.84000,0.00000,199,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-28,34091.62000,1536.10000,32555.52000,0.00000,200,2,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
