test1,test2,BV_OneStop,DV_OneStop,EDM_OneStop,FTM_OneStop,GP_OneStop,MDP_OneStop,MH_OneStop,RD_OneStop,SL_OneStop,WW_OneStop
,,0.041187215,0,0.007031963,0.175753425,0.175753425,0,0,0,0,0
,,0.090273973,0.266506849,0.003858447,0,0,0.021917808,0.151598174,0,0,0.021484018
,,0,0,0.05586758,0,0,0,0,0,0,0
,,0.015913242,0,0,0.047579909,0.047579909,0.086392694,0,0,0,0.040547945
,,0.221621005,0.009589041,0.028515982,0.001643836,0.001643836,0,0,0,0,0
,,0,0,0,0.027191781,0.027191781,0.088378995,0,0,0,0
,,0.155273973,0,0.003013699,0.081598174,0.081598174,0,0,0,0,0
,,0,0.009817352,0,0,0,0.006232877,0,0,0,0
,,0.094817352,0.008881279,0,0,0,0,0,0.130365297,0,0
,,0,0,0,0.028675799,0.028675799,0.020799087,0,0,0,0
,,0.049063927,0,0,0.038675799,0.038675799,0,0,0,0,0
,,0.213561644,0,0.055319635,0.057785388,0.057785388,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0,9.13E-05,0,0.209589041,0.209589041,0.080136986,0,0,0,0
,,0,0,0.115799087,0,0,0,0.03,0,0,0.035981735
,,0.156598174,0,0.287694064,0,0,0,0,0,0,0.025205479
,,0.041187215,0,0.071712329,2.0543379,2.0543379,0.027191781,0.000616438,0,0,0
,,0,0,0,0,0,0.054360731,0,0,0,0
,,0,0,0,0,0,0,0,0.140388128,0,0
,,0.050273973,0,0.03109589,0.042739726,0.042739726,0,0,0,0,0
,,0.091484018,0,2.28E-05,0,0,9.13E-05,0,0,0,0
,,0.109589041,0,0.02609589,0,0,0,0,0,0,0
,,0.131461187,0,0.114680365,0.00630137,0.00630137,0,0,0.036894977,0,0
,,0,0.000182648,0.233721461,0,0,0,0,0,0,0
,,0,0.000981735,0,0.089794521,0.089794521,0.076643836,0,0,0,0
,,0.050273973,0,0,0.005981735,0.005981735,0.006780822,0,0,0,0
,,0,0,0.047990868,0,0,0.027785388,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0.106780822
,,0.091369863,0.087579909,0,0.087237443,0.087237443,0,0.346780822,0,0,0
,,0,0,0,0,0,0.008424658,0,0,0,0
,,0.16783105,0.03739726,0,0.028926941,0.028926941,0,0,0.007762557,0,3.503926941
,,0,0,0,0,0,0,0,0,0,0
,,0.012648402,0.057146119,0,0,0,0,0,0,0,0
,,0.098196347,0,0,0,0,0,0,0,0,0
,,0,0.001803653,0.000296804,0,0,0,0,0,0,0
,,0,0,0,0.171598174,0.171598174,0,0,0.00216895,0,0
,,0.020593607,0,0,0.496712329,0.496712329,0,0,0,0,0
,,0.139223744,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0.023196347,0,0,0.002351598,0
,,0,0.027191781,0,0,0,0,0.09456621,0,0,0
,,0.020593607,0,0,0,0,0,0,0,0.838333333,0
,,0.015913242,2.28E-05,0,0,0,0.00283105,0,0,0,0
,,0.11196347,0,0,0,0,0,0.062260274,0,0,0
,,0,0,0,0,0,0,0,0,0,0
,,0.022853881,0,0,1.177945205,1.177945205,0,0,0,0,0
,,0.07086758,0,0.024452055,0,0,0,0.001621005,0,0,0
,,0.03630137,0,0,0,0,0,0.071712329,0,0,0.014018265
,,0.136004566,0,0.333652968,0,0,0,0,0,0,0.055045662
,,0,0,0.084429224,0,0,0,0,0,0,0
,,0.16783105,0,0,0.084680365,0.084680365,0,0,0.00196347,0,0
,,0.222671233,0.06413242,0,0,0,0,0,0,0,0
,,0,0,0.027237443,0,0,0,0,0.400547945,0,0
,,0.022853881,0.023926941,0.556643836,0.044315068,0.044315068,0,0,0,0,0
,,0.180205479,0,0,0,0,0,0,0.139611872,0,0
,,0.123287671,0,0,0.077990868,0.077990868,0,0.305799087,0.399794521,0,0.002283105
,,0.066324201,0,0,0.047579909,0.047579909,0,0.628789954,0,0,0
,,0.1393379,0,0,0.381073059,0.381073059,0.023767123,0,0,0,0
,,0,0,0.003447489,0,0,0.085570776,0.041415525,0,0.019292237,0
,,0.03543379,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0.047557078,0.023789954,0,0,0
,,0.025136986,0,0.020707763,0,0,0,0,0.045182648,0,0.007945205
,,0.204360731,0,0,0,0,0,0,0,0,0
,,0.118744292,0.028584475,0.012739726,0.016780822,0.016780822,0,0,0,0.015479452,0
,,0.033150685,0,0,0.012214612,0.012214612,0,0,0,0,0
,,0.066324201,0,0,0,0,0,0,0,0,0
,,0.1393379,0,0,0,0,0.003630137,0.031598174,0,0,0
,,0.118744292,0,0,0.437694064,0.437694064,0.063219178,0.082260274,0,0,0
,,0.091484018,0,0,0.095136986,0.095136986,0,0.101986301,0,0,0
,,0.155273973,0.084931507,0,0,0,0,0,0,0,0
,,0.066324201,0,0.186461187,0,0,0,0,0.005799087,0,0
,,0.148447489,0,0.012374429,0,0,0,0,0,0,0.113995434
,,0,0,0,0,0,0,0,0,0,0.016849315
,,0.116826484,0,0,0,0,0,0,0,0,0
,,0.081187215,0,0,0.030684932,0.030684932,0,0,2.28E-05,0,0.094794521
,,0.262648402,0,0,0,0,0,0,0.446392694,0,0
,,0.065,0,0.003561644,0.144041096,0.144041096,0,0.091780822,0,0,0
,,0.045730594,0,0,0.016986301,0.016986301,0,0.302579909,0,0,0
,,0.096027397,0.437283105,0,0,0,0,0.638995434,0,0,0.000114155
,,0.096027397,0,0.024794521,0,0,0,0.20739726,0,0.009634703,0.155342466
,,0.143881279,0,0.064543379,0,0,0,0,0,0,0
,,0.147214612,0,0.434817352,0.080502283,0.080502283,0,0,0,0,0.009474886
,,0.03652968,0,0,0,0,0,0.105821918,0.162054795,0,0
,,0,0.007077626,0.017968037,0,0,0,0,0.000114155,0,0
,,0.243652968,0.002785388,0,0,0,0,0,6.85E-05,0,0
,,0.171210046,0.006438356,0,0.953835616,0.953835616,0,0,0.000936073,0,0.160799087
,,0,0,0.000456621,0,0,0,0,0,0,0
,,0,0.043401826,0.006757991,0.006712329,0.006712329,0,0.176780822,0,0,0
,,0,0,0,0,0,0.00869863,0.156392694,0.010182648,0,0
,,0,0,0.016438356,0.008858447,0.008858447,0.154726027,0.537191781,0,0,0
,,0,0,0,0,0,0.163584475,0.051461187,0,0,0
,,0,0,0,0,0,0,0,0.003310502,0.005159817,0
,,0.07543379,0,0.013356164,0,0,0.028995434,0,0,0,0.100799087
,,0.025136986,0,0,0,0,0,0,0,0,0
,,0.16783105,0,0,0.005547945,0.005547945,0,0,0,0,0
,,0.093652968,0.022328767,0,0,0,0,0,0,0,0.007557078
,,0,0,0,0,0,0.022579909,0,0,0,0.67890411
,,0.227077626,0,0,0,0,0,0,0,0,0
,,0.025136986,0,0.025981735,0,0,0,0,0,0,0
,,0.090273973,0.047648402,0,0,0,0.104794521,0,0,0,0
,,0.109748858,0.095981735,0,0,0,0,0.247990868,0,0,0
,,0.082260274,0,0.361004566,0.248744292,0.248744292,0,0,0,,0
,,0.16783105,0,0,0.064817352,0.064817352,0,0.002785388,0,,0.011872146
,,0.159817352,0.007671233,0,0,0,0,0,0,,0.026392694
,,0.114406393,0,0.00609589,0.381004566,0.381004566,0,0,0,,0
,,0.045730594,0,0,0.033630137,0.033630137,0,0,0.000639269,,0
,,0,0,0,1.03696347,1.03696347,0.359041096,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0.143767123,0.128972603,0.128972603,0.044155251,0,0,,0
,,0.265479452,0.011666667,0,0,0,0,0,0,,0
,,0,0,0.037123288,0.003630137,0.003630137,0.074885845,0,0,,0
,,0.045730594,0,0.008515982,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,2.28E-05,,0.003767123
,,0,0,0,0.025136986,0.025136986,0,0,2.28E-05,,0
,,0,0,0.023789954,0,0,0,0.190890411,0,,0
,,0,0.013424658,0,0,0,0,0,0.000205479,,0.022808219
,,0.409246575,0,0,0.040799087,0.040799087,0,0,0,,0
,,0.07543379,0,0,0.000639269,0.000639269,0,0,0,,0
,,0.07086758,0,0,0.008127854,0.008127854,0.054383562,0,0.019200913,,0
,,0.050273973,0.318652968,0,0.017100457,0.017100457,0.010296804,0,0,,0
,,0.01369863,0.051415525,0.025456621,0.076073059,0.076073059,0,0,0,,0
,,0.096027397,0,0.148173516,0,0,0.115890411,0,2.28E-05,,0
,,0,0,0,0.163721461,0.163721461,0,0,0.025136986,,0
,,0.177077626,0,0.01216895,0,0,0,0,0,,0
,,0,0.374794521,0.054908676,0,0,0.205913242,0,0,,0
,,0,0,0,0.071986301,0.071986301,0,0.067990868,0,,0
,,0,0,0,0.013196347,0.013196347,0.078196347,0,0,,0
,,0,0.061141553,0,0.015593607,0.015593607,0.054383562,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0.017579909,0.112876712,0.112876712,0,0.002534247,0,,0
,,0.299589041,0,0,0,0,0,0,0,,0
,,0.143881279,0,0,0,0,0,0,0,,0.207557078
,,0.07543379,0,0.014885845,0,0,0,0,0,,0.043447489
,,0.237671233,0.014383562,0,0,0,0,0.367511416,0,,0.003812785
,,0.370296804,0.028196347,0,0,0,0,0,0,,0
,,0.020593607,0,0.583401826,0,0,0,0,0,,0
,,0,0,1.15152968,0.013378995,0.013378995,0,0,0,,0.026392694
,,0,0,0,0,0,0.014726027,0,0.1343379,,0
,,0.045730594,0,0,0,0,0,0.033675799,0,,0
,,0,0,0,0.031187215,0.031187215,0,0.271986301,0,,0
,,0,0,0,0.010182648,0.010182648,0,0,0,,0
,,0,0,0,0,0,0.023675799,0,0,,0
,,0.050273973,0,0,0,0,0,0,0,,0
,,0.056894977,0,0.003401826,0.025799087,0.025799087,0.057465753,0,0.315730594,,0
,,0.102648402,0,0,0.069223744,0.069223744,0,0,0.000753425,,0
,,0.189908676,0,0.033972603,0,0,0.209178082,0,0,,0
,,0.098356164,0.003881279,0.002374429,0.03239726,0.03239726,0,0,0,,0
,,0.045730594,0,0,0,0,0,0,0,,0
,,0,0,0.014429224,0.008995434,0.008995434,0,0.044178082,0.000936073,,0
,,0,0,0.025365297,0,0,0,0,0,,0
,,0.011164384,0,0,0.085,0.085,0,0,0,,0.028584475
,,0,0,0.001004566,0.016484018,0.016484018,0,0,0,,0
,,0.116621005,0,0,0,0,0,0,0,,0
,,0.041073059,0,0,0,0,0,0.249086758,0,,0
,,0.153378995,0,0,0,0,0.156392694,0,0,,0.045730594
,,0.086803653,0,0.371894977,0,0,0.139383562,0,0,,0
,,0.020593607,0.235730594,0,0,0,0,0,0,,0
,,0.178538813,0,0,0,0,0,0,0,,0
,,0,0,0,0,0,0.034817352,0,0,,0
,,0.086598174,0,0,0,0,0.013196347,0,0,,0
,,0,0,0.051347032,0,0,0,0,0,,0
,,0.041073059,0,0.065799087,0,0,0,0,0,,0
,,0.07086758,0,0.008401826,0.05303653,0.05303653,0,0.017123288,0,,0
,,0,0.003949772,0.095159817,0.045296804,0.045296804,2.28E-05,0,0.000251142,,0
,,0.045730594,0,0,0,0,0,0.014155251,0,,0
,,0.064086758,0,0,0,0,0,0,0.072009132,,0
,,0,0,0,0,0,0,0.027191781,0,,0
,,0.125707763,0.084703196,0,0,0,0.087146119,0,0.007990868,,0
,,0,0.000296804,0.167191781,0,0,0,0,0.00216895,,0
,,0.050273973,0,0,0,0,0,0,0,,0
,,0.284634703,0,0.954452055,0.015913242,0.015913242,0,0,0,,0.025136986
,,0.121164384,0,0,1.335593607,1.335593607,0,0,0,,0
,,0.171461187,0.010182648,0,0.038219178,0.038219178,0,0,0.149383562,,0
,,0,0,0,0,0,0.010296804,0,0,,0
,,0.141757991,0,0.020388128,0.040593607,0.040593607,0,0,0,,0.001164384
,,0,0,0,0.019748858,0.019748858,0,0.031712329,0,,0.081712329
,,0,0,0.057420091,0.122260274,0.122260274,0,0,0.055182648,,0
,,0.16783105,0,0,0,0,0.102739726,0,0,,0
,,0,0,0,0,0,0,0.030593607,0,,0
,,0.11196347,0,0,0.141187215,0.141187215,0,0,0,,0
,,0.020593607,0,0.399155251,0,0,0,0,0,,0
,,0.077876712,0,0,0.020981735,0.020981735,0,0.026757991,0,,0
,,0,0.001118721,0,0.082442922,0.082442922,0,0,0,,0
,,0.061780822,0,0,0.029178082,0.029178082,0,0,0,,0
,,0.012785388,0,0,0.020410959,0.020410959,0,0,0,,0
,,0.020593607,0,0.010844749,0,0,0,0,0,,0
,,0.100570776,0,0,0.019383562,0.019383562,0,0,0,,0
,,0.050273973,0.009360731,0.003424658,0.008995434,0.008995434,0,0,0,,0
,,0.025136986,0,0.001940639,0,0,0,0,0,,0
,,0,0,0,0.041187215,0.041187215,0.030981735,0,0,,0.069703196
,,0.045730594,0,0,0,0,0.043995434,0,0,,0
,,0.141757991,0,0,0,0,0.012671233,0,0,,0.176506849
,,0.112077626,0,0,0,0,0.002990868,0,0,,0
,,0.03630137,0,0.02847032,0,0,0,0,0,,0
,,0.045730594,0,0.014543379,0,0,0,0.030593607,0.001118721,,0
,,0.041187215,0,0,0,0,0.00152968,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0.049063927,0.018219178,0.000182648,0.186894977,0.186894977,0,0,0,,0
,,0,0.01043379,0.016210046,0,0,0.025958904,9.13E-05,0,,0
,,0,0,0,0,0,0,9.13E-05,0,,0.004771689
,,0,0,0,0,0,0.003630137,0,0,,0.029977169
,,0.118744292,0,0.014063927,0,0,0,0,0,,0
,,0.041187215,0,0,0,0,0,0,0,,0
,,0.052351598,0,0.006027397,0.038493151,0.038493151,0,0,0,,0.0243379
,,0,0,0,0.101187215,0.101187215,0,0,0,,0
,,0.020593607,0,0.000319635,0,0,0.037739726,0,0,,0
,,0.010296804,0,0.026004566,0,0,0,0,0,,0.07673516
,,0,0,0,0,0,0,0,0,,0
,,0.1393379,0.008378995,0.537968037,0,0,0.146187215,0,0,,0
,,0.041073059,0,0.006598174,0.020981735,0.020981735,0,0,0,,0
,,0.140547945,0,0,0,0,0,0,0,,0
,,0.025136986,0.006164384,0,0,0,0,0,0,,0
,,0,0,0,0.025068493,0.025068493,0,0,0,,0
,,0.098150685,0.017694064,0,0.003584475,0.003584475,0.010296804,0,0,,0
,,0.203675799,0.055228311,0,0,0,0,0,0,,0
,,0.224269406,0.011757991,0,0,0,0,0,0,,0
,,0.091484018,0.015776256,0.127465753,0.047579909,0.047579909,0,0,0.042694064,,0.019063927
,,0.069657534,0,0.006940639,0.050205479,0.050205479,0.135981735,0,0.015045662,,0
,,0.061780822,0,0.002694064,0,0,0.071392694,0,0,,0
,,0.1393379,0,0,0,0,0.115182648,0,0,,0
,,0.07086758,0,0,0,0,0.038538813,0,0,,0
,,0.050273973,0,0,0,0,0.339315068,0,0,,0
,,0.194360731,0,0.002716895,0.053515982,0.053515982,0,0,0,,0
,,0.041073059,0.137579909,0,0.247260274,0.247260274,0,0,0,,0
,,0.025136986,0.023196347,0,0,0,0,0,0,,0
,,0.19913242,0.032579909,0,0.626210046,0.626210046,0.003378995,0,0,,0.036780822
,,0.041187215,0,0,0.045799087,0.045799087,0,0,0,,0
,,0.045730594,0,0.023059361,0,0,0,0,0.087009132,,0
,,0.061666667,0,0,0,0,0,0,0.02,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.156872146,0.156872146,0,0,0,,0
,,0.061666667,0.089931507,0.002214612,0,0,0,0,0,,0.072305936
,,0,0,0.000753425,0.103219178,0.103219178,0.037374429,0,0,,0
,,0,0,0,0.000799087,0.000799087,0,0,0,,0
,,0.045730594,0,0,1.8,1.8,0,0.115776256,0,,0
,,0.11086758,0,0,0.002260274,0.002260274,0,0,0,,0
,,0,0,0,0,0,0.022442922,0,0,,0
,,0,0,0.012716895,0,0,0.015045662,0,0,,0
,,0.025136986,0.03239726,0,0.033995434,0.033995434,0,0,0.116050228,,0.010182648
,,0,0,0,0,0,0,0,0,,0.006780822
,,0.237922374,0,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0.014794521,0,,0.319863014
,,0.020593607,0,0,0,0,0,0,0,,0
,,0.073059361,0,0,0,0,0,0.939269406,0,,0
,,0.03652968,9.13E-05,0,0,0,0,0,0,,0
,,0,0.007237443,0,0,0,0,0,0,,0
,,0.114200913,0.009977169,0,0.01239726,0.01239726,0,0,0,,0
,,0.020593607,0,0,0,0,0,0.370547945,0,,0
,,0.020593607,0,0,0.007374429,0.007374429,0.068493151,0,0,,0
,,0.010296804,0,0,1.515159817,1.515159817,9.13E-05,0,0,,0
,,0.07543379,0.000228311,0.271872146,0.00956621,0.00956621,0,0,0,,0
,,0.011164384,0,0.046849315,0,0,0,0.023378995,0,,0
,,0.16783105,0.017876712,0,0.946712329,0.946712329,0,0,0,,0
,,0,0.050821918,0,0.017990868,0.017990868,0,0.061780822,0,,0
,,0.041187215,0.071986301,0,0.047305936,0.047305936,0,0,0,,0.081598174
,,0,0.001187215,0,0,0,0,0,0,,0
,,0.041073059,0.005707763,0,0,0,0,0,0,,0
,,0.068401826,0,0,0,0,9.13E-05,0,0,,0
,,0,0,0,0.087579909,0.087579909,0,0,0,,0
,,0,0.060639269,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0.00130137,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0.020593607,0,0,0,0,0,0.067990868,0,,0
,,0.061666667,0,0,0.081415525,0.081415525,0,0,4.57E-05,,0.034771689
,,0,0,0,0,0,0,0,0.052077626,,0.063995434
,,0.020593607,0.005342466,0,0,0,0,0,0,,0
,,0.020593607,0,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0.045730594,0.002260274,0,0.019977169,0.019977169,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0.004200913,0,0,0,0,0,0,,0
,,0.041073059,0,0.039429224,0,0,0,0,0,,0
,,0.107534247,0.004817352,0,0.128493151,0.128493151,0,0,0,,0
,,0.061780822,0.002808219,0,0,0,0,0,0,,0
,,0.07086758,0,0,0.031027397,0.031027397,0,0,0,,0
,,0,0,0,0.099543379,0.099543379,0,0,0,,0
,,0.290502283,0,0.033972603,0.42173516,0.42173516,0,0,0,,0
,,0,0,0,0,0,0,0,0.948242009,,0
,,0.061666667,6.85E-05,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0.008401826
,,0.14347032,0,0,0,0,0,0,0,,0
,,0,0,0.17130137,0,0,0,0,0,,0
,,0,0,0.100502283,0,0,0,0,0,,0
,,0.085593607,0.01783105,0.037625571,0,0,0,0,0,,0
,,0.179726027,0,0,0,0,0,0,0,,0
,,0,0,0,0.012990868,0.012990868,0,0,0,,0
,,0.041187215,0.121872146,0,0,0,0,0,0.000114155,,0
,,0,0.048744292,0,0,0,0,0.028561644,0,,0
,,0,0,0,0.013196347,0.013196347,0,0.09173516,0,,0
,,0,0,0.015388128,0,0,0,0,0,,0
,,0,0,0,0.296415525,0.296415525,0,0.034018265,0,,0.068607306
,,0,0.003721461,0,0,0,0,0,0,,0.033150685
,,0,0,0.035,0,0,0,0,0,,0.080410959
,,0,0,0,0.165684932,0.165684932,0,0,0,,0.007945205
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.016210046,0.016210046,0,0.063881279,0,,0
,,0,0.026347032,0.012442922,0.013127854,0.013127854,0,0.016803653,0.024063927,,0
,,0,0,0,0.479908676,0.479908676,0,0,0,,0
,,0,0,0,0.01739726,0.01739726,0.138196347,0.058378995,0,,0
,,0,0.000570776,0,0,0,0,0.02673516,0,,0
,,0,0.001575342,0,0.25130137,0.25130137,0.033584475,0,0,,0
,,0,0,0.03130137,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0.055182648,0,0.48913242,0,0,0,0,0,,0.156621005
,,0,0,0.225707763,1.71696347,1.71696347,0,0.016986301,0,,0
,,0,0.0156621,0,0,0,0,9.13E-05,0,,0.033150685
,,0,0.059360731,0.068561644,0,0,0,0,0,,0
,,0,0,0.032031963,0,0,0.010296804,0,0,,0.065799087
,,0,0,0,0.053995434,0.053995434,0,0,0,,0.096027397
,,0,0,0,0,0,0.002077626,0,0.011712329,,0
,,0,0.098378995,0,0,0,0.151484018,0,0.004429224,,0
,,0,0.350776256,0.027077626,0,0,0,0,0,,0
,,0.015913242,0,0,0,0,0.560958904,0,0,,0
,,0,0,0,0.04,0.04,0.378127854,0,0,,0
,,0.066324201,0,0,0,0,0.612716895,0,0,,0.006484018
,,0.102990868,0,0,0,0,0,0,0,,0.009726027
,,0,0.02716895,0,0,0,0.060091324,0,0,,0.012557078
,,0.104611872,0,0,0,0,0,0,0.125981735,,0
,,0,0,0,0.015547945,0.015547945,0,0,0.361894977,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0.008424658,0,0,0,0.020593607,0,,0
,,0.006666667,0.005890411,1.157968037,0,0,0,0,0,,0
,,0,0.015182648,0,0,0,0,0,0,,0.361073059
,,0,0,0.020593607,0,0,0.011415525,0,0,,0
,,0,0,0.06196347,0.004863014,0.004863014,0,0,0,,0
,,0,0.020388128,0,0,0,0,0,0,,0
,,0,0,0.006643836,0,0,0,0,0,,0
,,0.100570776,0,0,0.020730594,0.020730594,0,0,0,,0
,,0,0,0.026780822,0,0,0,0.025136986,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0.004794521,0,0,0,0,0,0,,0.022808219
,,0,0,0,0.048538813,0.048538813,0,0,0,,0.003378995
,,0,0,0,0.030890411,0.030890411,0,0,0,,0.00260274
,,0,0.058995434,0,0.010182648,0.010182648,0,0,0,,0
,,0.110753425,0,0,0,0,0,0,0,,0
,,0,0,0.421415525,0,0,0,0,0,,0
,,0,0,0,0,0,0,0.391164384,0,,0
,,0.020593607,0,0,0,0,0,0.025890411,0.019269406,,0
,,0,0,0,0.075981735,0.075981735,0,0,0,,0
,,0,0,0,0,0,0,0.355091324,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0.000228311,0,0,0,0,0,,0.07543379
,,0,0,0.000205479,0.010296804,0.010296804,0,0.019223744,0,,0
,,0.045730594,0.134383562,0,0.13043379,0.13043379,0,0.135570776,0,,0.049771689
,,0,0,0,0,0,0,0.155,9.13E-05,,0
,,0,0.004269406,0,0,0,0,0,0,,0
,,0.066324201,0,0,0,0,0,0,0.030022831,,0
,,0,0.060913242,0,0,0,0,0,0,,0.012557078
,,0,0.016986301,0,1.102465753,1.102465753,0,0.020593607,0,,0
,,0.020593607,0.169885845,0.894041096,0,0,0,0,0,,0
,,0,0.01260274,0,0,0,0,0,0,,0
,,0,0.016415525,0,0,0,0,0,0,,0
,,0,0,0,0.011598174,0.011598174,0,0.174178082,0,,0
,,0,0.03716895,0,0.03456621,0.03456621,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.136872146,0.136872146,0,0,0,,0
,,0,0,0,0.070616438,0.070616438,0,0,0,,0
,,0.102853881,0,0.015593607,0.044771689,0.044771689,0,0,0,,0.090114155
,,0.128127854,0.227648402,0,0,0,0,0,0.215114155,,0
,,0,0,0,0,0,0,0,0,,0
,,0.061780822,0,0.03,0.021369863,0.021369863,0,0,0,,0.141347032
,,0,0,0.025981735,0,0,0.013287671,0,0.015365297,,0.020296804
,,0,0,0,0,0,0,0,0,,0
,,0,0.013858447,0.05760274,0.030593607,0.030593607,0,0,0.040776256,,0.014954338
,,0,0,0.057534247,0,0,0,0.025136986,0,,0.004840183
,,0,0,0,0,0,0.135913242,0,0,,0
,,0,0.054360731,0,0.000365297,0.000365297,0,0,0,,0
,,0,0,0.032283105,0.151917808,0.151917808,0,0,0,,0
,,0.07086758,0,0,0,0,0.066826484,0,0,,0.030890411
,,0.1393379,0.12543379,0,0.008972603,0.008972603,0,0.02390411,0.02152968,,0
,,0.466621005,0.026392694,0,0.198310502,0.198310502,0,0,0.12347032,,0
,,0,0,0,0,0,0,0,0.033949772,,0
,,0.023310502,0,0,0,0,0,0,0,,0
,,0.127899543,0,0,0,0,0,0,0,,0
,,0,0.001187215,0,0,0,0,0,0,,0
,,0.116506849,0,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0.095821918,0,0,0,0,0,0.003127854,0,,0
,,0,0,0,0,0,0,0,0,,0.058310502
,,0.077146119,0,0,0.027853881,0.027853881,0.665410959,0,0,,0
,,0.025136986,0,0,0.004748858,0.004748858,0,0,0,,0
,,0.162374429,0,0,0.010593607,0.010593607,0,0,0,,0
,,0,0,0,0,0,0.021392694,0,0,,0
,,0,0,0,0.031484018,0.031484018,0,0,0,,0
,,0,0.014657534,0,0,0,0,0,0,,0
,,0,0,0,0.016324201,0.016324201,0.246598174,0,0,,0.063013699
,,0,0,0,0.109406393,0.109406393,0,0,0,,0
,,0,0,0,0.068926941,0.068926941,0,0,0,,0
,,0,0.004794521,0,0.058150685,0.058150685,0,0.098538813,0,,0
,,0,0,0,0.261598174,0.261598174,0.010296804,0.008493151,0,,0
,,0,0,0.002648402,0,0,0.010296804,0,0,,0
,,0,0,0,0,0,0.024794521,0.020593607,0.006598174,,0
,,0,9.13E-05,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0.003652968,,0
,,0,0.009520548,0,0,0,0,0,0,,0
,,0,0.344863014,0,0.069292237,0.069292237,0,0,0,,0.782442922
,,0,0,0.930593607,0,0,0,0,0,,0.002146119
,,0,0,0.095136986,0,0,0,0,0.002557078,,0
,,0,0,0,0.005091324,0.005091324,0,0.006050228,0,,0
,,0,0.049771689,0,0.023995434,0.023995434,0.002625571,0.050273973,0,,0
,,0,0,0,0.023378995,0.023378995,0,0,0,,0
,,0,0,0.041187215,0,0,0,0,0,,0
,,0,0,0,0.006187215,0.006187215,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0.005981735,0,0,0,0,0,0.007534247,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0.011894977,0,0,0,0,0,0,,0.05803653
,,0,0,0.017191781,0.248630137,0.248630137,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.057442922,0.057442922,0,0,0,,0
,,0,0,0,0.055,0.055,0,0,0,,0
,,0,0.074794521,0,0.01390411,0.01390411,0,0,0,,0
,,0,0,0,0.462054795,0.462054795,0,0,0,,0
,,0,0.006187215,0,0,0,0,0,0,,0.000342466
,,0,0,0,0.147808219,0.147808219,0,0,0,,0
,,0,0,0,0,0,0,0,0.006118721,,0
,,0,0,0,0,0,0,0.022853881,0,,0
,,0,0,0,0.007671233,0.007671233,0,0.189452055,0,,0
,,0,0.02760274,0,0,0,0,0,0,,0
,,0,0.034840183,0,0.10826484,0.10826484,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0.019474886,0,0.360182648,0.360182648,0,0,0,,0
,,0,0,0,0.010296804,0.010296804,0,0,0.129018265,,0.019155251
,,0,0,0,0,0,0,0,0,,0.017990868
,,0,0,0,0.030273973,0.030273973,0,0,0,,0
,,0.000388128,0.002808219,0,0.204063927,0.204063927,0.36739726,0,0.008127854,,0
,,0.4393379,0.031438356,0,0.039589041,0.039589041,0,0,0,,0
,,0,0,0,0.017077626,0.017077626,0,0,0,,0.004383562
,,0,0,0,0.137077626,0.137077626,0,0,0,,0
,,0,0,0,0,0,0,0,0.018333333,,0
,,0.018949772,0,0,0.008378995,0.008378995,0,0.427945205,0.019543379,,0
,,0,0.030593607,0,0.228584475,0.228584475,0,0,0.001506849,,0
,,0,0.00239726,0,0,0,0,0,0,,0
,,0,0.202785388,0,0,0,0,0,0,,0
,,0,0,0,0,0,0,0,0,,0
,,0,0,0,0.291324201,0.291324201,0,0,0,,0
,,0,0,0,0.089634703,0.089634703,0,1.542785388,0,,0.011484018
,,0,0,0,0,0,0,0,0,,0
