Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),aircraft Deployment Cost ($),aircraft Sites flagged for Follow-Up,aircraft Leaks tagged for repair,aircraft Sites Visited,aircraft Travel Time (Minutes),aircraft Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,480846.96217,114528.24217,366318.72000,250.00000,3766,3791,0,17,0.00000,0.00000,3400.00000,250.00000,0,,100,200,100,0.00000,,0,0,0,0
2022-01-02,483230.24820,116514.08820,366716.16000,0.00000,3776,18,0,7,0.00000,0.00000,1400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-03,483099.13733,116417.53733,366681.60000,1000.00000,3776,9,0,5,75.00000,0.00000,1000.00000,0.00000,100,,0,0,0,1000.00000,,75,3,120,360
2022-01-04,483135.45388,116436.57388,366698.88000,1000.00000,3780,14,0,7,59.00000,0.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,59,3,120,360
2022-01-05,485160.47392,116387.99392,368772.48000,1000.00000,3782,11,0,7,74.00000,0.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,74,3,120,360
2022-01-06,484862.79543,116384.07543,368478.72000,1000.00000,3786,8,0,2,70.00000,0.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,70,3,120,360
2022-01-07,485723.06028,116380.34028,369342.72000,1000.00000,3786,11,0,10,86.00000,0.00000,2000.00000,0.00000,0,,0,0,0,1000.00000,,86,3,120,360
2022-01-08,487976.56826,116231.92826,371744.64000,1000.00000,3783,8,0,9,80.00000,0.00000,1800.00000,0.00000,0,,0,0,0,1000.00000,,80,3,120,360
2022-01-09,486804.41914,116234.81914,370569.60000,1000.00000,3784,9,0,5,89.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,89,3,120,360
2022-01-10,486540.49169,115953.61169,370586.88000,1000.00000,3786,11,0,5,86.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,86,3,120,360
2022-01-11,484072.64539,114176.96539,369895.68000,1000.00000,3787,8,0,2,85.00000,0.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,85,3,120,360
2022-01-12,486583.84558,118036.00558,368547.84000,1000.00000,3785,9,0,7,67.00000,0.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-01-13,487868.44914,118162.84914,369705.60000,1000.00000,3790,12,0,5,84.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,84,3,120,360
2022-01-14,489162.71381,118282.07381,370880.64000,1000.00000,3796,13,0,5,93.00000,0.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,93,3,120,360
2022-01-15,487920.25957,118301.05957,369619.20000,1000.00000,3799,8,0,2,70.00000,0.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,70,3,120,360
2022-01-16,487498.69947,117965.89947,369532.80000,1000.00000,3804,11,0,3,67.00000,0.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
