Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),OGI_persitehigh Deployment Cost ($),OGI_persitehigh Sites flagged for Follow-Up,OGI_persitehigh Leaks tagged for repair,OGI_persitehigh Sites Visited,OGI_persitehigh Travel Time (Minutes),OGI_persitehigh Survey Time (Minutes)
2022-01-01,1055.20167,767.54805,287.65362,5512.00000,361,364,0,3,29,0.00000,600.00000,5512.00000,,29,3,180,300
2022-01-02,1055.20167,767.54805,287.65362,5512.00000,361,0,0,0,39,0.00000,0.00000,5512.00000,,39,3,180,360
2022-01-03,1064.13964,767.54805,296.59159,5512.00000,362,1,0,0,22,0.00000,0.00000,5512.00000,,22,3,180,300
2022-01-04,1072.40726,775.81567,296.59159,5512.00000,363,1,0,0,35,0.00000,0.00000,5512.00000,,35,3,180,360
2022-01-05,1075.53555,778.49706,297.03849,0.00000,365,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-06,1088.71905,792.12746,296.59159,0.00000,367,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-07,1089.16595,792.12746,297.03849,0.00000,368,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-08,1092.77838,797.71369,295.06468,0.00000,367,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-09,1091.25147,797.71369,293.53778,0.00000,367,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-10,1089.24043,795.03230,294.20813,0.00000,367,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-11,1088.30939,792.12746,296.18193,0.00000,366,1,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-12,1093.67217,797.49024,296.18193,0.00000,368,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-13,1084.73421,797.26679,287.46741,0.00000,365,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-14,1076.46658,788.99917,287.46741,0.00000,364,0,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-15,1076.46658,788.99917,287.46741,0.00000,364,0,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-16,950.88813,663.42072,287.46741,6400.00000,332,0,32,0,0,6400.00000,0.00000,0.00000,,0,0,0,0
2022-01-17,809.66822,522.20081,287.46741,7200.00000,294,0,36,2,0,7200.00000,400.00000,0.00000,,0,0,0,0
2022-01-18,732.57824,445.55773,287.02051,4000.00000,274,1,20,0,0,4000.00000,0.00000,0.00000,,0,0,0,0
2022-01-19,630.23851,342.77109,287.46741,6600.00000,243,2,33,0,0,6600.00000,0.00000,0.00000,,0,0,0,0
2022-01-20,644.09236,347.68698,296.40538,0.00000,244,3,0,2,0,0.00000,400.00000,0.00000,,0,0,0,0
2022-01-21,653.70067,347.68698,306.01370,0.00000,246,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-22,647.89099,350.14492,297.74608,0.00000,245,1,0,1,0,0.00000,200.00000,0.00000,,0,0,0,0
2022-01-23,652.13653,354.39045,297.74608,0.00000,247,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-24,655.93516,357.51874,298.41642,0.00000,250,3,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-25,656.38206,357.51874,298.86332,0.00000,251,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-26,659.51035,360.20013,299.31022,0.00000,253,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-27,662.63864,363.32842,299.31022,0.00000,255,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-28,663.08554,363.77532,299.31022,0.00000,256,1,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-29,668.44832,369.13810,299.31022,0.00000,258,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
2022-01-30,660.62760,369.58500,291.04260,0.00000,259,2,0,0,0,0.00000,0.00000,0.00000,,0,0,0,0
