Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,29606.5738999872,10850.0,13.088309417665092,4823.989346250768
P_aircraft,1,0.0,250.0,inf,0.0
P_aircraft,2,25299.3668443776,10050.0,14.18725510549043,4122.188421275595
P_aircraft,3,17021.467306512,7650.0,16.051159444389413,2773.417053305352
P_aircraft,4,27150.6435737184,10250.0,13.48297426458733,4423.8288356467365
P_drone,0,29523.6742417632,11600.0,14.032322362495098,4810.4819721982585
P_drone,1,0.0,1000.0,inf,0.0
P_drone,2,25299.3668443776,10800.0,15.246005486497179,4122.188421275595
P_drone,3,16985.4919831008,8400.0,17.66213191225052,2767.5553626737446
P_drone,4,27150.6435737184,11000.0,14.469533357118111,4423.8288356467365
P_OGI,0,119365.0057349856,53904.0,16.128201438008244,19448.907459737562
P_OGI,1,97601.2757604,43904.0,16.06536377505209,15902.803074720392
P_OGI,2,115553.8558932192,53104.0,16.412878773374807,18827.932324426332
P_OGI,3,100732.0227050016,49104.0,17.409699900994934,16412.915793523418
P_OGI,4,122208.6203502336,54304.0,15.86981806905624,19912.23586292052
P_stationary,0,212893.0257391776,235150.0,39.44804794123796,34688.028798135514
P_stationary,1,188231.159448864,223750.0,42.45349947356793,30669.712438903378
P_stationary,2,238544.3251171584,239750.0,35.89479647354689,38867.55984873512
P_stationary,3,211213.3580814816,227550.0,38.47666543491333,34414.34975261884
P_stationary,4,202922.49830688,232950.0,40.99911506392479,33063.466689990826
P_truck,0,119091.7273469472,46500.0,13.944833303795862,19404.380455805556
P_truck,1,98716.957684272,36900.0,13.349855726632763,16084.588300283604
P_truck,2,115243.7083856064,45900.0,14.224513747862494,18777.397997910048
P_truck,3,99628.407039312,41900.0,15.020099346144331,16233.096600947263
P_truck,4,123450.5510802432,47500.0,13.741765885888093,20114.591617780432
