Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,9876.19453,6654.98793,3221.20660,6300.00000,3655,3680,0,21,0.00000,0.00000,4200.00000,6300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-02,9867.51725,6655.65828,3211.85897,300.00000,3655,10,0,5,0.00000,0.00000,1000.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-03,9867.44277,6662.80865,3204.63412,300.00000,3658,15,0,7,0.00000,0.00000,1400.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-04,9887.14354,6667.27763,3219.86590,300.00000,3662,14,0,6,0.00000,0.00000,1200.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-05,9872.73106,6666.83074,3205.90033,300.00000,3656,7,0,5,0.00000,0.00000,1000.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-06,9893.28839,6677.55630,3215.73209,300.00000,3658,15,0,11,0.00000,0.00000,2200.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-07,9881.89248,6683.36598,3198.52650,300.00000,3659,11,0,7,0.00000,0.00000,1400.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-08,9883.64283,6690.96325,3192.67958,300.00000,3660,8,0,5,0.00000,0.00000,1000.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-09,9891.05390,6684.25977,3206.79413,300.00000,3659,10,0,6,0.00000,0.00000,1200.00000,300,0,,100,0,0,0.00000,,0,0,0,0
2022-01-10,9872.06072,6667.50108,3204.55963,1300.00000,3649,7,0,11,52.00000,0.00000,2200.00000,300,100,,100,0,0,1000.00000,,52,3,120,360
2022-01-11,9881.66903,6660.12726,3221.54177,1300.00000,3647,7,0,8,43.00000,0.00000,1600.00000,300,0,,100,0,0,1000.00000,,43,3,120,360
2022-01-12,9870.01243,6656.10517,3213.90726,1300.00000,3642,8,0,9,47.00000,0.00000,1800.00000,300,0,,100,0,0,1000.00000,,47,3,120,360
2022-01-13,9893.69805,6670.85282,3222.84523,1300.00000,3646,15,0,7,53.00000,0.00000,1400.00000,300,0,,100,0,0,1000.00000,,53,3,120,360
2022-01-14,9887.73940,6677.77975,3209.95966,1300.00000,3647,8,0,3,57.00000,0.00000,600.00000,300,0,,100,0,0,1000.00000,,57,3,120,360
2022-01-15,9893.95874,6690.29290,3203.66584,1300.00000,3652,13,0,6,62.00000,0.00000,1200.00000,300,0,,100,0,0,1000.00000,,62,3,120,360
2022-01-16,9892.13390,6703.02951,3189.10440,1300.00000,3654,12,0,6,55.00000,0.00000,1200.00000,300,0,,100,0,0,1000.00000,,55,3,120,360
2022-01-17,9890.30907,6716.65991,3173.64916,1300.00000,3655,10,0,5,58.00000,0.00000,1000.00000,300,0,,100,0,0,1000.00000,,58,3,120,360
2022-01-18,9902.82223,6729.61997,3173.20226,1300.00000,3663,15,0,4,61.00000,0.00000,800.00000,300,0,,100,0,0,1000.00000,,61,3,120,360
2022-01-19,9909.93536,6726.26823,3183.66713,1300.00000,3672,16,0,6,58.00000,0.00000,1200.00000,300,24,,100,0,0,1000.00000,,58,3,120,360
2022-01-20,9886.21250,6700.79502,3185.41748,1300.00000,3665,7,0,13,58.00000,0.00000,2600.00000,300,0,,100,0,0,1000.00000,,58,3,120,360
2022-01-21,9880.81248,6701.46536,3179.34711,1300.00000,3666,12,0,6,62.00000,0.00000,1200.00000,300,0,,100,0,0,1000.00000,,62,3,120,360
2022-01-22,9847.81648,6672.64042,3175.17606,1300.00000,3657,8,0,14,53.00000,0.00000,2800.00000,300,0,,100,0,0,1000.00000,,53,3,120,360
2022-01-23,9851.72684,6669.95903,3181.76781,1300.00000,3665,15,0,5,50.00000,0.00000,1000.00000,300,0,,100,0,0,1000.00000,,50,3,120,360
2022-01-24,9874.66762,6680.01424,3194.65338,1300.00000,3669,10,0,5,43.00000,0.00000,1000.00000,300,0,,100,0,0,1000.00000,,43,3,120,360
2022-01-25,9714.67799,6520.69495,3193.98304,10300.00000,3622,8,45,7,57.00000,9000.00000,1400.00000,300,0,,100,0,0,1000.00000,,57,3,120,360
2022-01-26,9604.74097,6419.47246,3185.26852,8100.00000,3585,9,34,9,54.00000,6800.00000,1800.00000,300,0,,100,0,0,1000.00000,,54,3,120,360
2022-01-27,9426.42850,6250.76830,3175.66020,9300.00000,3539,3,40,5,39.00000,8000.00000,1000.00000,300,24,,100,0,0,1000.00000,,39,3,120,360
2022-01-28,9331.38810,6117.36912,3214.01898,10100.00000,3500,16,44,11,46.00000,8800.00000,2200.00000,300,0,,100,0,0,1000.00000,,46,3,120,360
2022-01-29,9172.55295,5960.28432,3212.26863,10900.00000,3454,7,48,1,22.00000,9600.00000,200.00000,300,0,,100,0,0,1000.00000,,22,3,120,360
2022-01-30,8992.45289,5788.00498,3204.44791,11900.00000,3400,9,53,7,8.00000,10600.00000,1400.00000,300,0,,100,0,0,1000.00000,,8,3,120,360
2022-01-31,8854.95714,5636.28296,3218.67417,10700.00000,3363,13,47,2,15.00000,9400.00000,400.00000,300,0,,100,0,0,1000.00000,,15,3,120,360
2022-02-01,8673.70258,5460.42843,3213.27415,10900.00000,3315,10,48,7,13.00000,9600.00000,1400.00000,300,0,,100,0,0,1000.00000,,13,3,120,360
2022-02-02,8502.80118,5283.23321,3219.56797,11300.00000,3260,6,50,7,26.00000,10000.00000,1400.00000,300,0,,100,0,0,1000.00000,,26,3,120,360
2022-02-03,8496.20943,5261.78208,3234.42734,1500.00000,3257,8,1,8,42.00000,200.00000,1600.00000,300,0,,100,0,0,1000.00000,,42,3,120,360
2022-02-04,8487.86732,5248.82203,3239.04529,1500.00000,3261,13,1,6,12.00000,200.00000,1200.00000,300,24,,100,0,0,1000.00000,,12,3,120,360
2022-02-05,8488.12801,5242.11855,3246.00946,1300.00000,3260,6,0,4,27.00000,0.00000,800.00000,300,0,,100,0,0,1000.00000,,27,3,120,360
2022-02-06,8520.04401,5255.30205,3264.74195,1300.00000,3266,12,0,3,10.00000,0.00000,600.00000,300,0,,100,0,0,1000.00000,,10,3,120,360
2022-02-07,8502.16807,5227.37090,3274.79717,1500.00000,3260,8,1,10,16.00000,200.00000,2000.00000,300,0,,100,0,0,1000.00000,,16,3,120,360
2022-02-08,8481.57350,5213.07015,3268.50335,1500.00000,3252,8,1,13,13.00000,200.00000,2600.00000,300,0,,100,0,0,1000.00000,,13,3,120,360
2022-02-09,8491.59148,5212.39981,3279.19167,1500.00000,3257,11,1,4,14.00000,200.00000,800.00000,300,0,,100,0,0,1000.00000,,14,3,120,360
2022-02-10,8414.27805,5126.14841,3288.12964,6900.00000,3233,6,28,1,12.00000,5600.00000,200.00000,300,0,,100,0,0,1000.00000,,12,3,120,360
2022-02-11,8422.91808,5129.50015,3293.41794,1300.00000,3237,9,0,4,14.00000,0.00000,800.00000,300,0,,100,0,0,1000.00000,,14,3,120,360
2022-02-12,8430.55260,5147.37608,3283.17651,1500.00000,3237,16,1,10,26.00000,200.00000,2000.00000,300,24,,100,0,0,1000.00000,,26,3,120,360
2022-02-13,8432.60088,5152.96232,3279.63857,1300.00000,3235,11,0,6,12.00000,0.00000,1200.00000,300,0,,100,0,0,1000.00000,,12,3,120,360
2022-02-14,8441.91127,5156.98440,3284.92687,1300.00000,3237,11,0,7,15.00000,0.00000,1400.00000,300,0,,100,0,0,1000.00000,,15,3,120,360
2022-02-15,8448.31681,5149.16368,3299.15313,2100.00000,3241,15,4,5,9.00000,800.00000,1000.00000,300,0,,100,0,0,1000.00000,,9,3,120,360
