Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,11563.4967920064,10056.0,31.058326352554968,1884.1148428210372
P_aircraft,1,32660.6777309088,18212.0,19.914729779567033,5321.614110010273
P_aircraft,2,4627.1863218816,7856.0,60.63542919044094,753.9372031116293
P_aircraft,3,0.0,2500.0,inf,0.0
P_aircraft,4,20721.5628160896,15412.0,26.56308196026518,3376.2973926046043
P_drone,0,11563.4967920064,8556.0,26.425521109035433,1884.1148428210372
P_drone,1,32660.6777309088,16712.0,18.274487375144098,5321.614110010273
P_drone,2,4627.1863218816,6356.0,49.057890521186685,753.9372031116293
P_drone,3,0.0,1000.0,inf,0.0
P_drone,4,20721.5628160896,13912.0,23.977783300753256,3376.2973926046043
P_OGI,0,118261.1665830816,60848.0,18.37579418444318,19269.0518531163
P_OGI,1,112029.8383680192,60448.0,19.270376306045133,18253.741502651676
P_OGI,2,107704.3084352928,58448.0,19.381105563503695,17548.955113559554
P_OGI,3,106592.6486488032,58248.0,19.516221246549083,17367.825240687518
P_OGI,4,94632.5294966304,53848.0,20.322217607121395,15419.086167910296
P_stationary,0,244067.7662746848,865630.0,126.66710403725995,39767.529611820806
P_stationary,1,223168.7847128832,865230.0,138.465025331957,36362.324242831266
P_stationary,2,249971.5178488224,868430.0,124.07556432735105,40729.46579507379
P_stationary,3,209920.0338828288,860830.0,146.45542877812667,34203.62012964304
P_stationary,4,211976.6605229088,856630.0,144.32687304328118,34538.71952461105
P_truck,0,124835.4893519712,61492.0,17.59229581702424,20340.24851042189
P_truck,1,120362.4829894176,60892.0,18.068041068124934,19611.432838890243
P_truck,2,117129.8431753344,59892.0,18.261784887717138,19084.718060068433
P_truck,3,115513.1881498656,58692.0,18.146350998669895,18821.30606765861
P_truck,4,106440.0328555488,54492.0,18.28393702004953,17342.958568737708
