Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,29767604.97045547,243419503.2428206,0.0,38889448.84282057,204530054.4,1.3360017697155973,10.0,0.0016405544479939202,18487.08918074129,103055.27215384849,12.925135790231367,29563840.669936337,121483347.3423884,223033556.7896142
P_aircraft,1,36424495.93812111,248510394.50670746,0.0,44549975.30670747,203960419.2,1.3451230998367827,10.0,0.00177709285460452,18950.00720655082,103403.52,13.01195073797315,35868896.106614,125150730.84561805,217762108.94116527
P_aircraft,2,35207051.377121136,251604944.00888625,0.0,39403485.44888625,212201458.56,1.3758091610886993,10.0,0.0016727890121856553,19363.16330682517,106047.36,12.821391196599086,34894438.42291543,125072379.28528588,219845165.1680491
P_aircraft,3,66706005.71254266,256864857.1005674,0.0,52283913.100567386,204580944.0,1.4873805204191086,10.0,0.00182521429472022,19806.06500891105,102066.04799999938,13.102320234581258,65656835.01607855,128994026.87716839,215747574.0807936
P_aircraft,4,38533726.782278344,251468825.7652055,0.0,44774952.48520553,206693873.28,1.393958644520058,10.0,0.0019520074759804,19235.739751029258,102816.0,13.436206020310802,37835413.979115106,127474779.4363241,211190282.4701609
P_drone,0,29399584.912579395,243790765.0636184,0.0,39260710.663618386,204530054.4,1.3360017697155973,10.0,0.0016405544479939202,18515.28556722248,103109.76,12.807882095524215,29196046.694125533,121753538.73232153,224656160.09671888
P_drone,1,37879515.381921105,247040899.28198844,0.0,43080480.08198844,203960419.2,1.3451230998367827,10.0,0.00177709285460452,18837.951752477387,103109.76,13.03350639089049,37083902.897825934,125035105.50776674,217999753.44968286
P_drone,2,36034543.118094206,250749424.96256134,0.0,38547966.40256134,212201458.56,1.3758091610886993,10.0,0.0016727890121856553,19297.3237619333,106047.36,12.661882361288635,35633325.84811193,124734890.11951368,219208988.70051867
P_drone,3,65977723.84062519,257588899.06288856,0.0,53007955.06288856,204580944.0,1.4873805204191086,10.0,0.00182521429472022,19861.89367436877,102816.0,13.127321202062678,64941332.24091317,129656625.91791461,215291033.57252866
P_drone,4,38201353.65920797,251825508.50842398,0.0,45131635.228424,206693873.28,1.393958644520058,10.0,0.0019520074759804,19263.023675393863,102816.0,13.464164838075373,37489986.11404261,127652947.40973897,211695809.06971467
P_none,0,0.0,273141239.38608366,0.0,68611184.98608361,204530054.4,1.3360017697155973,10.0,0.0016405544479939202,20744.37908301691,106634.88,14.25815432955142,0.0,143714031.38929743,0.0
P_none,1,0.0,284903548.96798694,0.0,80943129.76798692,203960419.2,1.3451230998367827,10.0,0.00177709285460452,21725.14480463527,109728.0,14.159996625539774,0.0,150094819.51088545,0.0
