Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),drone Deployment Cost ($),drone Sites flagged for Follow-Up,drone Leaks tagged for repair,drone Sites Visited,drone Travel Time (Minutes),drone Survey Time (Minutes),OGI_FU Deployment Cost ($),OGI_FU Sites flagged for Follow-Up,OGI_FU Leaks tagged for repair,OGI_FU Sites Visited,OGI_FU Travel Time (Minutes),OGI_FU Survey Time (Minutes)
2022-01-01,10224.47737,7105.68499,3118.79238,500.00000,3716,3734,0,12,0.00000,0.00000,2400.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-02,10216.69389,7107.69604,3108.99785,500.00000,3717,14,0,11,0.00000,0.00000,2200.00000,500.00000,0,,9,300,180,0.00000,,0,0,0,0
2022-01-03,10235.01672,7108.36638,3126.65034,1500.00000,3725,17,0,6,57.00000,0.00000,1200.00000,500.00000,9,,9,300,180,1000.00000,,57,3,120,360
2022-01-04,10221.98218,7092.72494,3129.25725,1500.00000,3718,8,0,11,48.00000,0.00000,2200.00000,500.00000,9,,9,300,180,1000.00000,,48,3,120,360
2022-01-05,10240.49123,7108.81328,3131.67795,1500.00000,3726,15,0,5,51.00000,0.00000,1000.00000,500.00000,9,,9,300,180,1000.00000,,51,3,120,360
2022-01-06,10249.16851,7113.95261,3135.21589,1500.00000,3727,14,0,9,57.00000,0.00000,1800.00000,500.00000,9,,9,300,180,1000.00000,,57,3,120,360
2022-01-07,10234.19741,7098.53462,3135.66279,1500.00000,3722,4,0,7,50.00000,0.00000,1400.00000,500.00000,9,,9,300,180,1000.00000,,50,3,120,360
2022-01-08,10234.97948,7105.68499,3129.29449,1500.00000,3715,4,0,7,62.00000,0.00000,1400.00000,500.00000,9,,9,300,180,1000.00000,,62,3,120,360
2022-01-09,10213.26767,7081.55248,3131.71519,1500.00000,3711,9,0,10,52.00000,0.00000,2000.00000,500.00000,9,,9,300,180,1000.00000,,52,3,120,360
2022-01-10,10208.31454,7074.62555,3133.68899,1500.00000,3711,9,0,6,52.00000,0.00000,1200.00000,500.00000,9,,9,300,180,1000.00000,,52,3,120,360
2022-01-11,10208.53799,7084.01042,3124.52757,1500.00000,3708,12,0,10,36.00000,0.00000,2000.00000,500.00000,9,,9,300,180,1000.00000,,36,3,120,360
2022-01-12,10191.55585,7085.57456,3105.98129,1500.00000,3706,7,0,3,60.00000,0.00000,600.00000,500.00000,9,,1,30,20,1000.00000,,60,3,120,360
2022-01-13,10186.00686,7090.49045,3095.51642,1000.00000,3707,8,0,4,51.00000,0.00000,800.00000,0.00000,9,,0,0,0,1000.00000,,51,3,120,360
2022-01-14,10219.52424,7115.06986,3104.45438,1000.00000,3714,12,0,3,58.00000,0.00000,600.00000,0.00000,1,,0,0,0,1000.00000,,58,3,120,360
2022-01-15,10201.46210,7107.91948,3093.54261,1000.00000,3713,6,0,4,66.00000,0.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-16,10229.80291,7117.75125,3112.05166,1000.00000,3719,11,0,4,63.00000,0.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-17,10206.97385,7110.37743,3096.59642,1000.00000,3714,3,0,4,71.00000,0.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,71,3,120,360
2022-01-18,10068.62154,6979.88309,3088.73846,10200.00000,3673,11,46,2,66.00000,9200.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-19,9904.34913,6821.01069,3083.33843,10400.00000,3626,11,47,7,67.00000,9400.00000,1400.00000,0.00000,0,,0,0,0,1000.00000,,67,3,120,360
2022-01-20,9812.06460,6720.23510,3091.82950,9000.00000,3591,12,40,5,64.00000,8000.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,64,3,120,360
2022-01-21,9675.79782,6576.55725,3099.24057,10600.00000,3541,5,48,4,60.00000,9600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,60,3,120,360
2022-01-22,9517.63302,6429.08077,3088.55225,9600.00000,3497,7,43,4,72.00000,8600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,72,3,120,360
2022-01-23,9370.34275,6270.87873,3099.46402,11200.00000,3454,14,51,5,63.00000,10200.00000,1000.00000,0.00000,0,,0,0,0,1000.00000,,63,3,120,360
2022-01-24,9175.19710,6091.67246,3083.52464,10000.00000,3410,11,45,4,66.00000,9000.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,66,3,120,360
2022-01-25,9030.58822,5944.64288,3085.94534,10000.00000,3368,8,45,4,77.00000,9000.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,77,3,120,360
2022-01-26,8956.84998,5870.90464,3085.94534,6200.00000,3345,8,26,4,72.00000,5200.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,72,3,120,360
2022-01-27,8791.01342,5704.43497,3086.57845,11600.00000,3298,9,53,0,75.00000,10600.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,75,3,120,360
2022-01-28,8704.83651,5602.09523,3102.74127,9000.00000,3266,13,40,4,73.00000,8000.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,73,3,120,360
2022-01-29,8591.13810,5489.70028,3101.43782,10200.00000,3230,15,46,1,73.00000,9200.00000,200.00000,0.00000,0,,0,0,0,1000.00000,,73,3,120,360
2022-01-30,8381.09584,5288.59599,3092.49985,13000.00000,3173,9,60,2,81.00000,12000.00000,400.00000,0.00000,0,,0,0,0,1000.00000,,81,3,120,360
2022-01-31,8184.75846,5087.71515,3097.04332,11600.00000,3117,6,53,4,83.00000,10600.00000,800.00000,0.00000,0,,0,0,0,1000.00000,,83,3,120,360
2022-02-01,8010.72877,4898.90056,3111.82821,12200.00000,3063,8,56,3,92.00000,11200.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,92,3,120,360
2022-02-02,7819.75417,4712.09702,3107.65716,12200.00000,3009,9,56,3,77.00000,11200.00000,600.00000,0.00000,0,,0,0,0,1000.00000,,77,3,120,360
2022-02-03,7630.93959,4513.67412,3117.26547,12800.00000,2960,12,59,0,85.00000,11800.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,85,3,120,360
2022-02-04,7450.61607,4333.35060,3117.26547,11400.00000,2914,7,52,0,90.00000,10400.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,90,3,120,360
2022-02-05,7274.27740,4153.25053,3121.02687,10500.00000,2878,16,50,0,29.00000,10000.00000,0.00000,0.00000,0,,0,0,0,500.00000,,29,1,30,120
2022-02-06,7043.00747,3931.14202,3111.86545,13200.00000,2818,8,66,0,0.00000,13200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-07,6868.94053,3739.86949,3129.07104,10800.00000,2774,11,54,1,0.00000,10800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-08,6698.22533,3560.21632,3138.00901,11600.00000,2723,11,58,2,0.00000,11600.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-09,6475.26026,3340.11885,3135.14141,13800.00000,2654,8,69,3,0.00000,13800.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-10,6259.89246,3127.17175,3132.72071,13200.00000,2587,6,66,3,0.00000,13200.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-11,6027.98941,2923.60951,3104.37990,13000.00000,2525,10,65,1,0.00000,13000.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-12,5812.50989,2695.02097,3117.48892,13400.00000,2469,15,67,2,0.00000,13400.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-13,5544.03566,2431.35090,3112.68476,14200.00000,2399,8,71,1,0.00000,14200.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-14,5289.97390,2194.94163,3095.03228,13800.00000,2335,10,69,1,0.00000,13800.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-15,5043.28597,1940.43297,3102.85300,15200.00000,2259,7,76,5,0.00000,15200.00000,1000.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-16,4741.14539,1653.74763,3087.39776,16400.00000,2179,6,82,0,0.00000,16400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-17,4511.21615,1415.99767,3095.21848,14000.00000,2117,13,70,3,0.00000,14000.00000,600.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-18,4253.05783,1153.44484,3099.61298,15600.00000,2052,14,78,1,0.00000,15600.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-19,3959.66901,842.85044,3116.81857,16200.00000,1977,9,81,2,0.00000,16200.00000,400.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-20,3882.13213,757.04594,3125.08619,5200.00000,1960,12,26,0,0.00000,5200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-21,3888.57492,759.95078,3128.62414,0.00000,1965,8,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
