Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,117395.3008592352,42550.0,12.944665127312128,19127.970786417103
P_aircraft,1,89387.2826500608,40350.0,16.121660552240183,14564.444391668902
P_aircraft,2,92442.2803283808,37550.0,14.507121890628056,15062.21479572916
P_aircraft,3,116197.6130911008,41550.0,12.7707319621544,18932.82382165406
P_aircraft,4,127895.6262921984,47950.0,13.389824575294815,20838.85628745113
P_drone,0,117395.3008592352,43300.0,13.172831962693657,19127.970786417103
P_drone,1,89393.0923295712,41100.0,16.420252444624026,14565.391000086272
P_drone,2,92469.5411324832,38300.0,14.79251574199317,15066.656573727669
P_drone,3,116197.6130911008,42300.0,13.001250589630112,18932.82382165406
P_drone,4,127880.2082964384,48700.0,13.600898352103757,20836.344134321283
P_OGI,0,102768.9856877952,46304.0,16.091569598031754,16744.811262445197
P_OGI,1,77278.7932406208,42504.0,19.643163879040475,12591.53039940335
P_OGI,2,81144.241204896,41304.0,18.179267379160006,13221.352676750961
P_OGI,3,101080.1565428544,44704.0,15.795102453116394,16469.63947693726
P_OGI,4,105893.9229546144,50704.0,17.10067105204202,17253.977373112408
P_stationary,0,244635.1036916544,233950.0,34.154367123814296,39859.96954304811
P_stationary,1,205297.0932090816,229750.0,39.968209070064745,33450.374697265754
P_stationary,2,191531.5043351616,227350.0,42.393249535252785,31207.45884023419
P_stationary,3,214959.9309319296,228150.0,37.905735503304314,35024.80294374344
P_stationary,4,235730.876026752,237350.0,35.959590263108865,38409.14650836731
P_truck,0,117395.3008592352,43100.0,13.111987473258583,19127.970786417103
P_truck,1,89393.0923295712,40900.0,16.340348539784006,14565.391000086272
P_truck,2,92469.5411324832,38100.0,14.715270228980152,15066.656573727669
P_truck,3,116197.6130911008,42100.0,12.939778955636589,18932.82382165406
P_truck,4,127880.2082964384,48500.0,13.545042506715241,20836.344134321283
