Program Name,Simulation,"Total ""True"" Mitigated Emissions (Kg Methane)","Total ""True"" Emissions (Kg Methane)","Total ""Estimated"" Emissions (Kg Methane)","Total ""True"" Mitigable Emissions (Kg Methane)","Total ""True"" Non-Mitigable Emissions (Kg Methane)","Average ""True"" Emissions Rate (g/s)","95th Percentile ""True"" Emissions Rate (g/s)","5th Percentile ""True"" Emissions Rate (g/s)","Average ""True"" Emissions Amount (Kg Methane)","95th Percentile ""True"" Emissions Amount (Kg Methane)","5th Percentile ""True"" Emissions Amount (Kg Methane)","Year 2022 ""True"" Mitigated Emissions (Kg Methane)","Year 2022 ""True"" Emissions (Kg Methane)","Year 2022 ""Estimated"" Emissions (Kg Methane)"
P_aircraft,0,1701362.5891081416,12977293.009526037,0.0,2547085.0095260357,10430208.0,1.1968885887281382,10.0,0.00164772629214293,17165.731494082058,87113.3919389236,9.455905626620565,1701347.0179743092,11370043.975043943,9605158.10321828
P_aircraft,1,2233374.3090823917,13256775.812131993,0.0,1991027.9721319925,11265747.84,1.4181588222978534,10.0,0.0020621690993008848,18671.51522835492,104593.24799999999,11.277687618708612,2232918.007612282,6471536.199218657,12020096.450435499
P_aircraft,2,1585513.996559474,15111112.918586234,0.0,2642348.7585862326,12468764.16,1.3457750676139444,10.0,0.00232454531029522,19249.8253739952,104696.06399999995,10.273834245982512,1585216.5099970312,7380723.297346033,13187340.825578164
P_aircraft,3,2039947.1376373733,15408381.903241012,0.0,2320233.423241011,13088148.48,1.5231000003390296,10.0,0.0014463947542910451,20544.509204321348,108915.80434078135,8.25231145171344,2039947.1376373738,8082547.873813605,12565046.894190053
P_aircraft,4,3166492.8529578373,15153881.620827876,0.0,2541105.940827875,12612775.68,1.6029789925678521,10.0,0.0023553407797352304,21586.725955595266,125279.99999999921,15.5354179629783,3166480.9768672017,12460974.388720326,14404787.608308762
P_drone,0,1702176.4420303367,12976478.359633252,0.0,2546270.359633251,10430208.0,1.1968885887281382,10.0,0.00164772629214293,17164.653914858798,87113.3919389236,9.413363056214969,1702160.8708965045,11369493.282056788,9604415.207147643
P_drone,1,2236143.993114718,13254006.128099667,0.0,1988258.2880996661,11265747.84,1.4181588222978534,10.0,0.0020621690993008848,18667.614264929107,104593.24799999999,11.277687618708612,2235687.691644607,6470496.108315996,12017331.91518554
P_drone,2,1585427.3647537846,15111199.550391924,0.0,2642435.3903919216,12468764.16,1.3457750676139444,10.0,0.00232454531029522,19249.935732983344,104696.06399999995,10.389270069494977,1585129.8781913419,7380725.547828886,13187422.086994778
P_drone,3,2055219.5326721214,15393109.508206263,0.0,2304961.0282062627,13088148.48,1.5231000003390296,10.0,0.0014463947542910451,20524.146010941684,108915.80434078135,8.25231145171344,2055219.532672121,8080546.999611206,12549764.495464742
P_drone,4,3178408.089225118,15141966.384560592,0.0,2529190.704560594,12612775.68,1.6029789925678521,10.0,0.0023553407797352304,21569.752684559247,125279.99999999921,15.465482775168258,3178396.213134484,12459132.905972559,14392867.667952381
P_none,0,0.0,14678365.435190046,0.0,4248157.435190046,10430208.0,1.1968885887281382,10.0,0.00164772629214293,19415.827295224928,92240.64,10.795810232287975,0.0,7534555.301936089,0.0
P_none,1,0.0,15489382.42033944,0.0,4223634.580339441,11265747.84,1.4181588222978534,10.0,0.0020621690993008848,21816.031577942875,126532.79999999994,15.920799030064988,0.0,8175399.965642506,0.0
P_none,2,0.0,16694767.101517038,0.0,4226002.941517039,12468764.16,1.3457750676139444,10.0,0.00232454531029522,21267.219237601323,107117.18124358341,17.44831437790464,0.0,8444564.99750867,0.0
