Program Name,Simulation,Mitigated Methane (kg),Total Cost ($),Mitigation Ratio ($/tonne CO2e),Value of Mitigated Methane ($)
P_aircraft,0,12421.3183392384,4450.0,12.794823149047152,2023.885220130156
P_aircraft,1,9354.030975792,5950.0,22.717478758616977,1524.1123786950504
P_aircraft,2,24772.697049024,15050.0,21.69727417795135,4036.3747269805262
P_aircraft,3,13327.8517825056,10050.0,26.930714513175193,2171.5925396975476
P_aircraft,4,18006.878304144,7350.0,14.577762761888037,2933.976399696228
P_drone,0,14319.7428555648,8600.0,21.448908701841543,2333.207726420686
P_drone,1,9354.030975792,8200.0,31.308121986665416,1524.1123786950504
P_drone,2,29603.2221578304,18100.0,21.836426047884906,4823.443225361861
P_drone,3,15295.5455679648,15300.0,35.72468657626825,2492.2015331529883
P_drone,4,18006.878304144,9600.0,19.040343199200702,2933.976399696228
P_OGI,0,110404.0219519008,82312.0,26.626876754499193,17988.836785989468
P_OGI,1,97254.2590800768,77112.0,28.317525896037345,15846.26141696204
P_OGI,2,115521.4557909216,82712.0,25.5710073923094,18822.653167546207
P_OGI,3,98733.0461342688,78112.0,28.255122220381047,16087.209694830788
P_OGI,4,112822.636172688,82512.0,26.11937854693131,18382.917143722894
P_stationary,0,207647.10860996164,254150.0,43.71255528212188,33833.277808435116
P_stationary,1,185269.340123136,246150.0,47.45022259337998,30187.124182622985
P_stationary,2,232943.57056296,257550.0,39.48687771671377,37954.99291709058
P_stationary,3,208220.479318368,250350.0,42.94040364252826,33926.70078260794
P_stationary,4,197243.313236496,249950.0,45.257735574449825,32138.12057032615
P_truck,0,121732.4501559936,66300.0,19.45132246843681,19834.650393160475
P_truck,1,110963.5386851232,64900.0,20.888457328622454,18080.002442955774
P_truck,2,142814.659956048,69900.0,17.480198266738586,23269.710316488177
P_truck,3,126319.41569260802,64700.0,18.292629625023704,20582.03416525769
P_truck,4,118910.2865436,66300.0,19.912971465163675,19374.817139723164
