Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,1040.00712,733.58377,306.42335,400.00000,392,393,0,1,0.00000,0.00000,200.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,1033.75054,727.32719,306.42335,400.00000,390,0,0,2,0.00000,0.00000,400.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,1034.45813,730.00858,304.44955,5512.00000,390,1,0,0,64.00000,0.00000,0.00000,0.00000,9,,0,0,0,5512.00000,,64,3,120,360
2022-01-04,1043.17265,738.72310,304.44955,5512.00000,392,2,0,0,61.00000,0.00000,0.00000,0.00000,1,,0,0,0,5512.00000,,61,3,120,360
2022-01-05,1043.17265,738.72310,304.44955,5512.00000,392,0,0,0,81.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,81,3,120,360
2022-01-06,1051.44027,738.72310,312.71717,2756.00000,393,1,0,0,30.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,30,1,30,120
2022-01-07,1056.09546,741.40449,314.69097,0.00000,395,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,1056.54236,741.85139,314.69097,0.00000,396,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,1057.47340,744.53278,312.94062,0.00000,397,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,1061.71894,748.77831,312.94062,0.00000,399,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,1059.52168,748.55487,310.96682,0.00000,397,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,1062.64997,751.23626,311.41372,0.00000,399,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,1054.15890,751.01281,303.14610,0.00000,397,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,1054.15890,751.01281,303.14610,0.00000,397,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,1054.15890,751.01281,303.14610,0.00000,397,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,1054.38235,751.23626,303.14610,0.00000,398,2,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,1054.15890,751.01281,303.14610,0.00000,397,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,873.20228,572.02999,301.17230,11200.00000,342,2,56,0,0.00000,11200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,689.08013,388.57818,300.50195,10400.00000,292,3,52,0,0.00000,10400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,441.94530,141.44335,300.50195,14600.00000,220,1,73,0,0.00000,14600.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,351.00147,50.94642,300.05505,5400.00000,193,1,27,0,0.00000,5400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
