Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),stationary Deployment Cost ($),stationary Sites flagged for Follow-Up,stationary Leaks tagged for repair,stationary Sites Visited,stationary Travel Time (Minutes),stationary Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,914.50315,654.03585,260.46730,6030.00000,329,330,0,1,0.00000,0.00000,200.00000,6030,0,,10,0,0,0.00000,,0,0,0,0
2022-01-02,914.27970,653.81240,260.46730,30.00000,328,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-03,918.22730,653.81240,264.41490,30.00000,330,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-04,918.22730,653.81240,264.41490,30.00000,330,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-05,919.97765,653.58895,266.38870,30.00000,330,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-06,919.97765,653.58895,266.38870,30.00000,330,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-07,918.86041,652.02481,266.83560,30.00000,329,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-08,916.17901,649.34341,266.83560,30.00000,328,1,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-09,913.49762,646.66202,266.83560,30.00000,327,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-10,920.64800,653.81240,266.83560,5542.00000,331,4,0,0,32.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,32,3,120,360
2022-01-11,920.64800,653.81240,266.83560,5542.00000,331,0,0,0,32.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,32,3,120,360
2022-01-12,920.87145,654.03585,266.83560,5542.00000,332,1,0,0,46.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,46,3,120,360
2022-01-13,920.87145,654.03585,266.83560,2786.00000,332,0,0,0,11.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,11,1,30,120
2022-01-14,916.21626,651.35446,264.86180,30.00000,330,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-15,922.24938,657.38759,264.86180,30.00000,333,4,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-16,926.04802,660.73932,265.30870,30.00000,334,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-17,934.31564,660.73932,273.57632,30.00000,335,2,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-18,931.63425,658.05793,273.57632,30.00000,334,0,0,1,0.00000,0.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-19,925.37767,660.73932,264.63835,5542.00000,333,1,0,0,41.00000,0.00000,0.00000,30,10,,10,0,0,5512.00000,,41,3,120,360
2022-01-20,928.02182,660.73932,267.28250,5542.00000,335,2,0,0,33.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,33,3,120,360
2022-01-21,911.71003,660.96277,250.74726,5542.00000,334,1,0,0,32.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,32,3,120,360
2022-01-22,916.40246,665.65521,250.74726,2786.00000,336,2,0,0,13.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,13,1,30,120
2022-01-23,915.32246,665.65521,249.66725,30.00000,337,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-24,921.61628,673.92283,247.69345,30.00000,337,1,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-25,841.17456,593.48111,247.69345,5230.00000,311,2,26,1,0.00000,5200.00000,200.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-26,755.40731,509.68766,245.71965,4830.00000,287,1,24,0,0.00000,4800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-27,613.96395,368.24430,245.71965,8230.00000,248,2,41,0,0.00000,8200.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-01-28,587.59695,341.87730,245.71965,7542.00000,238,0,10,0,27.00000,2000.00000,0.00000,30,10,,10,0,0,5512.00000,,27,3,120,360
2022-01-29,588.30454,344.55869,243.74585,5542.00000,238,1,0,0,19.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,19,3,120,360
2022-01-30,591.20938,347.46353,243.74585,5542.00000,240,2,0,0,21.00000,0.00000,0.00000,30,0,,10,0,0,5512.00000,,21,3,120,360
2022-01-31,593.18318,347.46353,245.71965,2786.00000,241,1,0,0,12.00000,0.00000,0.00000,30,0,,10,0,0,2756.00000,,12,1,30,120
2022-02-01,596.31147,350.14492,246.16655,30.00000,243,2,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-02,596.31147,350.14492,246.16655,30.00000,243,0,0,0,0.00000,0.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
2022-02-03,566.59272,320.42617,246.16655,1830.00000,234,0,9,0,0.00000,1800.00000,0.00000,30,0,,10,0,0,0.00000,,0,0,0,0
