Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_persitehigh Deployment Cost ($),OGI_FU_persitehigh Sites flagged for Follow-Up,OGI_FU_persitehigh Leaks tagged for repair,OGI_FU_persitehigh Sites Visited,OGI_FU_persitehigh Travel Time (Minutes),OGI_FU_persitehigh Survey Time (Minutes)
2022-01-01,963.58749,659.62208,303.96541,400.00000,371,371,0,0,0.00000,0.00000,0.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,963.14059,659.17518,303.96541,400.00000,370,0,0,1,0.00000,0.00000,200.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,965.15163,661.85657,303.29506,5512.00000,370,1,0,0,33.00000,0.00000,0.00000,0.00000,9,,0,0,0,5512.00000,,33,3,120,360
2022-01-04,965.15163,661.85657,303.29506,5512.00000,370,0,0,0,44.00000,0.00000,0.00000,0.00000,1,,0,0,0,5512.00000,,44,3,120,360
2022-01-05,967.12544,661.85657,305.26886,5512.00000,371,1,0,0,38.00000,0.00000,0.00000,0.00000,0,,0,0,0,5512.00000,,38,3,120,360
2022-01-06,967.12544,661.85657,305.26886,2756.00000,371,0,0,0,20.00000,0.00000,0.00000,0.00000,0,,0,0,0,2756.00000,,20,1,30,120
2022-01-07,969.80683,664.53796,305.26886,0.00000,372,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,972.93512,667.44280,305.49231,0.00000,375,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,970.25372,664.76141,305.49231,0.00000,374,0,0,1,0.00000,0.00000,200.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,974.72271,669.23039,305.49231,0.00000,375,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,985.44827,680.62630,304.82197,0.00000,377,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,985.44827,680.62630,304.82197,0.00000,377,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,992.11451,685.31874,306.79577,0.00000,380,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,994.79590,688.00013,306.79577,0.00000,381,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
