Date,Daily Emissions (Kg Methane),Daily Mitigable Emissions (Kg Methane),Daily Non-Mitigable Emissions (Kg Methane),Daily Cost ($),Active Leaks,New Leaks,Leaks Repaired,Leaks Naturally Repaired,Leaks Tagged,Daily Repair Cost ($),Daily Natural Repair Cost ($),truck Deployment Cost ($),truck Sites flagged for Follow-Up,truck Leaks tagged for repair,truck Sites Visited,truck Travel Time (Minutes),truck Survey Time (Minutes),OGI_FU_mdl_high Deployment Cost ($),OGI_FU_mdl_high Sites flagged for Follow-Up,OGI_FU_mdl_high Leaks tagged for repair,OGI_FU_mdl_high Sites Visited,OGI_FU_mdl_high Travel Time (Minutes),OGI_FU_mdl_high Survey Time (Minutes)
2022-01-01,1027.86638,769.11219,258.75419,400.00000,383,384,0,0,0.00000,0.00000,0.00000,400.00000,0,,10,180,270,0.00000,,0,0,0,0
2022-01-02,1024.51464,765.76045,258.75419,400.00000,384,3,0,2,0.00000,0.00000,400.00000,400.00000,0,,1,20,30,0.00000,,0,0,0,0
2022-01-03,1029.02087,772.24048,256.78039,1000.00000,385,2,0,0,75.00000,0.00000,0.00000,0.00000,9,,0,0,0,1000.00000,,75,3,120,360
2022-01-04,1027.45672,770.67634,256.78039,1000.00000,384,0,0,1,96.00000,0.00000,200.00000,0.00000,1,,0,0,0,1000.00000,,96,3,120,360
2022-01-05,1035.98503,781.17845,254.80658,1000.00000,385,2,0,0,96.00000,0.00000,0.00000,0.00000,0,,0,0,0,1000.00000,,96,3,120,360
2022-01-06,1038.21953,783.85984,254.35969,500.00000,385,1,0,0,43.00000,0.00000,0.00000,0.00000,0,,0,0,0,500.00000,,43,1,30,120
2022-01-07,1038.92712,786.54123,252.38588,0.00000,385,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-08,1040.49126,788.10538,252.38588,0.00000,386,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-09,1045.14645,790.78677,254.35969,0.00000,388,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-10,1050.32303,797.93714,252.38588,0.00000,389,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-11,1053.45131,801.06543,252.38588,0.00000,392,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-12,1061.71894,809.33305,252.38588,0.00000,393,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-13,1062.83618,810.89720,251.93899,0.00000,393,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-14,1062.61273,810.89720,251.71554,0.00000,392,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-15,1071.32725,819.38827,251.93899,0.00000,395,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-16,1071.55070,819.61171,251.93899,0.00000,396,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-17,1076.42934,822.51655,253.91279,0.00000,399,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-18,895.88238,641.52269,254.35969,13400.00000,333,1,67,0,0.00000,13400.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-19,684.23873,436.17286,248.06587,17200.00000,247,1,86,0,0.00000,17200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-20,429.05973,180.99386,248.06587,18000.00000,157,0,90,0,0.00000,18000.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-21,302.14058,54.07471,248.06587,9200.00000,112,1,46,0,0.00000,9200.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-22,302.58747,54.07471,248.51277,0.00000,113,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-23,304.59852,56.08575,248.51277,0.00000,115,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-24,295.66055,56.08575,239.57480,0.00000,114,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-25,295.88400,56.30920,239.57480,0.00000,115,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-26,296.33090,56.30920,240.02169,0.00000,116,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-27,302.99713,61.00164,241.99550,0.00000,119,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-28,306.57232,63.90648,242.66584,0.00000,122,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-29,306.57232,63.90648,242.66584,0.00000,122,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-30,306.57232,63.90648,242.66584,0.00000,122,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-01-31,304.59852,63.90648,240.69204,0.00000,121,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-01,306.57232,63.90648,242.66584,0.00000,122,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-02,315.51029,63.90648,251.60381,0.00000,123,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-03,315.51029,63.90648,251.60381,0.00000,123,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-04,334.46623,80.88862,253.57761,0.00000,127,4,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-05,343.40420,80.88862,262.51558,0.00000,128,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-06,352.11872,89.60313,262.51558,0.00000,130,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-07,355.47046,92.50797,262.96248,0.00000,133,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-08,355.02356,92.50797,262.51558,0.00000,132,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-09,357.70495,95.18937,262.51558,0.00000,133,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-10,357.70495,95.18937,262.51558,0.00000,133,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-11,362.39738,100.55215,261.84523,0.00000,134,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-12,362.84428,100.99904,261.84523,0.00000,136,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-13,362.84428,100.99904,261.84523,0.00000,136,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-14,361.09393,101.22249,259.87143,0.00000,136,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-15,365.74912,103.90388,261.84523,0.00000,138,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-16,365.74912,103.90388,261.84523,0.00000,138,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-17,365.74912,103.90388,261.84523,0.00000,138,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-18,377.36848,106.58528,270.78320,0.00000,140,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-19,388.31749,117.53429,270.78320,0.00000,142,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-20,397.25546,126.24881,271.00665,0.00000,145,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-21,414.68450,143.67784,271.00665,0.00000,149,4,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-22,412.71070,143.67784,269.03285,0.00000,148,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-23,415.39209,146.35924,269.03285,0.00000,149,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-24,415.39209,146.35924,269.03285,0.00000,149,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-25,419.00452,151.94547,267.05905,0.00000,151,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-26,419.00452,151.94547,267.05905,0.00000,151,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-27,420.97832,151.94547,269.03285,0.00000,152,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-02-28,434.60872,165.57587,269.03285,0.00000,155,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-01,434.16182,165.57587,268.58595,0.00000,154,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-02,438.81701,168.25726,270.55975,0.00000,156,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-03,436.84321,168.25726,268.58595,0.00000,155,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-04,436.84321,168.25726,268.58595,0.00000,155,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-05,441.31220,172.72624,268.58595,0.00000,156,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-06,441.75909,173.17314,268.58595,0.00000,157,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-07,441.75909,173.17314,268.58595,0.00000,157,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-08,442.42944,173.17314,269.25630,0.00000,158,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-09,445.11083,175.85453,269.25630,0.00000,159,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-10,443.99359,175.85453,268.13905,0.00000,157,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-11,443.99359,175.85453,268.13905,0.00000,157,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-12,441.83358,177.64212,264.19145,0.00000,157,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-13,441.83358,177.64212,264.19145,0.00000,157,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-14,442.05703,177.64212,264.41490,0.00000,158,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-15,447.19636,182.11111,265.08525,0.00000,160,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-16,451.66534,186.58009,265.08525,0.00000,161,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-17,451.66534,186.58009,265.08525,0.00000,161,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-18,454.34673,189.26148,265.08525,0.00000,162,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-19,454.34673,189.26148,265.08525,0.00000,162,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-20,461.27366,196.18841,265.08525,0.00000,165,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-21,463.54539,200.43394,263.11145,0.00000,166,2,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-22,463.54539,200.43394,263.11145,0.00000,166,0,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-23,466.22678,203.11534,263.11145,0.00000,167,1,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
2022-03-24,469.35507,205.79673,263.55835,0.00000,169,3,0,0,0.00000,0.00000,0.00000,0.00000,0,,0,0,0,0.00000,,0,0,0,0
